#ORTHOLOGY_ASSIGNMENTS_FROM_EFFIE_7_2022				
name_dc3000_new	name_p25c2_new	name_p25c2	name_dc3000	name_p7
WP_005769636.1	DAKCFMEO_00640	BJEIHDPM_03818	PSPTO_RS11390	PDOHHFKI_01919
WP_005769641.1	DAKCFMEO_00637	BJEIHDPM_03815	PSPTO_RS11375	PDOHHFKI_03691
WP_005769643.1	DAKCFMEO_00636	BJEIHDPM_03814	PSPTO_RS11370	
WP_005769647.1	DAKCFMEO_00634	BJEIHDPM_03812	PSPTO_RS11360	PDOHHFKI_03687
WP_005769649.1	DAKCFMEO_00633	BJEIHDPM_03811	PSPTO_RS11355	PDOHHFKI_03686
WP_005769651.1	DAKCFMEO_00632	BJEIHDPM_03810	PSPTO_RS11350	PDOHHFKI_03685
WP_005769653.1	DAKCFMEO_00631	BJEIHDPM_03809	PSPTO_RS11345	
WP_005769658.1	DAKCFMEO_00628	BJEIHDPM_03806	PSPTO_RS11330	
WP_005769662.1	DAKCFMEO_00623	BJEIHDPM_03801	PSPTO_RS11300	PDOHHFKI_01867
WP_005769669.1	DAKCFMEO_00617	BJEIHDPM_03795	PSPTO_RS11275	PDOHHFKI_01873
WP_005769670.1	DAKCFMEO_00616	BJEIHDPM_03794	PSPTO_RS11270	PDOHHFKI_01874
WP_005769671.1	DAKCFMEO_00615	BJEIHDPM_03793	PSPTO_RS11265	PDOHHFKI_01876
WP_005769676.1	DAKCFMEO_02715	BJEIHDPM_03787	PSPTO_RS11225	PDOHHFKI_02335
WP_005769683.1	DAKCFMEO_02711	BJEIHDPM_03783	PSPTO_RS11205	PDOHHFKI_03943
WP_005769685.1	DAKCFMEO_02710	BJEIHDPM_03782	PSPTO_RS11200	PDOHHFKI_03944
WP_005769699.1	DAKCFMEO_02703	BJEIHDPM_03775	PSPTO_RS11160	
WP_005769867.1	DAKCFMEO_05261	BJEIHDPM_01634	PSPTO_RS27950	PDOHHFKI_04635
WP_005769869.1	DAKCFMEO_05260	BJEIHDPM_01633	PSPTO_RS27945	PDOHHFKI_04636
WP_005769871.1	DAKCFMEO_05259	BJEIHDPM_01632	PSPTO_RS27940	
WP_005769873.1	DAKCFMEO_05258	BJEIHDPM_01631	PSPTO_RS27935	PDOHHFKI_04637
WP_005769875.1	DAKCFMEO_05257	BJEIHDPM_01630	PSPTO_RS27930	PDOHHFKI_04638
WP_005769877.1	DAKCFMEO_05256	BJEIHDPM_01629	PSPTO_RS27925	PDOHHFKI_04639
WP_005769977.1	DAKCFMEO_01788	BJEIHDPM_01109	PSPTO_RS04745	
WP_005769982.1	DAKCFMEO_00253	BJEIHDPM_03058	PSPTO_RS04730	
WP_005769995.1	DAKCFMEO_02889	BJEIHDPM_02377	PSPTO_RS04800	PDOHHFKI_01582
WP_005769998.1	DAKCFMEO_02888	BJEIHDPM_02378	PSPTO_RS04805	
WP_005770000.1	DAKCFMEO_02887	BJEIHDPM_02379	PSPTO_RS04810	
WP_005770005.1	DAKCFMEO_02885	BJEIHDPM_02381	PSPTO_RS04820	
WP_005770009.1	DAKCFMEO_02883	BJEIHDPM_02383	PSPTO_RS04830	
WP_005770011.1	DAKCFMEO_02881	BJEIHDPM_02385	PSPTO_RS04840	
WP_005770014.1	DAKCFMEO_00509	BJEIHDPM_02802	PSPTO_RS04855	PDOHHFKI_02431
WP_005770017.1	DAKCFMEO_00505	BJEIHDPM_02806	PSPTO_RS04875	PDOHHFKI_02437
WP_005770019.1	DAKCFMEO_00504	BJEIHDPM_02807	PSPTO_RS04880	PDOHHFKI_02438
WP_005770041.1	DAKCFMEO_03704	BJEIHDPM_02692	PSPTO_RS04055	PDOHHFKI_02170
WP_005770049.1	DAKCFMEO_03699	BJEIHDPM_02687	PSPTO_RS04035	PDOHHFKI_02166
WP_005770064.1	DAKCFMEO_03688	BJEIHDPM_02676	PSPTO_RS03995	
WP_005770069.1	DAKCFMEO_03684	BJEIHDPM_02672	PSPTO_RS03975	
WP_005770073.1	DAKCFMEO_03682	BJEIHDPM_02670	PSPTO_RS03965	PDOHHFKI_02154
WP_005770075.1	DAKCFMEO_03681	BJEIHDPM_02669	PSPTO_RS03960	PDOHHFKI_02152
WP_005770077.1	DAKCFMEO_03680	BJEIHDPM_02668	PSPTO_RS03955	
WP_005770079.1	DAKCFMEO_03679	BJEIHDPM_02667	PSPTO_RS03950	
WP_005770081.1	DAKCFMEO_03678	BJEIHDPM_02666	PSPTO_RS03945	PDOHHFKI_00885
WP_005770083.1	DAKCFMEO_03677	BJEIHDPM_02665	PSPTO_RS03940	PDOHHFKI_00884
WP_005770085.1	DAKCFMEO_03676	BJEIHDPM_02664	PSPTO_RS03935	PDOHHFKI_00881
WP_005770090.1	DAKCFMEO_03673	BJEIHDPM_02661	PSPTO_RS03925	
WP_005770099.1	DAKCFMEO_03668	BJEIHDPM_02656	PSPTO_RS03900	PDOHHFKI_04676
WP_005770108.1	DAKCFMEO_03597	BJEIHDPM_02585	PSPTO_RS03875	PDOHHFKI_00845
WP_005770109.1	DAKCFMEO_03596	BJEIHDPM_02584	PSPTO_RS03870	PDOHHFKI_00844
WP_005770111.1	DAKCFMEO_03595	BJEIHDPM_02583	PSPTO_RS03865	PDOHHFKI_00843
WP_005770114.1	DAKCFMEO_03594	BJEIHDPM_02582	PSPTO_RS03860	PDOHHFKI_00842
WP_005770116.1	DAKCFMEO_03593	BJEIHDPM_02581	PSPTO_RS03855	PDOHHFKI_00841
WP_005770118.1	DAKCFMEO_03592	BJEIHDPM_02580	PSPTO_RS03850	PDOHHFKI_00838
WP_005770120.1	DAKCFMEO_03590	BJEIHDPM_02578	PSPTO_RS03840	PDOHHFKI_00836
WP_005770129.1	DAKCFMEO_03587	BJEIHDPM_02575	PSPTO_RS03825	PDOHHFKI_04666
WP_005770132.1	DAKCFMEO_03585	BJEIHDPM_02573	PSPTO_RS03815	PDOHHFKI_04664
WP_005770134.1	DAKCFMEO_03582	BJEIHDPM_02570	PSPTO_RS03800	
WP_005770159.1	DAKCFMEO_00553	BJEIHDPM_02758	PSPTO_RS23795	
WP_005770161.1	DAKCFMEO_00554	BJEIHDPM_02757	PSPTO_RS23800	
WP_005770183.1	DAKCFMEO_00559	BJEIHDPM_02752	PSPTO_RS24000	PDOHHFKI_03549
WP_005770185.1	DAKCFMEO_00561	BJEIHDPM_02750	PSPTO_RS24010	PDOHHFKI_03551
WP_005770186.1	DAKCFMEO_00562	BJEIHDPM_02749	PSPTO_RS24015	
WP_005770187.1	DAKCFMEO_00563	BJEIHDPM_02748	PSPTO_RS24020	PDOHHFKI_03558
WP_005770190.1	DAKCFMEO_00566	BJEIHDPM_02745	PSPTO_RS24040	
WP_005770191.1	DAKCFMEO_00567	BJEIHDPM_02744	PSPTO_RS24045	PDOHHFKI_02250
WP_005770220.1	DAKCFMEO_00576	BJEIHDPM_02735	PSPTO_RS24100	
WP_005770225.1	DAKCFMEO_00578	BJEIHDPM_02733	PSPTO_RS24110	
WP_005770243.1	DAKCFMEO_04789	BJEIHDPM_01163	PSPTO_RS24165	
WP_005770245.1	DAKCFMEO_04790	BJEIHDPM_01164	PSPTO_RS24170	PDOHHFKI_01488
WP_005770270.1	DAKCFMEO_03843	BJEIHDPM_04506	PSPTO_RS12455	
WP_005770289.1	DAKCFMEO_00256	BJEIHDPM_03055	PSPTO_RS12500	
WP_005770289.1	DAKCFMEO_04061	BJEIHDPM_04725	PSPTO_RS12500	
WP_005770293.1	DAKCFMEO_01005	BJEIHDPM_04183	PSPTO_RS12510	
WP_005770308.1	DAKCFMEO_04474	BJEIHDPM_00004	PSPTO_RS21120	PDOHHFKI_02222
WP_005770308.1	DAKCFMEO_00830	BJEIHDPM_04008	PSPTO_RS12555	PDOHHFKI_02222
WP_005770310.1	DAKCFMEO_00831	BJEIHDPM_04009	PSPTO_RS12560	
WP_005770312.1	DAKCFMEO_00832	BJEIHDPM_04010	PSPTO_RS12565	
WP_005770316.1	DAKCFMEO_00834	BJEIHDPM_04012	PSPTO_RS12575	
WP_005770393.1	DAKCFMEO_04171	BJEIHDPM_00345	PSPTO_RS20335	
WP_005770403.1	DAKCFMEO_04163	BJEIHDPM_00337	PSPTO_RS20300	
WP_005770416.1	DAKCFMEO_04154	BJEIHDPM_00328	PSPTO_RS20255	
WP_005770425.1	DAKCFMEO_04148	BJEIHDPM_00322	PSPTO_RS20230	PDOHHFKI_04016
WP_005770431.1	DAKCFMEO_04141	BJEIHDPM_00315	PSPTO_RS20210	PDOHHFKI_00483
WP_005770433.1	DAKCFMEO_04140	BJEIHDPM_00314	PSPTO_RS20205	PDOHHFKI_00478
WP_005770435.1	DAKCFMEO_04139	BJEIHDPM_00313	PSPTO_RS20200	PDOHHFKI_00476
WP_005770437.1	DAKCFMEO_04138	BJEIHDPM_00312	PSPTO_RS20190	PDOHHFKI_00475
WP_005770439.1	DAKCFMEO_04134	BJEIHDPM_00308	PSPTO_RS20175	
WP_005770446.1	DAKCFMEO_04132	BJEIHDPM_00306	PSPTO_RS20160	
WP_005770450.1	DAKCFMEO_04131	BJEIHDPM_00305	PSPTO_RS20150	PDOHHFKI_00472
WP_005770452.1	DAKCFMEO_04130	BJEIHDPM_00304	PSPTO_RS20145	
WP_005770454.1	DAKCFMEO_04129	BJEIHDPM_00303	PSPTO_RS20140	PDOHHFKI_00470
WP_005770456.1	DAKCFMEO_04128	BJEIHDPM_00302	PSPTO_RS20135	PDOHHFKI_00469
WP_005770458.1	DAKCFMEO_04127	BJEIHDPM_00301	PSPTO_RS20130	PDOHHFKI_00467
WP_005770464.1	DAKCFMEO_04183	BJEIHDPM_00297	PSPTO_RS20110	PDOHHFKI_00461
WP_005770465.1	DAKCFMEO_04184	BJEIHDPM_00296	PSPTO_RS20105	PDOHHFKI_00460
WP_005770467.1	DAKCFMEO_04185	BJEIHDPM_00295	PSPTO_RS20100	PDOHHFKI_00459
WP_005770474.1	DAKCFMEO_04190	BJEIHDPM_00290	PSPTO_RS20075	PDOHHFKI_00454
WP_005770490.1	DAKCFMEO_01644	BJEIHDPM_00965	PSPTO_RS05185	PDOHHFKI_04333
WP_005770492.1	DAKCFMEO_01645	BJEIHDPM_00966	PSPTO_RS05180	PDOHHFKI_04334
WP_005770496.1	DAKCFMEO_01649	BJEIHDPM_00970	PSPTO_RS05160	
WP_005770497.1	DAKCFMEO_01650	BJEIHDPM_00971	PSPTO_RS05155	PDOHHFKI_04339
WP_005770507.1	DAKCFMEO_01659	BJEIHDPM_00980	PSPTO_RS05115	PDOHHFKI_04824
WP_005770519.1	DAKCFMEO_01667	BJEIHDPM_00988	PSPTO_RS05070	PDOHHFKI_04816
WP_005770545.1	DAKCFMEO_00481	BJEIHDPM_02830	PSPTO_RS05005	PDOHHFKI_02448
WP_005770547.1	DAKCFMEO_00482	BJEIHDPM_02829	PSPTO_RS05000	
WP_005770558.1	DAKCFMEO_00489	BJEIHDPM_02822	PSPTO_RS04960	
WP_005770562.1	DAKCFMEO_00491	BJEIHDPM_02820	PSPTO_RS04950	
WP_005770566.1	DAKCFMEO_00493	BJEIHDPM_02818	PSPTO_RS04940	
WP_005770572.1	DAKCFMEO_00496	BJEIHDPM_02815	PSPTO_RS04925	
WP_005770586.1	DAKCFMEO_04270	BJEIHDPM_00209	PSPTO_RS19750	PDOHHFKI_01856
WP_005770588.1	DAKCFMEO_04268	BJEIHDPM_00211	PSPTO_RS19760	PDOHHFKI_01858
WP_005770594.1	DAKCFMEO_04265	BJEIHDPM_00214	PSPTO_RS19775	PDOHHFKI_01861
WP_005770596.1	DAKCFMEO_04263	BJEIHDPM_00216	PSPTO_RS19785	PDOHHFKI_01863
WP_005770603.1	DAKCFMEO_04258	BJEIHDPM_00221	PSPTO_RS19805	PDOHHFKI_03683
WP_005770607.1	DAKCFMEO_04257	BJEIHDPM_00222	PSPTO_RS19810	PDOHHFKI_03675
WP_005770613.1	DAKCFMEO_04254	BJEIHDPM_00225	PSPTO_RS19830	PDOHHFKI_03671
WP_005770616.1	DAKCFMEO_04253	BJEIHDPM_00226	PSPTO_RS19835	PDOHHFKI_03670
WP_005770618.1	DAKCFMEO_04252	BJEIHDPM_00227	PSPTO_RS19840	PDOHHFKI_03669
WP_005770626.1	DAKCFMEO_04248	BJEIHDPM_00231	PSPTO_RS19860	PDOHHFKI_03665
WP_005770635.1	DAKCFMEO_04242	BJEIHDPM_00237	PSPTO_RS19890	PDOHHFKI_03659
WP_005770637.1	DAKCFMEO_04241	BJEIHDPM_00238	PSPTO_RS19895	
WP_005770639.1	DAKCFMEO_04239	BJEIHDPM_00241	PSPTO_RS19905	PDOHHFKI_03656
WP_005770641.1	DAKCFMEO_04238	BJEIHDPM_00242	PSPTO_RS19910	PDOHHFKI_03705
WP_005770642.1	DAKCFMEO_04237	BJEIHDPM_00243	PSPTO_RS19915	PDOHHFKI_03703
WP_005770644.1	DAKCFMEO_04235	BJEIHDPM_00245	PSPTO_RS19925	PDOHHFKI_03701
WP_005770645.1	DAKCFMEO_04234	BJEIHDPM_00246	PSPTO_RS19930	PDOHHFKI_03700
WP_005770653.1	DAKCFMEO_04225	BJEIHDPM_00255	PSPTO_RS19990	PDOHHFKI_03959
WP_005770654.1	DAKCFMEO_04196	BJEIHDPM_00284	PSPTO_RS19995	
WP_005770684.1	DAKCFMEO_02695	BJEIHDPM_03767	PSPTO_RS11110	
WP_005770686.1	DAKCFMEO_02694	BJEIHDPM_03766	PSPTO_RS11105	
WP_005770688.1	DAKCFMEO_02693	BJEIHDPM_03765	PSPTO_RS11100	
WP_005770693.1	DAKCFMEO_02691	BJEIHDPM_03763	PSPTO_RS11090	
WP_005770697.1	DAKCFMEO_02689	BJEIHDPM_03761	PSPTO_RS11080	
WP_005770699.1	DAKCFMEO_02688	BJEIHDPM_03760	PSPTO_RS11075	PDOHHFKI_01950
WP_005770701.1	DAKCFMEO_02687	BJEIHDPM_03759	PSPTO_RS11065	PDOHHFKI_02344
WP_005770721.1	DAKCFMEO_02678	BJEIHDPM_03750	PSPTO_RS11020	
WP_005770751.1	DAKCFMEO_04351	BJEIHDPM_00128	PSPTO_RS19250	PDOHHFKI_02305
WP_005770753.1	DAKCFMEO_04352	BJEIHDPM_00127	PSPTO_RS19245	PDOHHFKI_02306
WP_005770757.1	DAKCFMEO_04354	BJEIHDPM_00125	PSPTO_RS19235	PDOHHFKI_02307
WP_005770759.1	DAKCFMEO_04355	BJEIHDPM_00124	PSPTO_RS19230	PDOHHFKI_04056
WP_005770761.1	DAKCFMEO_02034	BJEIHDPM_02154	PSPTO_RS01400	PDOHHFKI_04055
WP_005770761.1	DAKCFMEO_04356	BJEIHDPM_00123	PSPTO_RS19225	PDOHHFKI_04055
WP_005770761.1	DAKCFMEO_04030	BJEIHDPM_04694	PSPTO_RS15695	PDOHHFKI_04055
WP_005770766.1	DAKCFMEO_04360	BJEIHDPM_00119	PSPTO_RS19205	PDOHHFKI_04051
WP_005770768.1	DAKCFMEO_04362	BJEIHDPM_00117	PSPTO_RS19195	PDOHHFKI_04041
WP_005770770.1	DAKCFMEO_04364	BJEIHDPM_00115	PSPTO_RS19185	PDOHHFKI_04039
WP_005770771.1	DAKCFMEO_04365	BJEIHDPM_00114	PSPTO_RS19180	PDOHHFKI_04038
WP_005770773.1	DAKCFMEO_04366	BJEIHDPM_00113	PSPTO_RS19175	
WP_005770776.1	DAKCFMEO_04368	BJEIHDPM_00111	PSPTO_RS19165	PDOHHFKI_04488
WP_005770780.1	DAKCFMEO_04370	BJEIHDPM_00109	PSPTO_RS19155	PDOHHFKI_03226
WP_005770788.1	DAKCFMEO_04374	BJEIHDPM_00105	PSPTO_RS19135	PDOHHFKI_02183
WP_005770794.1	DAKCFMEO_02431	BJEIHDPM_03503	PSPTO_RS19105	
WP_005770813.1	DAKCFMEO_01411	BJEIHDPM_04917	PSPTO_RS16920	
WP_005770815.1	DAKCFMEO_01410	BJEIHDPM_04916	PSPTO_RS16915	
WP_005770825.1	DAKCFMEO_00922	BJEIHDPM_04100	PSPTO_RS16875	
WP_005770829.1	DAKCFMEO_00924	BJEIHDPM_04102	PSPTO_RS16865	
WP_005770837.1	DAKCFMEO_00928	BJEIHDPM_04106	PSPTO_RS16850	
WP_005770839.1	DAKCFMEO_00929	BJEIHDPM_04107	PSPTO_RS16840	
WP_005770857.1	DAKCFMEO_00941	BJEIHDPM_04119	PSPTO_RS16795	
WP_005770871.1	DAKCFMEO_00947	BJEIHDPM_04125	PSPTO_RS16765	PDOHHFKI_00605
WP_005770885.1	DAKCFMEO_01066	BJEIHDPM_04244	PSPTO_RS16730	PDOHHFKI_02211
WP_005770888.1	DAKCFMEO_01065	BJEIHDPM_04243	PSPTO_RS16725	
WP_005770915.1	DAKCFMEO_01751	BJEIHDPM_01072	PSPTO_RS05410	
WP_005770938.1	DAKCFMEO_01750	BJEIHDPM_01071	PSPTO_RS05470	
WP_005770940.1	DAKCFMEO_01748	BJEIHDPM_01069	PSPTO_RS05480	PDOHHFKI_01480
WP_005770944.1	DAKCFMEO_01745	BJEIHDPM_01066	PSPTO_RS05495	
WP_005770954.1	DAKCFMEO_01739	BJEIHDPM_01060	PSPTO_RS05535	PDOHHFKI_02321
WP_005770956.1	DAKCFMEO_01738	BJEIHDPM_01059	PSPTO_RS05540	PDOHHFKI_02322
WP_005770966.1	DAKCFMEO_01734	BJEIHDPM_01055	PSPTO_RS05560	
WP_005771001.1	DAKCFMEO_03366	BJEIHDPM_00626	PSPTO_RS07605	PDOHHFKI_03424
WP_005771002.1	DAKCFMEO_03364	BJEIHDPM_00628	PSPTO_RS07595	PDOHHFKI_03426
WP_005771007.1	DAKCFMEO_03361	BJEIHDPM_00631	PSPTO_RS07580	PDOHHFKI_03428
WP_005771009.1	DAKCFMEO_03357	BJEIHDPM_00635	PSPTO_RS07565	
WP_005771011.1	DAKCFMEO_03355	BJEIHDPM_00637	PSPTO_RS07555	PDOHHFKI_00723
WP_005771013.1	DAKCFMEO_03353	BJEIHDPM_00639	PSPTO_RS07540	PDOHHFKI_00725
WP_005771017.1	DAKCFMEO_03349	BJEIHDPM_00643	PSPTO_RS07520	
WP_005771019.1	DAKCFMEO_03348	BJEIHDPM_00644	PSPTO_RS07515	PDOHHFKI_00730
WP_005771021.1	DAKCFMEO_03347	BJEIHDPM_00645	PSPTO_RS07510	PDOHHFKI_00731
WP_005771023.1	DAKCFMEO_03345	BJEIHDPM_00647	PSPTO_RS07500	PDOHHFKI_00733
WP_005771027.1	DAKCFMEO_03342	BJEIHDPM_00650	PSPTO_RS07485	PDOHHFKI_00736
WP_005771029.1	DAKCFMEO_03339	BJEIHDPM_00653	PSPTO_RS07470	PDOHHFKI_00739
WP_005771032.1	DAKCFMEO_03337	BJEIHDPM_00655	PSPTO_RS07460	PDOHHFKI_00741
WP_005771034.1	DAKCFMEO_03336	BJEIHDPM_00656	PSPTO_RS07455	PDOHHFKI_00742
WP_005771039.1	DAKCFMEO_03332	BJEIHDPM_00660	PSPTO_RS07430	PDOHHFKI_00746
WP_005771042.1	DAKCFMEO_03329	BJEIHDPM_00663	PSPTO_RS07415	PDOHHFKI_00749
WP_005771069.1	DAKCFMEO_02007	BJEIHDPM_02127	PSPTO_RS01315	
WP_005771075.1	DAKCFMEO_02010	BJEIHDPM_02130	PSPTO_RS01330	
WP_005771077.1	DAKCFMEO_02011	BJEIHDPM_02131	PSPTO_RS01335	
WP_005771123.1	DAKCFMEO_02043	BJEIHDPM_02163	PSPTO_RS01450	
WP_005771165.1	DAKCFMEO_04707	BJEIHDPM_05113	PSPTO_RS18000	
WP_005771167.1	DAKCFMEO_04708	BJEIHDPM_05112	PSPTO_RS17995	
WP_005771168.1	DAKCFMEO_04709	BJEIHDPM_05111	PSPTO_RS17990	
WP_005771169.1	DAKCFMEO_04710	BJEIHDPM_05110	PSPTO_RS17985	
WP_005771170.1	DAKCFMEO_04711	BJEIHDPM_05109	PSPTO_RS17980	
WP_005771172.1	DAKCFMEO_04712	BJEIHDPM_05108	PSPTO_RS17975	
WP_005771176.1	DAKCFMEO_04716	BJEIHDPM_05104	PSPTO_RS17955	
WP_005771178.1	DAKCFMEO_04717	BJEIHDPM_05103	PSPTO_RS17950	
WP_005771197.1	DAKCFMEO_04734	BJEIHDPM_05086	PSPTO_RS17875	
WP_005771200.1	DAKCFMEO_04737	BJEIHDPM_05083	PSPTO_RS17865	PDOHHFKI_00151
WP_005771202.1	DAKCFMEO_04738	BJEIHDPM_05082	PSPTO_RS17860	
WP_005771203.1	DAKCFMEO_04739	BJEIHDPM_05081	PSPTO_RS17855	
WP_005771214.1	DAKCFMEO_00860	BJEIHDPM_04038	PSPTO_RS12685	
WP_005771221.1	DAKCFMEO_00863	BJEIHDPM_04041	PSPTO_RS12695	PDOHHFKI_00618
WP_005771225.1	DAKCFMEO_00866	BJEIHDPM_04044	PSPTO_RS12700	
WP_005771227.1	DAKCFMEO_00867	BJEIHDPM_04045	PSPTO_RS12705	
WP_005771258.1	DAKCFMEO_01375	BJEIHDPM_04881	PSPTO_RS12780	PDOHHFKI_02511
WP_005771267.1	DAKCFMEO_00906	BJEIHDPM_04084	PSPTO_RS12825	
WP_005771273.1	DAKCFMEO_00908	BJEIHDPM_04086	PSPTO_RS12835	
WP_005771275.1	DAKCFMEO_00909	BJEIHDPM_04087	PSPTO_RS12840	
WP_005771282.1	DAKCFMEO_00896	BJEIHDPM_04074	PSPTO_RS12875	
WP_005771285.1	DAKCFMEO_02039	BJEIHDPM_02159	PSPTO_RS01425	PDOHHFKI_01740
WP_005771285.1	DAKCFMEO_00898	BJEIHDPM_04076	PSPTO_RS12885	PDOHHFKI_01740
WP_005771315.1	DAKCFMEO_02641	BJEIHDPM_03713	PSPTO_RS10860	PDOHHFKI_01962
WP_005771329.1	DAKCFMEO_02653	BJEIHDPM_03725	PSPTO_RS10900	
WP_005771330.1	DAKCFMEO_02654	BJEIHDPM_03726	PSPTO_RS10905	PDOHHFKI_02944
WP_005771334.1	DAKCFMEO_02656	BJEIHDPM_03728	PSPTO_RS10915	
WP_005771340.1	DAKCFMEO_02659	BJEIHDPM_03731	PSPTO_RS10930	PDOHHFKI_02950
WP_005771341.1	DAKCFMEO_02662	BJEIHDPM_03734	PSPTO_RS10935	PDOHHFKI_03954
WP_005771350.1	DAKCFMEO_02669	BJEIHDPM_03741	PSPTO_RS10970	PDOHHFKI_01721
WP_005771389.1	DAKCFMEO_03459	BJEIHDPM_00934	PSPTO_RS05630	
WP_005771391.1	DAKCFMEO_03457	BJEIHDPM_00932	PSPTO_RS05640	
WP_005771392.1	DAKCFMEO_03456	BJEIHDPM_00931	PSPTO_RS05645	
WP_005771397.1	DAKCFMEO_03451	BJEIHDPM_00926	PSPTO_RS05670	PDOHHFKI_04648
WP_005771397.1	DAKCFMEO_05252	BJEIHDPM_01625	PSPTO_RS27905	PDOHHFKI_04648
WP_005771401.1	DAKCFMEO_03448	BJEIHDPM_00923	PSPTO_RS05685	
WP_005771402.1	DAKCFMEO_05250	BJEIHDPM_01623	PSPTO_RS27900	PDOHHFKI_04650
WP_005771402.1	DAKCFMEO_03447	BJEIHDPM_00922	PSPTO_RS05690	PDOHHFKI_04650
WP_005771478.1	DAKCFMEO_01755	BJEIHDPM_01076	PSPTO_RS05355	
WP_005771480.1	DAKCFMEO_01756	BJEIHDPM_01077	PSPTO_RS05350	
WP_005771481.1	DAKCFMEO_01758	BJEIHDPM_01079	PSPTO_RS05340	
WP_005771483.1	DAKCFMEO_01759	BJEIHDPM_01080	PSPTO_RS05335	
WP_005771485.1	DAKCFMEO_02411	BJEIHDPM_03483	PSPTO_RS05330	PDOHHFKI_02825
WP_005771485.1	DAKCFMEO_02878	BJEIHDPM_02388	PSPTO_RS05330	PDOHHFKI_02825
WP_005771485.1	DAKCFMEO_01338	BJEIHDPM_04844	PSPTO_RS05330	PDOHHFKI_02825
WP_005771491.1	DAKCFMEO_01761	BJEIHDPM_01082	PSPTO_RS05310	
WP_005771495.1	DAKCFMEO_03468	BJEIHDPM_00943	PSPTO_RS05300	
WP_005771500.1	DAKCFMEO_03472	BJEIHDPM_00947	PSPTO_RS05280	
WP_005771505.1	DAKCFMEO_03476	BJEIHDPM_00951	PSPTO_RS05260	
WP_005771507.1	DAKCFMEO_03478	BJEIHDPM_00953	PSPTO_RS05250	
WP_005771509.1	DAKCFMEO_03480	BJEIHDPM_00955	PSPTO_RS05240	PDOHHFKI_04834
WP_005771567.1	DAKCFMEO_02501	BJEIHDPM_03573	PSPTO_RS10025	PDOHHFKI_03147
WP_005771571.1	DAKCFMEO_02498	BJEIHDPM_03569	PSPTO_RS10010	
WP_005771583.1	DAKCFMEO_02493	BJEIHDPM_03564	PSPTO_RS09985	
WP_005771596.1	DAKCFMEO_02487	BJEIHDPM_03558	PSPTO_RS09950	
WP_005771604.1	DAKCFMEO_02483	BJEIHDPM_03555	PSPTO_RS09935	PDOHHFKI_03753
WP_005771635.1	DAKCFMEO_05299	BJEIHDPM_01675	PSPTO_RS28230	
WP_005771640.1	DAKCFMEO_05304	BJEIHDPM_01680	PSPTO_RS28250	
WP_005771655.1	DAKCFMEO_04780	BJEIHDPM_01154	PSPTO_RS23685	
WP_005771663.1	DAKCFMEO_00550	BJEIHDPM_02761	PSPTO_RS23730	PDOHHFKI_01523
WP_005771665.1	DAKCFMEO_00552	BJEIHDPM_02759	PSPTO_RS23740	PDOHHFKI_01524
WP_005771683.1	DAKCFMEO_03271	BJEIHDPM_00605	PSPTO_RS07695	PDOHHFKI_03412
WP_005771689.1	DAKCFMEO_03275	BJEIHDPM_00609	PSPTO_RS07665	PDOHHFKI_03416
WP_005771691.1	DAKCFMEO_03276	BJEIHDPM_00610	PSPTO_RS07660	PDOHHFKI_03417
WP_005771787.1	DAKCFMEO_04993	BJEIHDPM_01367	PSPTO_RS25975	PDOHHFKI_01288
WP_007243678.1	DAKCFMEO_00404	BJEIHDPM_02907	PSPTO_RS22880	PDOHHFKI_02537
WP_007243679.1	DAKCFMEO_00406	BJEIHDPM_02905	PSPTO_RS22895	PDOHHFKI_02535
WP_007243690.1	DAKCFMEO_00441	BJEIHDPM_02870	PSPTO_RS23060	PDOHHFKI_02496
WP_007243694.1	DAKCFMEO_00454	BJEIHDPM_02857	PSPTO_RS23115	PDOHHFKI_02485
WP_007243700.1	DAKCFMEO_00469	BJEIHDPM_02842	PSPTO_RS23190	PDOHHFKI_02471
WP_007243709.1	DAKCFMEO_01694	BJEIHDPM_01015	PSPTO_RS23315	PDOHHFKI_04785
WP_007243710.1	DAKCFMEO_01695	BJEIHDPM_01016	PSPTO_RS23320	PDOHHFKI_04784
WP_007243715.1	DAKCFMEO_01705	BJEIHDPM_01026	PSPTO_RS23375	PDOHHFKI_04774
WP_007243735.1	DAKCFMEO_01780	BJEIHDPM_01101	PSPTO_RS23475	
WP_007243742.1	DAKCFMEO_01797	BJEIHDPM_01118	PSPTO_RS29960	
WP_007243745.1	DAKCFMEO_04757	BJEIHDPM_01131	PSPTO_RS23560	PDOHHFKI_02318
WP_007243753.1	DAKCFMEO_04769	BJEIHDPM_01143	PSPTO_RS23620	PDOHHFKI_02462
WP_007243764.1	DAKCFMEO_00547	BJEIHDPM_02764	PSPTO_RS23715	
WP_007243779.1	DAKCFMEO_00557	BJEIHDPM_02754	PSPTO_RS23975	PDOHHFKI_01534
WP_007243779.1	DAKCFMEO_02964	BJEIHDPM_02302	PSPTO_RS02420	PDOHHFKI_04535
WP_007243783.1	DAKCFMEO_00564	BJEIHDPM_02747	PSPTO_RS24025	PDOHHFKI_03562
WP_007243834.1	DAKCFMEO_04811	BJEIHDPM_01185	PSPTO_RS24830	PDOHHFKI_02411
WP_007243836.1	DAKCFMEO_04817	BJEIHDPM_01191	PSPTO_RS24860	PDOHHFKI_00871
