Orthogroup	SpeciesA	GeneA	SpeciesB	GeneB
OG0001920	DC3000_protein_12_2025	WP_005766966.1	plate25.C2.annotation	DAKCFMEO_02557
OG0001921	DC3000_protein_12_2025	WP_005766975.1	plate25.C2.annotation	DAKCFMEO_02549
OG0001922	DC3000_protein_12_2025	WP_005766980.1	plate25.C2.annotation	DAKCFMEO_02545
OG0001923	DC3000_protein_12_2025	WP_005766982.1	plate25.C2.annotation	DAKCFMEO_02543
OG0001924	DC3000_protein_12_2025	WP_005766986.1	plate25.C2.annotation	DAKCFMEO_02539
OG0001925	DC3000_protein_12_2025	WP_005766990.1	plate25.C2.annotation	DAKCFMEO_02534
OG0001926	DC3000_protein_12_2025	WP_005767003.1	plate25.C2.annotation	DAKCFMEO_02529
OG0001927	DC3000_protein_12_2025	WP_005767009.1	plate25.C2.annotation	DAKCFMEO_02519
OG0001928	DC3000_protein_12_2025	WP_005767010.1	plate25.C2.annotation	DAKCFMEO_02518
OG0001929	DC3000_protein_12_2025	WP_005767011.1	plate25.C2.annotation	DAKCFMEO_02517
OG0001930	DC3000_protein_12_2025	WP_005767013.1	plate25.C2.annotation	DAKCFMEO_02516
OG0001931	DC3000_protein_12_2025	WP_005767015.1	plate25.C2.annotation	DAKCFMEO_02515
OG0001932	DC3000_protein_12_2025	WP_005767017.1	plate25.C2.annotation	DAKCFMEO_02513
OG0001933	DC3000_protein_12_2025	WP_005767021.1	plate25.C2.annotation	DAKCFMEO_02512
OG0001934	DC3000_protein_12_2025	WP_005767023.1	plate25.C2.annotation	DAKCFMEO_02511
OG0001935	DC3000_protein_12_2025	WP_005767027.1	plate25.C2.annotation	DAKCFMEO_02508
OG0001936	DC3000_protein_12_2025	WP_005767037.1	plate25.C2.annotation	DAKCFMEO_02503
OG0001937	DC3000_protein_12_2025	WP_005767059.1	plate25.C2.annotation	DAKCFMEO_02033
OG0001938	DC3000_protein_12_2025	WP_005767063.1	plate25.C2.annotation	DAKCFMEO_02031
OG0001939	DC3000_protein_12_2025	WP_005767065.1	plate25.C2.annotation	DAKCFMEO_02030
OG0001940	DC3000_protein_12_2025	WP_005767067.1	plate25.C2.annotation	DAKCFMEO_02029
OG0001941	DC3000_protein_12_2025	WP_005767071.1	plate25.C2.annotation	DAKCFMEO_02026
OG0001942	DC3000_protein_12_2025	WP_005767073.1	plate25.C2.annotation	DAKCFMEO_02025
OG0001943	DC3000_protein_12_2025	WP_005767089.1	plate25.C2.annotation	DAKCFMEO_05188
OG0001944	DC3000_protein_12_2025	WP_005767098.1	plate25.C2.annotation	DAKCFMEO_05195
OG0001945	DC3000_protein_12_2025	WP_005767110.1	plate25.C2.annotation	DAKCFMEO_05204
OG0001946	DC3000_protein_12_2025	WP_005767116.1	plate25.C2.annotation	DAKCFMEO_05207
OG0001947	DC3000_protein_12_2025	WP_005767120.1	plate25.C2.annotation	DAKCFMEO_05210
OG0001948	DC3000_protein_12_2025	WP_005767127.1	plate25.C2.annotation	DAKCFMEO_05218
OG0001949	DC3000_protein_12_2025	WP_005767282.1	plate25.C2.annotation	DAKCFMEO_01417
OG0001950	DC3000_protein_12_2025	WP_005767289.1	plate25.C2.annotation	DAKCFMEO_01426
OG0001951	DC3000_protein_12_2025	WP_005767295.1	plate25.C2.annotation	DAKCFMEO_01428
OG0001952	DC3000_protein_12_2025	WP_005767320.1	plate25.C2.annotation	DAKCFMEO_01432
OG0001953	DC3000_protein_12_2025	WP_005767349.1	plate25.C2.annotation	DAKCFMEO_01453
OG0001954	DC3000_protein_12_2025	WP_005767352.1	plate25.C2.annotation	DAKCFMEO_01455
OG0001955	DC3000_protein_12_2025	WP_005767353.1	plate25.C2.annotation	DAKCFMEO_01456
OG0001956	DC3000_protein_12_2025	WP_005767359.1	plate25.C2.annotation	DAKCFMEO_01459
OG0001957	DC3000_protein_12_2025	WP_005767364.1	plate25.C2.annotation	DAKCFMEO_01491
OG0001958	DC3000_protein_12_2025	WP_005767369.1	plate25.C2.annotation	DAKCFMEO_01494
OG0001959	DC3000_protein_12_2025	WP_005767378.1	plate25.C2.annotation	DAKCFMEO_01501
OG0001960	DC3000_protein_12_2025	WP_005767383.1	plate25.C2.annotation	DAKCFMEO_01504
OG0001961	DC3000_protein_12_2025	WP_005767387.1	plate25.C2.annotation	DAKCFMEO_01506
OG0001962	DC3000_protein_12_2025	WP_005767395.1	plate25.C2.annotation	DAKCFMEO_01511
OG0001963	DC3000_protein_12_2025	WP_005767399.1	plate25.C2.annotation	DAKCFMEO_01513
OG0001964	DC3000_protein_12_2025	WP_005767401.1	plate25.C2.annotation	DAKCFMEO_01514
OG0001965	DC3000_protein_12_2025	WP_005767416.1	plate25.C2.annotation	DAKCFMEO_01524
OG0001966	DC3000_protein_12_2025	WP_005767420.1	plate25.C2.annotation	DAKCFMEO_01527
OG0001967	DC3000_protein_12_2025	WP_005767446.1	plate25.C2.annotation	DAKCFMEO_01547
OG0001968	DC3000_protein_12_2025	WP_005767449.1	plate25.C2.annotation	DAKCFMEO_01548
OG0001969	DC3000_protein_12_2025	WP_005767500.1	plate25.C2.annotation	DAKCFMEO_02436
OG0001970	DC3000_protein_12_2025	WP_005767504.1	plate25.C2.annotation	DAKCFMEO_04392
OG0001971	DC3000_protein_12_2025	WP_005767507.1	plate25.C2.annotation	DAKCFMEO_00258
OG0001972	DC3000_protein_12_2025	WP_005767508.1	plate25.C2.annotation	DAKCFMEO_00259
OG0001973	DC3000_protein_12_2025	WP_005767529.1	plate25.C2.annotation	DAKCFMEO_04443
OG0001974	DC3000_protein_12_2025	WP_005767531.1	plate25.C2.annotation	DAKCFMEO_04444
OG0001975	DC3000_protein_12_2025	WP_005767535.1	plate25.C2.annotation	DAKCFMEO_00053
OG0001976	DC3000_protein_12_2025	WP_005767540.1	plate25.C2.annotation	DAKCFMEO_00049
OG0001977	DC3000_protein_12_2025	WP_005767545.1	plate25.C2.annotation	DAKCFMEO_00045
OG0001978	DC3000_protein_12_2025	WP_005767547.1	plate25.C2.annotation	DAKCFMEO_00043
OG0001979	DC3000_protein_12_2025	WP_005767549.1	plate25.C2.annotation	DAKCFMEO_00042
OG0001980	DC3000_protein_12_2025	WP_005767564.1	plate25.C2.annotation	DAKCFMEO_00034
OG0001981	DC3000_protein_12_2025	WP_005767567.1	plate25.C2.annotation	DAKCFMEO_00033
OG0001982	DC3000_protein_12_2025	WP_005767572.1	plate25.C2.annotation	DAKCFMEO_00030
OG0001983	DC3000_protein_12_2025	WP_005767592.1	plate25.C2.annotation	DAKCFMEO_00020
OG0001984	DC3000_protein_12_2025	WP_005767596.1	plate25.C2.annotation	DAKCFMEO_04197
OG0001985	DC3000_protein_12_2025	WP_005767600.1	plate25.C2.annotation	DAKCFMEO_04199
OG0001986	DC3000_protein_12_2025	WP_005767605.1	plate25.C2.annotation	DAKCFMEO_04203
OG0001987	DC3000_protein_12_2025	WP_005767607.1	plate25.C2.annotation	DAKCFMEO_04204
OG0001988	DC3000_protein_12_2025	WP_005767612.1	plate25.C2.annotation	DAKCFMEO_04207
OG0001989	DC3000_protein_12_2025	WP_005767614.1	plate25.C2.annotation	DAKCFMEO_04208
OG0001990	DC3000_protein_12_2025	WP_005767637.1	plate25.C2.annotation	DAKCFMEO_04221
OG0001991	DC3000_protein_12_2025	WP_005767643.1	plate25.C2.annotation	DAKCFMEO_00019
OG0001992	DC3000_protein_12_2025	WP_005767663.1	plate25.C2.annotation	DAKCFMEO_03029
OG0001993	DC3000_protein_12_2025	WP_005767670.1	plate25.C2.annotation	DAKCFMEO_03036
OG0001994	DC3000_protein_12_2025	WP_005767686.1	plate25.C2.annotation	DAKCFMEO_02371
OG0001995	DC3000_protein_12_2025	WP_005767688.1	plate25.C2.annotation	DAKCFMEO_02374
OG0001996	DC3000_protein_12_2025	WP_005767689.1	plate25.C2.annotation	DAKCFMEO_02375
OG0001997	DC3000_protein_12_2025	WP_005767690.1	plate25.C2.annotation	DAKCFMEO_02376
OG0001998	DC3000_protein_12_2025	WP_005767692.1	plate25.C2.annotation	DAKCFMEO_02379
OG0001999	DC3000_protein_12_2025	WP_005767695.1	plate25.C2.annotation	DAKCFMEO_02381
OG0002000	DC3000_protein_12_2025	WP_005767699.1	plate25.C2.annotation	DAKCFMEO_02383
OG0002001	DC3000_protein_12_2025	WP_005767701.1	plate25.C2.annotation	DAKCFMEO_02385
OG0002002	DC3000_protein_12_2025	WP_005767703.1	plate25.C2.annotation	DAKCFMEO_02386
OG0002003	DC3000_protein_12_2025	WP_005767709.1	plate25.C2.annotation	DAKCFMEO_02388
OG0002004	DC3000_protein_12_2025	WP_005767714.1	plate25.C2.annotation	DAKCFMEO_02391
OG0002005	DC3000_protein_12_2025	WP_005767716.1	plate25.C2.annotation	DAKCFMEO_02392
OG0002006	DC3000_protein_12_2025	WP_005767718.1	plate25.C2.annotation	DAKCFMEO_02393
OG0002007	DC3000_protein_12_2025	WP_005767720.1	plate25.C2.annotation	DAKCFMEO_02394
OG0002008	DC3000_protein_12_2025	WP_005767723.1	plate25.C2.annotation	DAKCFMEO_02395
OG0002009	DC3000_protein_12_2025	WP_005767727.1	plate25.C2.annotation	DAKCFMEO_04500
OG0002010	DC3000_protein_12_2025	WP_005767729.1	plate25.C2.annotation	DAKCFMEO_04503
OG0002011	DC3000_protein_12_2025	WP_005767731.1	plate25.C2.annotation	DAKCFMEO_04504
OG0002012	DC3000_protein_12_2025	WP_005767739.1	plate25.C2.annotation	DAKCFMEO_04510
OG0002013	DC3000_protein_12_2025	WP_005767754.1	plate25.C2.annotation	DAKCFMEO_04518
OG0002014	DC3000_protein_12_2025	WP_005767756.1	plate25.C2.annotation	DAKCFMEO_04519
OG0002015	DC3000_protein_12_2025	WP_005767763.1	plate25.C2.annotation	DAKCFMEO_02405
OG0002016	DC3000_protein_12_2025	WP_005767798.1	plate25.C2.annotation	DAKCFMEO_02412
OG0002017	DC3000_protein_12_2025	WP_005767805.1	plate25.C2.annotation	DAKCFMEO_00070
OG0002018	DC3000_protein_12_2025	WP_005767820.1	plate25.C2.annotation	DAKCFMEO_02452
OG0002019	DC3000_protein_12_2025	WP_005767834.1	plate25.C2.annotation	DAKCFMEO_02456
OG0002020	DC3000_protein_12_2025	WP_005767836.1	plate25.C2.annotation	DAKCFMEO_02457
OG0002021	DC3000_protein_12_2025	WP_005767839.1	plate25.C2.annotation	DAKCFMEO_02459
OG0002022	DC3000_protein_12_2025	WP_005767841.1	plate25.C2.annotation	DAKCFMEO_02460
OG0002023	DC3000_protein_12_2025	WP_005767847.1	plate25.C2.annotation	DAKCFMEO_02464
OG0002024	DC3000_protein_12_2025	WP_005767853.1	plate25.C2.annotation	DAKCFMEO_02467
OG0002025	DC3000_protein_12_2025	WP_005767873.1	plate25.C2.annotation	DAKCFMEO_02798
OG0002026	DC3000_protein_12_2025	WP_005767875.1	plate25.C2.annotation	DAKCFMEO_02801
OG0002027	DC3000_protein_12_2025	WP_005767882.1	plate25.C2.annotation	DAKCFMEO_02805
OG0002028	DC3000_protein_12_2025	WP_005767884.1	plate25.C2.annotation	DAKCFMEO_02806
OG0002029	DC3000_protein_12_2025	WP_005767887.1	plate25.C2.annotation	DAKCFMEO_02808
OG0002030	DC3000_protein_12_2025	WP_005767891.1	plate25.C2.annotation	DAKCFMEO_02811
OG0002031	DC3000_protein_12_2025	WP_005767895.1	plate25.C2.annotation	DAKCFMEO_02813
OG0002032	DC3000_protein_12_2025	WP_005768018.1	plate25.C2.annotation	DAKCFMEO_02827
OG0002033	DC3000_protein_12_2025	WP_005768022.1	plate25.C2.annotation	DAKCFMEO_02829
OG0002034	DC3000_protein_12_2025	WP_005768024.1	plate25.C2.annotation	DAKCFMEO_02830
OG0002035	DC3000_protein_12_2025	WP_005768026.1	plate25.C2.annotation	DAKCFMEO_02831
OG0002036	DC3000_protein_12_2025	WP_005768037.1	plate25.C2.annotation	DAKCFMEO_02835
OG0002037	DC3000_protein_12_2025	WP_005768044.1	plate25.C2.annotation	DAKCFMEO_02843
OG0002038	DC3000_protein_12_2025	WP_005768050.1	plate25.C2.annotation	DAKCFMEO_02846
OG0002039	DC3000_protein_12_2025	WP_005768051.1	plate25.C2.annotation	DAKCFMEO_02847
OG0002040	DC3000_protein_12_2025	WP_005768067.1	plate25.C2.annotation	DAKCFMEO_02856
OG0002041	DC3000_protein_12_2025	WP_005768068.1	plate25.C2.annotation	DAKCFMEO_02857
OG0002042	DC3000_protein_12_2025	WP_005768135.1	plate25.C2.annotation	DAKCFMEO_04067
OG0002043	DC3000_protein_12_2025	WP_005768136.1	plate25.C2.annotation	DAKCFMEO_04798
OG0002044	DC3000_protein_12_2025	WP_005768137.1	plate25.C2.annotation	DAKCFMEO_02222
OG0002045	DC3000_protein_12_2025	WP_005768138.1	plate25.C2.annotation	DAKCFMEO_02224
OG0002046	DC3000_protein_12_2025	WP_005768141.1	plate25.C2.annotation	DAKCFMEO_02228
OG0002047	DC3000_protein_12_2025	WP_005768142.1	plate25.C2.annotation	DAKCFMEO_02229
OG0002048	DC3000_protein_12_2025	WP_005768143.1	plate25.C2.annotation	DAKCFMEO_02230
OG0002049	DC3000_protein_12_2025	WP_005768144.1	plate25.C2.annotation	DAKCFMEO_02232
OG0002050	DC3000_protein_12_2025	WP_005768145.1	plate25.C2.annotation	DAKCFMEO_02233
OG0002051	DC3000_protein_12_2025	WP_005768148.1	plate25.C2.annotation	DAKCFMEO_02235
OG0002052	DC3000_protein_12_2025	WP_005768150.1	plate25.C2.annotation	DAKCFMEO_02236
OG0002053	DC3000_protein_12_2025	WP_005768154.1	plate25.C2.annotation	DAKCFMEO_02238
OG0002054	DC3000_protein_12_2025	WP_005768167.1	plate25.C2.annotation	DAKCFMEO_01308
OG0002055	DC3000_protein_12_2025	WP_005768180.1	plate25.C2.annotation	DAKCFMEO_01303
OG0002056	DC3000_protein_12_2025	WP_005768190.1	plate25.C2.annotation	DAKCFMEO_01300
OG0002057	DC3000_protein_12_2025	WP_005768197.1	plate25.C2.annotation	DAKCFMEO_01298
OG0002058	DC3000_protein_12_2025	WP_005768224.1	plate25.C2.annotation	DAKCFMEO_01267
OG0002059	DC3000_protein_12_2025	WP_005768226.1	plate25.C2.annotation	DAKCFMEO_01265
OG0002060	DC3000_protein_12_2025	WP_005768230.1	plate25.C2.annotation	DAKCFMEO_01262
OG0002061	DC3000_protein_12_2025	WP_005768286.1	plate25.C2.annotation	DAKCFMEO_01213
OG0002062	DC3000_protein_12_2025	WP_005768300.1	plate25.C2.annotation	DAKCFMEO_01205
OG0002063	DC3000_protein_12_2025	WP_005768304.1	plate25.C2.annotation	DAKCFMEO_01203
OG0002064	DC3000_protein_12_2025	WP_005768306.1	plate25.C2.annotation	DAKCFMEO_01201
OG0002065	DC3000_protein_12_2025	WP_005768307.1	plate25.C2.annotation	DAKCFMEO_01198
OG0002066	DC3000_protein_12_2025	WP_005768309.1	plate25.C2.annotation	DAKCFMEO_01196
OG0002067	DC3000_protein_12_2025	WP_005768313.1	plate25.C2.annotation	DAKCFMEO_01551
OG0002068	DC3000_protein_12_2025	WP_005768314.1	plate25.C2.annotation	DAKCFMEO_01553
OG0002069	DC3000_protein_12_2025	WP_005768318.1	plate25.C2.annotation	DAKCFMEO_01555
OG0002070	DC3000_protein_12_2025	WP_005768321.1	plate25.C2.annotation	DAKCFMEO_01558
OG0002071	DC3000_protein_12_2025	WP_005768325.1	plate25.C2.annotation	DAKCFMEO_01559
OG0002072	DC3000_protein_12_2025	WP_005768326.1	plate25.C2.annotation	DAKCFMEO_01560
OG0002073	DC3000_protein_12_2025	WP_005768334.1	plate25.C2.annotation	DAKCFMEO_01567
OG0002074	DC3000_protein_12_2025	WP_005768341.1	plate25.C2.annotation	DAKCFMEO_01572
OG0002075	DC3000_protein_12_2025	WP_005768354.1	plate25.C2.annotation	DAKCFMEO_01581
OG0002076	DC3000_protein_12_2025	WP_005768357.1	plate25.C2.annotation	DAKCFMEO_01582
OG0002077	DC3000_protein_12_2025	WP_005768363.1	plate25.C2.annotation	DAKCFMEO_01587
OG0002078	DC3000_protein_12_2025	WP_005768392.1	plate25.C2.annotation	DAKCFMEO_01607
OG0002079	DC3000_protein_12_2025	WP_005768393.1	plate25.C2.annotation	DAKCFMEO_01608
OG0002080	DC3000_protein_12_2025	WP_005768419.1	plate25.C2.annotation	DAKCFMEO_01960
OG0002081	DC3000_protein_12_2025	WP_005768422.1	plate25.C2.annotation	DAKCFMEO_01958
OG0002082	DC3000_protein_12_2025	WP_005768425.1	plate25.C2.annotation	DAKCFMEO_01957
OG0002083	DC3000_protein_12_2025	WP_005768431.1	plate25.C2.annotation	DAKCFMEO_01948
OG0002084	DC3000_protein_12_2025	WP_005768434.1	plate25.C2.annotation	DAKCFMEO_01946
OG0002085	DC3000_protein_12_2025	WP_005768435.1	plate25.C2.annotation	DAKCFMEO_01945
OG0002086	DC3000_protein_12_2025	WP_005768437.1	plate25.C2.annotation	DAKCFMEO_02213
OG0002087	DC3000_protein_12_2025	WP_005768460.1	plate25.C2.annotation	DAKCFMEO_02193
OG0002088	DC3000_protein_12_2025	WP_005768489.1	plate25.C2.annotation	DAKCFMEO_01995
OG0002089	DC3000_protein_12_2025	WP_005768491.1	plate25.C2.annotation	DAKCFMEO_01923
OG0002090	DC3000_protein_12_2025	WP_005768492.1	plate25.C2.annotation	DAKCFMEO_01922
OG0002091	DC3000_protein_12_2025	WP_005768497.1	plate25.C2.annotation	DAKCFMEO_01919
OG0002092	DC3000_protein_12_2025	WP_005768510.1	plate25.C2.annotation	DAKCFMEO_01913
OG0002093	DC3000_protein_12_2025	WP_005768511.1	plate25.C2.annotation	DAKCFMEO_01912
OG0002094	DC3000_protein_12_2025	WP_005768513.1	plate25.C2.annotation	DAKCFMEO_01911
OG0002095	DC3000_protein_12_2025	WP_005768515.1	plate25.C2.annotation	DAKCFMEO_01908
OG0002096	DC3000_protein_12_2025	WP_005768530.1	plate25.C2.annotation	DAKCFMEO_01906
OG0002097	DC3000_protein_12_2025	WP_005768580.1	plate25.C2.annotation	DAKCFMEO_00377
OG0002098	DC3000_protein_12_2025	WP_005768585.1	plate25.C2.annotation	DAKCFMEO_00372
OG0002099	DC3000_protein_12_2025	WP_005768589.1	plate25.C2.annotation	DAKCFMEO_00369
OG0002100	DC3000_protein_12_2025	WP_005768596.1	plate25.C2.annotation	DAKCFMEO_00364
OG0002101	DC3000_protein_12_2025	WP_005768608.1	plate25.C2.annotation	DAKCFMEO_00347
OG0002102	DC3000_protein_12_2025	WP_005768620.1	plate25.C2.annotation	DAKCFMEO_00339
OG0002103	DC3000_protein_12_2025	WP_005768622.1	plate25.C2.annotation	DAKCFMEO_00338
OG0002104	DC3000_protein_12_2025	WP_005768625.1	plate25.C2.annotation	DAKCFMEO_00337
OG0002105	DC3000_protein_12_2025	WP_005768657.1	plate25.C2.annotation	DAKCFMEO_00313
OG0002106	DC3000_protein_12_2025	WP_005768668.1	plate25.C2.annotation	DAKCFMEO_00309
OG0002107	DC3000_protein_12_2025	WP_005768670.1	plate25.C2.annotation	DAKCFMEO_00308
OG0002108	DC3000_protein_12_2025	WP_005768677.1	plate25.C2.annotation	DAKCFMEO_00303
OG0002109	DC3000_protein_12_2025	WP_005768681.1	plate25.C2.annotation	DAKCFMEO_00296
OG0002110	DC3000_protein_12_2025	WP_005768685.1	plate25.C2.annotation	DAKCFMEO_00294
OG0002111	DC3000_protein_12_2025	WP_005768695.1	plate25.C2.annotation	DAKCFMEO_00289
OG0002112	DC3000_protein_12_2025	WP_005768700.1	plate25.C2.annotation	DAKCFMEO_00286
OG0002113	DC3000_protein_12_2025	WP_005768735.1	plate25.C2.annotation	DAKCFMEO_02777
OG0002114	DC3000_protein_12_2025	WP_005768738.1	plate25.C2.annotation	DAKCFMEO_02780
OG0002115	DC3000_protein_12_2025	WP_005768743.1	plate25.C2.annotation	DAKCFMEO_02785
OG0002116	DC3000_protein_12_2025	WP_005768750.1	plate25.C2.annotation	DAKCFMEO_02788
OG0002117	DC3000_protein_12_2025	WP_005768752.1	plate25.C2.annotation	DAKCFMEO_02789
OG0002118	DC3000_protein_12_2025	WP_005768760.1	plate25.C2.annotation	DAKCFMEO_02794
OG0002119	DC3000_protein_12_2025	WP_005768796.1	plate25.C2.annotation	DAKCFMEO_03397
OG0002120	DC3000_protein_12_2025	WP_005768797.1	plate25.C2.annotation	DAKCFMEO_03399
OG0002121	DC3000_protein_12_2025	WP_005768799.1	plate25.C2.annotation	DAKCFMEO_03400
OG0002122	DC3000_protein_12_2025	WP_005768804.1	plate25.C2.annotation	DAKCFMEO_03405
OG0002123	DC3000_protein_12_2025	WP_005768806.1	plate25.C2.annotation	DAKCFMEO_03408
OG0002124	DC3000_protein_12_2025	WP_005768811.1	plate25.C2.annotation	DAKCFMEO_03411
OG0002125	DC3000_protein_12_2025	WP_005768815.1	plate25.C2.annotation	DAKCFMEO_03413
OG0002126	DC3000_protein_12_2025	WP_005768817.1	plate25.C2.annotation	DAKCFMEO_03414
OG0002127	DC3000_protein_12_2025	WP_005768818.1	plate25.C2.annotation	DAKCFMEO_03415
OG0002128	DC3000_protein_12_2025	WP_005768820.1	plate25.C2.annotation	DAKCFMEO_03416
OG0002129	DC3000_protein_12_2025	WP_005768822.1	plate25.C2.annotation	DAKCFMEO_03418
OG0002130	DC3000_protein_12_2025	WP_005768824.1	plate25.C2.annotation	DAKCFMEO_03419
OG0002131	DC3000_protein_12_2025	WP_005768828.1	plate25.C2.annotation	DAKCFMEO_03421
OG0002132	DC3000_protein_12_2025	WP_005768830.1	plate25.C2.annotation	DAKCFMEO_03422
OG0002133	DC3000_protein_12_2025	WP_005768832.1	plate25.C2.annotation	DAKCFMEO_03423
OG0002134	DC3000_protein_12_2025	WP_005768836.1	plate25.C2.annotation	DAKCFMEO_03425
OG0002135	DC3000_protein_12_2025	WP_005768839.1	plate25.C2.annotation	DAKCFMEO_03427
OG0002136	DC3000_protein_12_2025	WP_005768840.1	plate25.C2.annotation	DAKCFMEO_03428
OG0002137	DC3000_protein_12_2025	WP_005768843.1	plate25.C2.annotation	DAKCFMEO_03429
OG0002138	DC3000_protein_12_2025	WP_005768852.1	plate25.C2.annotation	DAKCFMEO_03433
OG0002139	DC3000_protein_12_2025	WP_005768855.1	plate25.C2.annotation	DAKCFMEO_03434
OG0002140	DC3000_protein_12_2025	WP_005768866.1	plate25.C2.annotation	DAKCFMEO_03440
OG0002141	DC3000_protein_12_2025	WP_005768868.1	plate25.C2.annotation	DAKCFMEO_03441
OG0002142	DC3000_protein_12_2025	WP_005768871.1	plate25.C2.annotation	DAKCFMEO_03444
OG0002143	DC3000_protein_12_2025	WP_005768873.1	plate25.C2.annotation	DAKCFMEO_03446
OG0002144	DC3000_protein_12_2025	WP_005768914.1	plate25.C2.annotation	DAKCFMEO_03488
OG0002145	DC3000_protein_12_2025	WP_005768916.1	plate25.C2.annotation	DAKCFMEO_03489
OG0002146	DC3000_protein_12_2025	WP_005768918.1	plate25.C2.annotation	DAKCFMEO_03494
OG0002147	DC3000_protein_12_2025	WP_005768921.1	plate25.C2.annotation	DAKCFMEO_03499
OG0002148	DC3000_protein_12_2025	WP_005768927.1	plate25.C2.annotation	DAKCFMEO_03504
OG0002149	DC3000_protein_12_2025	WP_005768935.1	plate25.C2.annotation	DAKCFMEO_03519
OG0002150	DC3000_protein_12_2025	WP_005768939.1	plate25.C2.annotation	DAKCFMEO_03522
OG0002151	DC3000_protein_12_2025	WP_005768946.1	plate25.C2.annotation	DAKCFMEO_03535
OG0002152	DC3000_protein_12_2025	WP_005768949.1	plate25.C2.annotation	DAKCFMEO_03536
OG0002153	DC3000_protein_12_2025	WP_005768957.1	plate25.C2.annotation	DAKCFMEO_03540
OG0002154	DC3000_protein_12_2025	WP_005768959.1	plate25.C2.annotation	DAKCFMEO_03541
OG0002155	DC3000_protein_12_2025	WP_005768960.1	plate25.C2.annotation	DAKCFMEO_03542
OG0002156	DC3000_protein_12_2025	WP_005768962.1	plate25.C2.annotation	DAKCFMEO_03543
OG0002157	DC3000_protein_12_2025	WP_005768991.1	plate25.C2.annotation	DAKCFMEO_03550
OG0002158	DC3000_protein_12_2025	WP_005768994.1	plate25.C2.annotation	DAKCFMEO_03552
OG0002159	DC3000_protein_12_2025	WP_005768999.1	plate25.C2.annotation	DAKCFMEO_03556
OG0002160	DC3000_protein_12_2025	WP_005769001.1	plate25.C2.annotation	DAKCFMEO_03557
OG0002161	DC3000_protein_12_2025	WP_005769004.1	plate25.C2.annotation	DAKCFMEO_03558
OG0002162	DC3000_protein_12_2025	WP_005769006.1	plate25.C2.annotation	DAKCFMEO_03559
OG0002163	DC3000_protein_12_2025	WP_005769010.1	plate25.C2.annotation	DAKCFMEO_03562
OG0002164	DC3000_protein_12_2025	WP_005769026.1	plate25.C2.annotation	DAKCFMEO_03574
OG0002166	DC3000_protein_12_2025	WP_005769073.1	plate25.C2.annotation	DAKCFMEO_04278
OG0002167	DC3000_protein_12_2025	WP_005769084.1	plate25.C2.annotation	DAKCFMEO_04283
OG0002168	DC3000_protein_12_2025	WP_005769102.1	plate25.C2.annotation	DAKCFMEO_04293
OG0002169	DC3000_protein_12_2025	WP_005769107.1	plate25.C2.annotation	DAKCFMEO_04296
OG0002170	DC3000_protein_12_2025	WP_005769126.1	plate25.C2.annotation	DAKCFMEO_04304
OG0002171	DC3000_protein_12_2025	WP_005769128.1	plate25.C2.annotation	DAKCFMEO_04305
OG0002172	DC3000_protein_12_2025	WP_005769130.1	plate25.C2.annotation	DAKCFMEO_04306
OG0002173	DC3000_protein_12_2025	WP_005769135.1	plate25.C2.annotation	DAKCFMEO_04309
OG0002174	DC3000_protein_12_2025	WP_005769138.1	plate25.C2.annotation	DAKCFMEO_04310
OG0002175	DC3000_protein_12_2025	WP_005769148.1	plate25.C2.annotation	DAKCFMEO_04315
OG0002176	DC3000_protein_12_2025	WP_005769151.1	plate25.C2.annotation	DAKCFMEO_04316
OG0002177	DC3000_protein_12_2025	WP_005769188.1	plate25.C2.annotation	DAKCFMEO_04334
OG0002178	DC3000_protein_12_2025	WP_005769192.1	plate25.C2.annotation	DAKCFMEO_04337
OG0002179	DC3000_protein_12_2025	WP_005769193.1	plate25.C2.annotation	DAKCFMEO_04338
OG0002180	DC3000_protein_12_2025	WP_005769235.1	plate25.C2.annotation	DAKCFMEO_00597
OG0002181	DC3000_protein_12_2025	WP_005769238.1	plate25.C2.annotation	DAKCFMEO_00596
OG0002182	DC3000_protein_12_2025	WP_005769243.1	plate25.C2.annotation	DAKCFMEO_00594
OG0002183	DC3000_protein_12_2025	WP_005769256.1	plate25.C2.annotation	DAKCFMEO_00540
OG0002184	DC3000_protein_12_2025	WP_005769257.1	plate25.C2.annotation	DAKCFMEO_00538
OG0002185	DC3000_protein_12_2025	WP_005769258.1	plate25.C2.annotation	DAKCFMEO_00536
OG0002186	DC3000_protein_12_2025	WP_005769259.1	plate25.C2.annotation	DAKCFMEO_00535
OG0002187	DC3000_protein_12_2025	WP_005769261.1	plate25.C2.annotation	DAKCFMEO_00533
OG0002188	DC3000_protein_12_2025	WP_005769262.1	plate25.C2.annotation	DAKCFMEO_00531
OG0002189	DC3000_protein_12_2025	WP_005769263.1	plate25.C2.annotation	DAKCFMEO_00530
OG0002190	DC3000_protein_12_2025	WP_005769271.1	plate25.C2.annotation	DAKCFMEO_03984
OG0002191	DC3000_protein_12_2025	WP_005769277.1	plate25.C2.annotation	DAKCFMEO_00521
OG0002192	DC3000_protein_12_2025	WP_005769279.1	plate25.C2.annotation	DAKCFMEO_00520
OG0002193	DC3000_protein_12_2025	WP_005769281.1	plate25.C2.annotation	DAKCFMEO_03119
