Gene annotation was obtained at pseudomonas.com		###Release: pgd_r_17_1	Mean log2 count per million 																															
ID	name	annotation	b2b3_AvrRpt2	b2b3_Pto	chitin_Pto	Col-0_AvrRps4	Col-0_AvrRpt2	Col-0_D36E	Col-0_Pto	de_AvrRpt2	de_Pto	deps_AvrRpt2	deps_Pto	flg_Pto	KB_AvrRps4	KB_AvrRpt2	KB_D36E	KB_Pto	MM_Pto	Mock_Pto	npr1_AvrRpt2	npr1_Pto	pad4_AvrRpt2	pad4_Pto	ps_AvrRpt2	ps_Pto	rr_AvrRpt2	SA_Pto	sid2_AvrRpt2	sid2_Pto	spm_AvrRpt2	spm_Pto	stp_AvrRpt2	stp_Pto
PSPTO_2779		endoribonuclease L-PSP family protein	3.995235812	4.567927302	4.557407578	2.351366217	4.2238009	3.935807952	3.936685836	3.924415556	3.767713883	4.354962434	3.855240958	5.303613673	4.254316346	4.46535997	4.532181221	4.918019837	6.916782675	3.810371498	4.282916085	4.258900992	4.004252495	4.223736761	3.964860619	4.321961717	3.721314626	4.09402816	4.16948295	4.120958196	4.238928842	4.005783447	4.559946053	4.443699931
PSPTO_2780		IclR family transcriptional regulator	3.762652765	3.831259397	5.095777846	5.18054753	4.489057605	5.449736616	4.652863438	4.493686454	4.952293226	5.082020847	4.518534314	4.498610295	4.316676313	3.778945319	4.305384379	4.568589265	6.369118915	4.995565456	4.374790299	4.482851151	4.996586721	4.95124423	4.611629555	4.739069543	3.470502738	4.09384056	4.333854804	5.246792476	4.508935674	4.434709199	4.183423814	4.80215573
PSPTO_2782	kdgK	2-dehydro-3-deoxygluconokinase	4.363953421	4.200961255	4.320734906	4.088027164	4.457985374	5.418311863	4.199336824	4.141639624	4.038150406	4.157371503	4.25820677	5.174491875	4.065856972	4.280253143	5.011870865	4.749089363	6.820278846	4.537600286	4.381766385	3.627389475	4.332586128	4.500505451	4.382966802	4.399940239	4.976624427	4.098552422	4.332666418	4.358414525	4.579946005	4.302499429	3.465475405	4.337174294
PSPTO_2783		UvrD/REP helicase family protein	7.328418029	6.932217651	6.845356514	7.053648434	7.216108541	6.055187186	7.025690559	7.016870924	7.115267094	7.079806397	7.051957414	5.855956237	6.199186581	6.595257265	6.878270343	6.547575594	6.91643174	6.991239208	7.011285866	7.042492377	7.176335731	6.886533335	6.979419977	7.040861039	7.099260421	6.836325603	7.070473185	6.923366767	7.124398354	6.98711691	7.04453934	6.970560912
PSPTO_2785		putrescine ABC transporter periplasmic putrescine-binding protein	5.496523321	5.228202241	5.609729771	5.391102121	5.177251677	6.699759123	5.383067126	5.659275383	4.711708398	5.246313052	5.189841206	6.811556931	5.40991239	5.452795775	5.810727774	5.805693161	6.101402115	5.003610925	5.487916835	5.27398279	5.132353024	4.854210086	5.221756146	4.723948273	5.658239239	5.492447374	5.392314228	5.108886783	5.126563945	4.970714923	5.5414112	5.611064412
PSPTO_2790		hypothetical protein	6.266407153	6.216170883	5.297054053	6.125021	6.447294786	5.696318287	6.077399554	6.077876979	6.028649814	6.414567964	5.754721778	4.669134648	5.215067221	5.60680896	5.352270497	5.916941596	5.466511256	6.300620802	6.377881539	6.382428932	6.165776557	6.010046778	5.928009789	6.232388136	6.688606329	6.068917313	6.228609592	6.188665788	6.57422988	6.105379081	6.40112702	6.103491652
PSPTO_2791		"oxidoreductase, aldo/keto reductase family"	4.614483515	4.948461111	4.594496305	4.73904909	4.67278141	5.669480967	4.940467052	4.782613712	5.153455744	4.802346665	4.542179599	4.907484931	4.951701339	4.523082246	5.323566452	4.945519494	5.542861805	4.735350998	4.170870736	4.749394355	4.836849709	4.714355394	4.814795015	4.744261021	5.096223039	5.340610396	4.895743819	5.166053978	4.855219881	4.620030607	5.193121287	4.94603223
PSPTO_2792	lexA-1	LexA repressor	3.712800192	4.356114805	4.086121081	4.666113562	4.625695836	6.122778198	4.199980494	4.556299199	3.949113429	4.443012988	4.215118134	4.783901211	6.166118657	5.194399734	5.246506666	5.307860752	5.365707734	4.200693869	4.721254856	3.99421834	4.203157652	4.426165985	3.654930953	4.215772228	4.792883069	4.707278661	4.060676486	4.166675336	4.101326223	4.05386429	4.789969494	4.606715383
PSPTO_2795		error-prone DNA polymerase	5.785649822	5.416162515	5.427824735	5.248746536	5.87033419	6.008666863	5.718260226	5.841412835	5.447293147	5.69017777	5.408816973	5.829785507	6.356019357	6.17143642	6.427761181	6.021979638	6.367700441	5.707657661	5.697067612	5.620563394	5.692308317	5.718148409	5.669582618	5.842224065	5.890144757	5.206577092	5.696435376	5.579490773	6.02691916	5.540299329	5.530576838	5.95556017
PSPTO_2803		LysR family transcriptional regulator	4.661030057	4.234846215	3.71197041	4.92469789	4.589970511	5.342919021	4.653736769	4.564426068	4.577093513	4.867116017	4.317061309	4.855508638	5.461547444	4.951795912	5.394345288	4.795642832	6.06025302	4.877620839	4.444190542	4.289228659	3.670531064	4.965010592	4.559423197	4.502831038	5.124005894	4.912282329	4.41432078	4.475339121	3.834236187	4.358415164	3.712249318	3.829431061
PSPTO_2804		LysR family transcriptional regulator	5.988132898	5.6396631	6.415405563	5.234995545	5.774102875	6.972211444	5.755604101	5.993848592	6.199392029	6.056714924	5.979704499	6.287547104	5.87720675	5.611616754	6.214557405	5.760249647	6.412541836	5.969586092	6.069422203	6.076307622	5.867820565	6.051815913	5.667814955	5.82553061	6.068783315	5.800434442	5.706248578	5.207566497	5.80024999	6.135109301	5.847795021	5.772285594
PSPTO_2805		"oxidoreductase, FAD-binding"	5.913456435	5.281754818	6.716717116	6.172092676	5.529089874	7.918522746	5.426854493	5.819583695	5.443477773	5.248840627	5.502932337	7.745296111	7.28454366	6.667198892	7.337796972	7.099037264	7.609705261	5.386709673	5.712291333	5.32169704	5.682024564	5.543051156	5.126945584	5.543346908	6.195302193	5.901867168	5.626550071	5.465775094	5.473357641	5.561032715	5.398899723	5.453058744
PSPTO_2806		dienelactone hydrolase family protein	6.434390934	6.193868859	6.041538133	5.799024123	6.207564573	7.329896328	5.923509702	6.570719207	6.039043777	5.866752693	5.941605817	7.198466596	6.414825942	6.092493157	6.850065823	6.158823264	6.937594367	5.455868678	5.843508843	5.809053921	5.968616151	5.664291347	6.246177985	6.160346989	5.885628982	6.021895828	6.157135774	6.084017686	5.836759954	5.982262328	6.63358882	6.254417446
PSPTO_2807		diguanylate cyclase	4.212089321	3.506737084	3.691077675	3.29361591	4.268118562	4.480638194	3.503794412	2.76669201	4.135873846	3.644001227	3.61673496	4.41301955	3.039226327	4.053456724	3.474988806	3.690314108	4.054871166	3.001278943	3.236082006	3.850349051	4.24779264	3.767592069	4.267256175	3.882556268	4.121274194	3.111450937	3.558327207	4.025843952	3.597223459	3.698599406	4.76372799	2.991886476
PSPTO_2809		hypothetical protein	3.451557459	3.606363736	4.63204345	3.392480852	3.608354385	5.070225854	4.274319022	4.136176714	3.440056104	4.274211866	3.345325988	4.306028873	4.473003702	4.033241337	4.812369671	5.180666747	3.969593966	4.286388887	3.566576275	3.36075538	3.745088524	4.107536357	3.885186012	3.807710673	4.86012249	3.358162407	4.395571385	3.704807457	4.534266696	3.712387891	4.138281038	4.122991486
PSPTO_2818		fatty acid desaturase	5.873915851	5.479648848	5.116059637	3.863637895	5.435104133	5.68828702	5.596711321	5.443149699	5.488974612	5.561602089	5.661432118	5.477894735	6.536589114	6.380585479	6.718380738	6.242801429	6.162485337	5.41634744	5.528861432	5.635217201	5.371362792	5.457129531	5.233282981	5.564346184	5.273244738	5.707072415	5.443830808	5.334483984	5.320765863	5.496350719	5.452455516	5.426607505
PSPTO_2819		hypothetical protein	6.346843979	6.849296325	6.182446007	6.142488263	6.431806763	6.36626694	6.460454629	6.675216732	6.427765088	6.784393407	6.546949871	5.464930352	6.725528453	6.442919192	6.855514976	6.384223373	6.599890001	6.331814331	6.592590861	6.603048486	6.538383072	6.375709879	6.397785205	6.529133655	6.753353649	6.111978014	6.305955102	6.264340549	6.714865511	6.406998666	6.437017681	6.893569158
PSPTO_2820		hypothetical protein	5.973881689	6.026768072	5.444333946	5.415086681	5.656995493	5.872582377	5.87992971	5.840666804	5.848099654	5.880873289	5.482330588	5.048003629	6.820703216	6.515347618	7.031575974	6.70686752	6.395876745	5.999972423	5.430797972	5.766541029	5.744138055	6.030217277	5.849716328	5.761155461	5.97304107	5.460858968	5.840376494	6.073292646	5.91546566	5.802159865	6.152416116	6.064595513
PSPTO_2823		hypothetical protein	6.356913372	6.229199392	5.927880238	5.458694621	6.097826153	5.534923314	6.056049928	6.185041934	6.281461736	6.30062936	6.226081227	4.46850667	7.028751101	6.815485074	7.024294556	6.452890244	6.496769776	6.376134396	6.272995808	6.297408982	6.376393369	6.16782657	6.286067264	6.1705821	6.305890532	5.862558148	6.116309002	6.199672132	6.148404144	6.067834636	5.887662163	6.045126459
PSPTO_2824		auxin-responsive GH3-related protein	5.693063056	5.491969602	5.208206554	5.695486719	5.337494303	5.403100559	5.479708646	5.545166702	5.448824927	5.726657938	5.219039035	4.300098488	5.680254366	5.449982934	5.766644981	4.808632018	4.896970473	5.572749672	5.174301865	5.335093729	5.726313092	5.745537441	5.583606847	5.673944634	4.906371179	5.073631682	5.341632392	5.931433846	5.682517593	5.366588464	5.161238541	5.557646095
PSPTO_2825		"iron-sulfur cluster-binding protein, Rieske family"	5.223073982	5.647567817	4.916989322	5.801029428	5.062040735	5.113366451	5.150679343	5.386037609	4.943162405	5.542291389	5.020194244	4.351434266	5.390398603	5.262379388	5.352297371	5.141327366	5.264406623	4.932073628	5.402109873	5.342737406	4.876061564	5.327219876	4.844456426	5.23099891	5.211703691	5.461394748	5.074559119	5.288000302	5.780663333	5.35016625	4.325622831	5.444598639
PSPTO_2828	syrR	transcriptional regulator SyrR	4.535549528	4.323801022	4.980897036	4.476898457	4.334283339	5.858817424	4.515558369	4.548810516	4.602248137	4.548410123	4.821310727	6.256253324	4.9396685	4.234013852	5.423039536	4.982561326	6.919579281	4.049642814	4.321215535	5.049193622	4.542543024	4.848019578	5.004078877	4.684104076	4.649876124	4.744960201	4.734520277	4.810162527	4.047892944	4.550165145	4.731832738	4.567590285
PSPTO_2830	syfB	non-ribosomal peptide synthetase SyfB	5.76100739	5.806312132	5.619372437	5.800490471	5.60285398	6.160372697	5.714264403	5.518513954	5.710337019	5.79583965	5.315640745	5.061003738	6.29273337	5.917216393	6.749674379	5.831522219	6.935049658	5.572462288	5.584944908	5.503010247	5.694306787	5.572969125	4.991143566	5.8783409	5.979577847	5.412961899	5.564854351	5.868853443	5.557557284	5.364018517	5.648852539	5.97254774
PSPTO_2833		LuxR family transcriptional regulator	7.154743029	6.661558793	6.263725577	6.665342338	7.269909493	6.10514791	6.553944293	6.725983404	6.340957953	6.779846276	6.408092973	6.210296184	8.006184328	7.204548792	7.311997366	6.8650477	7.34829216	6.452580633	7.034035783	6.616456881	6.775501078	6.567578171	6.685578551	6.639032776	6.477777113	6.354123403	6.666105999	6.477910951	6.601478191	6.665293239	7.649073069	6.928194947
PSPTO_2835		hypothetical protein	5.422488652	5.570397835	5.253446271	5.645889696	5.351896815	5.650357037	5.419394593	5.32379653	5.435219196	5.383130258	5.263969829	5.123050224	6.511828282	6.015288079	6.414243923	6.200527608	6.564741643	5.165135001	5.480615659	5.108508891	5.89330875	5.250652505	5.736673973	5.312206911	5.522952092	4.528850142	5.253079708	5.445457493	5.156290772	4.811752385	5.398921427	5.285600429
PSPTO_2843		hypothetical protein	5.363224861	5.257813375	5.189277419	5.264721528	4.936965701	5.211673011	5.249383626	5.200915272	5.087545506	5.440550319	4.886468133	4.616558383	6.936091168	6.359775594	6.777199803	6.113349457	6.108919128	4.957835485	5.077086499	4.749193983	5.114577396	4.86211315	4.66142033	5.183364988	4.990702613	4.777489909	5.024638058	4.701256671	5.268309386	5.247123027	5.476447759	5.560264268
PSPTO_2845		hypothetical protein	5.730495782	6.321644427	6.445073304	6.600082963	5.858720492	4.97135266	6.594766482	5.667879829	6.699789138	6.235787444	6.497007204	5.73256712	4.397813391	5.015815953	4.912304716	5.039594562	3.724108561	7.136046064	6.301779294	6.50833934	6.270906379	6.56678091	6.479433184	6.655525694	6.563470201	6.877476563	6.676388572	6.998896817	6.095826637	6.387540881	6.013237541	6.607785608
PSPTO_2846		TonB-dependent siderophore receptor	5.828638808	6.329090702	6.711778402	6.629079222	5.997837544	5.776038064	6.708111561	6.063639541	6.757198788	6.334011587	6.750325434	5.998770916	3.778754516	4.557016546	4.051292362	4.05113274	3.957664649	7.357855096	6.436581252	7.047388932	6.502874514	6.893183226	6.543552574	6.805617269	6.179296809	6.864668733	6.841430635	7.044150218	6.077380688	6.523599004	5.37730664	6.31175826
PSPTO_2851		SCO1/SenC family protein	4.725786574	5.666251591	5.990516539	7.97603947	5.861002986	0.661508108	6.447804504	6.153647148	6.381216961	6.169040101	6.261409134	4.869918513	2.471462618	3.114870076	1.652700158	3.34553861	2.710668079	6.866854501	6.315623359	6.499364132	5.794778441	6.411711486	6.006916908	6.133617366	5.793363952	6.446891028	6.330964923	6.186958159	5.93182585	6.606387104	5.131344794	6.58663064
PSPTO_2853		TonB-dependent receptor	5.128152629	6.22846291	7.302389827	7.721397304	6.271375715	4.779537249	7.080545741	6.454482991	6.786866092	6.657781881	6.893288212	5.844126968	4.485236703	4.708905285	4.684327056	4.751703019	4.598617186	7.73691288	6.629166737	7.191718531	6.686374572	7.276725703	6.595680309	7.10875595	6.608695973	7.232449829	6.932760891	7.11932983	6.348736085	7.115458517	5.612481551	6.739150532
PSPTO_2856		"site-specific recombinase, phage integrase family"	7.463784442	7.742125716	8.107480931	8.33851366	8.15816497	8.819038456	7.993043101	7.966152201	7.771847246	7.76603926	7.820062347	7.980513445	10.20360844	10.2349661	10.25436546	10.32345264	10.35781321	8.029335938	7.718165619	7.621698975	8.117651287	7.933545227	8.210021468	7.848860333	7.776360234	7.383887312	7.935955709	7.744284506	7.92108829	7.56531915	8.771189865	8.431337858
PSPTO_2859		hypothetical protein	4.93437456	4.908486207	5.474576843	5.00852086	4.989096803	6.824866902	4.97408058	4.494951578	4.484399995	4.932010588	4.915989367	5.439481514	7.084289577	7.258346319	7.814180952	7.14000418	7.113236334	5.089988871	4.972563784	5.018784315	5.201014369	5.170235972	4.73590699	4.969190423	5.04123358	4.936993274	5.250334006	5.107727147	4.523430548	4.753940404	4.352754873	5.209203757
PSPTO_2868		hypothetical protein	4.026844672	4.77054814	5.302765956	5.764551321	4.322700978	6.902825756	4.272386669	4.082251778	4.748251322	4.771421178	4.850899544	5.830259693	3.24476152	2.529768836	3.694124515	3.556104595	5.805907855	5.14419658	4.610574718	4.336933926	4.243566609	4.55379177	4.454256207	4.265074571	4.558179128	5.085336915	4.754497705	4.108092878	4.389497101	4.383572938	4.328996543	4.568104389
PSPTO_2870		hypothetical protein	6.954527664	6.848611449	6.868588655	6.912012078	6.809907842	7.696122642	6.961548581	6.475486806	6.760948168	6.478500332	6.812718533	6.880872196	9.005309265	9.356076419	9.70678679	9.262968184	8.359686002	6.837623879	6.704130221	6.861454025	6.605728738	6.977646794	7.051162909	6.612952136	6.86194879	6.857751746	6.947217307	7.334895423	6.61642257	6.963584089	7.001672566	7.001200058
PSPTO_2871		hypothetical protein	5.502737297	5.543896451	6.208098406	3.677488026	5.627111355	5.455653662	5.582982778	5.589958914	5.817605545	5.361755885	5.20259068	6.805012401	7.423885463	8.42336994	9.346973882	8.296486442	6.68982708	5.445163766	5.12186861	5.87944266	5.456371219	5.824992282	5.652841692	5.573139724	5.217707252	6.004195857	5.360285491	5.662879312	5.636806573	5.329777157	5.738579711	5.6295017
PSPTO_2878		lipoprotein	4.10214223	4.214730388	4.766741794	3.461416472	4.333959627	5.941377422	4.474108357	4.602443746	4.631275818	4.129859231	4.133913138	5.677808379	5.240584083	6.140153284	6.79942436	6.288061481	5.064507766	4.621228187	4.397568623	4.40973549	4.151944468	4.594956935	4.21400469	4.52124594	4.699533617	4.798339133	4.647669128	4.460128403	4.320232853	4.336675922	4.762284078	4.777839133
PSPTO_2893		PAP2 superfamily protein	4.940895273	5.642191681	5.583749425	6.111802183	5.156966953	6.208761123	5.747352419	4.976158783	5.545791395	5.408944518	5.307583538	6.520824678	8.271742675	8.142601511	8.032219034	7.96184049	9.174626166	5.495676297	5.029616786	5.439831984	5.315008033	5.433663989	5.02850915	5.165430693	5.502760524	5.78080652	5.17958922	5.742023974	5.118245811	5.896198107	5.071037725	5.476801469
PSPTO_2894		lectin repeat domain protein	3.759133182	3.524255529	4.072159292	4.412246535	3.830466503	3.840630345	3.617441546	3.297704317	3.717834497	3.437115034	3.545956337	4.553200622	5.321953223	5.617856706	5.647323836	5.318618726	5.724608545	2.991303438	3.241896852	3.156349647	3.465472758	3.682448232	3.415262524	3.615098017	3.666324701	3.937886794	3.553530368	3.601351176	4.121889867	3.284156622	4.352928869	3.632160442
PSPTO_2895		hypothetical protein	7.593848628	6.138694506	7.86785909	7.669750315	7.609851273	9.555394196	6.254002325	6.947991568	6.354616386	6.358283432	6.235875524	8.80593065	6.483297912	6.037842324	5.51373465	6.261694641	7.043215987	6.418208754	6.273374485	5.867134675	6.986741608	6.666844526	6.333312273	6.460282138	6.689778858	7.399288341	7.226931623	6.42939476	6.326074603	6.523545488	8.436385811	6.489384088
PSPTO_2896		sensory box histidine kinase/response regulator	6.148755824	6.335119802	5.724759943	6.216230419	6.323365923	7.481960099	6.083625998	6.025973393	6.004208828	5.863882054	5.907812825	6.638851243	6.875480858	6.134014281	6.547336234	6.576678212	6.923862987	5.670614541	6.083270501	5.949849152	5.887855889	6.092556955	5.95535627	6.130197544	6.001592863	6.027880889	6.039315534	5.91017584	6.069814711	6.12240917	6.736598488	6.324702669
PSPTO_2900	galE	UDP-glucose 4-epimerase	4.080039112	2.77940963	4.374799265	3.406998698	3.915803363	3.968718711	3.530065382	4.26085156	3.739616889	3.963658844	4.0676995	3.992579099	4.718636562	4.519941183	5.405488692	4.468281756	5.133795061	3.532869572	3.961121078	3.751426159	3.997606128	4.263849714	3.66593288	4.24800467	3.935328813	4.207352755	3.818547399	3.510880893	3.900317819	3.87734667	3.70385666	4.201034693
PSPTO_2901		DNA-binding protein	6.319546254	6.018141915	5.926378294	6.030061049	6.124681743	5.041198638	6.155525459	6.232446057	6.357070017	6.097544569	6.352025602	5.174099398	4.931783149	4.874854387	5.112512904	5.451411202	5.584554621	5.986228648	6.330603878	6.515368787	6.314924567	6.113161861	6.081970395	6.263387199	6.267584116	6.12038711	6.137140115	5.886955677	6.239478922	6.445381419	6.243181793	5.759061957
PSPTO_2904	vanA	"vanillate O-demethylase, oxygenase subunit"	6.278865781	6.257128809	7.69411544	7.332056102	6.688231557	9.42567667	6.379995276	6.838523441	6.129761915	6.554505211	6.034186923	8.636917295	6.153831785	5.939378265	5.78397044	6.072707181	7.408992846	6.50823903	6.801519974	6.220878727	6.849271456	6.433512467	6.604467059	6.383784052	6.829937137	6.987544376	6.917960388	6.141719035	6.604718408	6.191948129	6.699931694	6.539142643
PSPTO_2905	vanB	vanillate O-demethylase oxidoreductase	3.792547433	3.532784417	4.20487771	4.501318208	3.643600895	6.504573933	3.803219879	3.351634871	4.368065166	3.53023677	3.841647174	6.100156152	4.015042978	3.348321479	4.071258085	3.544352804	5.072528941	3.981227226	3.62150836	3.679135625	3.692000533	3.166794749	3.546778215	3.613401936	3.651893476	4.210742947	4.386157468	2.106671022	3.700521169	3.675269834	3.874841932	3.453481696
PSPTO_2908		hypothetical protein	5.372250001	4.884269095	6.310656814	5.787792339	5.369936499	8.819117073	4.584927304	5.009767693	4.916110216	4.419846347	5.148762828	7.988055504	5.510522604	5.127150014	5.929368625	4.37764826	6.791152295	5.043584333	5.13745475	4.999992573	4.912207185	4.537597307	4.816419967	5.035122881	4.571274245	5.627970531	4.689766064	4.671541093	4.991845764	4.908420046	5.060779135	4.828277706
PSPTO_2923		nitrogen assimilation transcriptional regulator	3.569430848	3.116390318	3.410838465	4.631271614	3.049821078	5.024556247	2.607223292	2.913447885	3.78071123	3.743987564	3.601343478	5.064154949	3.887639819	3.680042886	3.24438382	3.065754093	4.384520553	3.423699078	3.129731111	3.11424399	3.427252525	3.810098591	3.223640676	4.06696511	4.150734343	2.523249688	3.764812968	3.554705937	3.122740251	3.825192433	3.60029652	3.987204767
PSPTO_2928		DnaJ domain-containing protein	6.800109325	6.570853213	6.040716297	6.317102168	6.668466326	4.239983399	6.41059654	6.775763211	6.820471862	6.87486841	6.76562564	4.992271136	6.637563352	7.028567969	6.826196773	7.081024157	6.5553718	6.322110838	6.970207579	6.82282195	6.74648255	6.672443712	6.522776857	6.638095399	6.712894734	6.510570889	6.479385519	6.41320953	6.727561506	6.650654427	6.627881658	7.139835486
PSPTO_2929		hypothetical protein	5.610821894	5.878047243	5.796314928	5.405167248	5.971889764	5.441538709	5.785406429	6.020839146	6.418547036	6.059281903	6.030198479	5.92404006	6.454957514	6.380196163	6.470958032	6.228803416	6.219469674	5.808205245	6.061058984	6.067080335	6.018424268	5.989390833	6.249957308	6.212411774	6.133434052	5.729995941	6.254296537	5.753282833	5.588048508	5.908302705	6.008639313	6.15249666
PSPTO_2931		hypothetical protein	5.295026421	5.205889474	5.456967532	5.161299721	5.511960017	5.482044724	5.055873771	5.462706691	5.721986629	5.179098567	5.465292761	5.623515442	5.52318082	5.216753298	5.784030402	5.943343713	6.481020107	5.352967298	5.261589513	5.107891237	5.764442133	5.300023654	5.512235616	5.197369929	4.73489611	4.700802767	5.74304861	5.604360063	5.571481891	5.404720178	5.135594061	5.05824187
PSPTO_2933		TetR family transcriptional regulator	5.293588686	5.255039684	5.709335473	6.259333285	5.56872193	7.248511857	5.285823585	5.652376445	5.286723436	5.642179611	5.103733529	6.021973992	6.83167092	6.82621657	6.926842631	6.888015853	7.85260335	5.458161585	5.020247027	4.87811875	5.757951207	5.724700206	5.46474316	5.699659824	5.12633247	5.536078045	5.701766406	5.436311034	5.182568527	5.619770359	5.623000364	5.722518603
PSPTO_2939		hypothetical protein	5.950672351	6.052806912	5.751874337	5.978241169	5.696419088	6.583604296	5.977709072	5.811906155	6.028577547	5.876120724	6.046671931	5.907574468	7.24021155	6.922275127	7.045017898	7.076579423	7.857325812	5.567896169	5.950706406	6.013060989	5.715529961	6.075671577	5.842849594	6.289742317	5.258432875	5.82667391	5.55428956	5.933349105	5.872848372	5.94586616	5.23728744	5.913041707
PSPTO_2945		MarR family transcriptional regulator	6.720398073	5.942208705	5.911652432	5.413500444	6.314835514	7.296279492	5.545820675	5.960002035	5.623044294	5.912430631	5.796536609	6.329814852	6.067638081	6.255879107	6.529079656	6.972573912	6.366296743	5.482525449	5.647641431	5.487400975	5.928622467	5.719762065	5.513094861	5.784274691	6.071530041	6.026385134	5.649733355	5.7045703	5.901081174	5.73905417	6.867079185	5.816576894
PSPTO_2951		sigma-54 dependent transcriptional regulator	3.979785155	4.478782556	4.977506816	4.390422909	3.977691212	5.711423287	4.393037453	4.178302305	3.772581937	3.740141929	4.250315222	6.220774884	5.828965347	5.282429035	5.96283935	5.504050522	6.630363302	4.237678233	3.911957755	4.233365767	4.26459324	4.168070934	3.732858869	3.953037907	4.630424789	4.602039468	3.77790021	4.401918257	4.143060729	3.82180924	3.919392819	4.483419771
PSPTO_2952		glycosidase	7.391181764	6.753198537	7.232792079	6.536213106	7.473571273	9.040312678	6.54287305	7.196809994	6.881000475	6.920074246	6.844073089	8.113727922	4.920402952	4.886062248	5.82047245	5.517549468	6.562329734	6.448585814	6.844796354	6.3742815	7.159245197	6.882559309	6.840985449	6.640416552	6.314985761	7.073277483	7.277489235	6.858688843	6.813107784	6.468686114	7.835580642	6.688753926
PSPTO_2955		transcriptional activator FtrA	6.815452764	6.952063241	7.184732877	6.60960906	6.83527865	7.83370619	6.686321069	6.98171988	7.150596708	6.955069614	6.941297186	7.879308805	7.423416645	7.288664166	7.549546981	7.128340732	7.688723538	6.896947729	6.970779584	6.842334108	6.954033684	7.060470407	7.045324168	6.794542574	7.078984095	6.726062792	6.789386421	6.692262951	6.728251055	6.858240101	7.237259686	7.221439454
PSPTO_2966		"site-specific recombinase, phage integrase family"	6.534574041	6.660694979	6.700623199	6.797697769	6.993690171	7.154848949	7.010821603	7.056138098	7.254069632	7.11937029	7.089133	6.713544828	7.291341605	6.929771444	7.44526378	6.850421943	7.254855971	6.869691518	7.127887627	6.890591966	7.022712518	6.993294153	7.242611737	7.165608698	7.172125239	6.547463918	6.992079602	7.201291397	6.795104581	6.797162407	6.951152865	6.676426387
PSPTO_2972		"oxidoreductase, 2-nitropropane dioxygenase family"	6.288654095	6.212466357	6.242201684	6.046443973	6.156039208	6.977836041	6.12596821	6.409701501	5.965866241	5.788341439	6.204239532	6.898655359	6.822542133	6.408631065	7.111505465	6.799168799	7.08801819	5.999758733	6.307319694	5.949082687	6.183329202	6.098532808	6.143759257	6.306591325	6.294198249	5.889224373	6.21211947	5.991148963	6.136488772	6.188312613	6.210270808	5.986759541
PSPTO_2973	modA	molybdate ABC transporter periplasmic molybdate-binding protein	6.391273121	6.472097514	7.036213688	6.276742201	6.41897584	8.042331762	6.411628	6.610292706	6.542520138	6.30006118	6.222217263	7.522783378	7.423376852	7.336797661	7.402657051	7.404254042	7.829243086	6.550508654	6.518636225	6.334208324	6.387374059	6.533185171	6.290272089	6.679057662	6.442510402	6.555876053	6.385603131	6.451768796	6.68620411	6.481939137	6.485836761	6.320691542
PSPTO_2975	modC	molybdate ABC transporter ATP-binding protein	5.017792168	4.694788619	5.118238638	3.857867891	4.943372759	5.580376849	5.102853189	5.190854936	5.009412061	4.883016012	5.208849765	5.302552149	6.829155372	6.532163441	6.880894017	6.357469893	6.623263523	5.463367921	4.795194058	4.900266369	4.80640573	5.250660769	5.377503023	5.1587309	5.35737186	5.063680927	5.196790154	5.253970119	5.000365937	4.852999801	4.759067157	4.989589989
PSPTO_2980		2OG-Fe(II) oxygenase family oxidoreductase	3.083788507	3.468625	4.265090068	3.716605214	3.706687268	3.245592632	3.36717193	3.462403801	4.585698531	3.413222185	3.347868857	4.603189907	5.148240679	4.765308013	5.419570053	4.752370771	4.290733854	3.421594646	3.949949916	4.060029093	3.666460349	3.152529997	3.079517009	4.080356186	3.066275468	3.975665331	2.807742774	3.491379813	3.198685044	3.21478118	4.196888354	4.018324897
PSPTO_2981		isochorismatase family protein	4.95585324	4.381032375	2.58441564	4.273219009	4.390855454	3.882320672	4.248419678	4.306447001	4.024713354	3.892917078	3.697759323	3.405513469	3.836955232	4.461702867	3.928107329	4.630087581	3.91699226	4.056243087	4.193332587	4.53869266	4.513518967	3.87660592	4.128616915	3.996433444	4.211288958	3.973788298	4.48768813	4.598558555	4.420281512	3.725142224	4.607925561	4.279441678
PSPTO_2982		hypothetical protein	5.544200846	7.440744953	7.312594121	5.349775628	5.714807062	6.241354886	7.673413564	5.972825136	7.689635488	7.370000838	7.657406187	6.313102204	4.931846385	5.144906648	6.02099254	5.349930754	6.436581747	7.783610509	6.309721009	7.431240146	6.448591325	7.948239092	7.127243503	7.884806186	7.549815207	7.133869903	6.585796553	7.714555478	6.118387958	7.190553964	5.959788318	7.59864387
PSPTO_2998		hypothetical protein	8.635087795	8.769294276	7.836165052	8.281504841	8.374001884	7.150302627	8.430244476	8.567706318	8.580280907	8.790881284	8.617838811	7.822327431	7.623575108	7.19589275	7.495707363	7.121850854	7.348649066	8.050269359	8.696411829	8.422576034	8.249356589	8.067866307	8.179876419	8.552804784	8.810991746	7.856009746	8.242902975	8.097496107	8.815915162	8.70672118	8.226326545	8.889484752
