# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	old_locus_tag	single_old_locus	other_old_locus
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3415757	3417163	-	WP_011104343.1	WP_011104343.1		PLP-dependent aminotransferase family protein		1184694	PSPTO_RS15720	1407	468	"PSPTO3037,PSPTO_3037"	PSPTO3037	PSPTO_3037
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3417166	3418668	-	WP_005764454.1	WP_005764454.1		hypothetical protein		1184695	PSPTO_RS15725	1503	500	"PSPTO3038,PSPTO_3038"	PSPTO3038	PSPTO_3038
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3419246	3420268	-	WP_011104344.1	WP_011104344.1		zinc-dependent alcohol dehydrogenase family protein		1184696	PSPTO_RS15730	1023	340	"PSPTO3039,PSPTO_3039"	PSPTO3039	PSPTO_3039
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3420579	3421493	+	WP_005764458.1	WP_005764458.1		LysR substrate-binding domain-containing protein		1184697	PSPTO_RS15735	915	304	"PSPTO3040,PSPTO_3040"	PSPTO3040	PSPTO_3040
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3421941	3422894	-	WP_011104345.1	WP_011104345.1		hypothetical protein		1184698	PSPTO_RS15745	954	317	"PSPTO3041,PSPTO_3041"	PSPTO3041	PSPTO_3041
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3423692	3424651	-	WP_046463764.1	WP_046463764.1		5'-nucleotidase		1184700	PSPTO_RS15755	960	319	"PSPTO3043,PSPTO_3043"	PSPTO3043	PSPTO_3043
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3424661	3425727	-				IS3 family transposase		1184701	PSPTO_RS15760	1067		"partial;pseudo;PSPTO3044,PSPTO_3044"	partial;pseudo;PSPTO3044	PSPTO_3044
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3425886	3427889	-	WP_011104349.1	WP_011104349.1		sigma 54-interacting transcriptional regulator		1184703	PSPTO_RS15765	2004	667	"PSPTO3046,PSPTO_3046"	PSPTO3046	PSPTO_3046
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3428075	3429097	+	WP_011104350.1	WP_011104350.1		Gfo/Idh/MocA family oxidoreductase		1184704	PSPTO_RS15770	1023	340	"PSPTO3047,PSPTO_3047"	PSPTO3047	PSPTO_3047
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3429094	3429882	+	WP_005764492.1	WP_005764492.1		TIM barrel protein		1184705	PSPTO_RS15775	789	262	"PSPTO3048,PSPTO_3048"	PSPTO3048	PSPTO_3048
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3429981	3430907	+	WP_005764495.1	WP_005764495.1		sugar ABC transporter substrate-binding protein		1184706	PSPTO_RS15780	927	308	"PSPTO3049,PSPTO_3049"	PSPTO3049	PSPTO_3049
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3431400	3432371	-	WP_011104351.1	WP_011104351.1		AraC family transcriptional regulator		1184707	PSPTO_RS15785	972	323	"PSPTO3050,PSPTO_3050"	PSPTO3050	PSPTO_3050
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3432613	3433146	+	WP_005764499.1	WP_005764499.1		"2,4'-dihydroxyacetophenone dioxygenase family protein"		1184708	PSPTO_RS15790	534	177	"PSPTO3051,PSPTO_3051"	PSPTO3051	PSPTO_3051
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3433170	3434411	+	WP_011104352.1	WP_011104352.1		MFS transporter		1184709	PSPTO_RS15795	1242	413	"PSPTO3052,PSPTO_3052"	PSPTO3052	PSPTO_3052
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3434473	3435234	+	WP_011104353.1	WP_011104353.1		carbohydrate porin		1184710	PSPTO_RS15800	762	253	"PSPTO3053,PSPTO_3053"	PSPTO3053	PSPTO_3053
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3435263	3435994	+	WP_011104354.1	WP_011104354.1		SDR family oxidoreductase		1184711	PSPTO_RS15805	732	243	"PSPTO3054,PSPTO_3054"	PSPTO3054	PSPTO_3054
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3436246	3437280	-	WP_005764509.1	WP_005764509.1		helix-turn-helix domain-containing protein		1184713	PSPTO_RS15810	1035	344	"PSPTO3056,PSPTO_3056"	PSPTO3056	PSPTO_3056
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3437310	3438662	-	WP_011104356.1	WP_011104356.1		MmgE/PrpD family protein		1184714	PSPTO_RS15815	1353	450	"PSPTO3057,PSPTO_3057"	PSPTO3057	PSPTO_3057
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3438739	3439716	-	WP_011104357.1	WP_011104357.1		glycine betaine/L-proline ABC transporter substrate-binding protein ProX	proX	1184715	PSPTO_RS15820	978	325	"PSPTO3058,PSPTO_3058"	PSPTO3058	PSPTO_3058
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3439826	3440845	-	WP_259638520.1	WP_259638520.1		glycine betaine/L-proline ABC transporter permease ProW	proW	1184716	PSPTO_RS15825	1020	339	"PSPTO3059,PSPTO_3059"	PSPTO3059	PSPTO_3059
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3440841	3441878	-	WP_011104358.1	WP_011104358.1		glycine betaine/L-proline ABC transporter ATP-binding protein		1184717	PSPTO_RS15830	1038	345	"PSPTO3060,PSPTO_3060"	PSPTO3060	PSPTO_3060
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3442303	3443256	+	WP_005766100.1	WP_005766100.1		LysR family transcriptional regulator		1184718	PSPTO_RS15835	954	317	"PSPTO3061,PSPTO_3061"	PSPTO3061	PSPTO_3061
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3443659	3444909	+	WP_011104360.1	WP_011104360.1		aromatic ring-hydroxylating dioxygenase subunit alpha		1184719	PSPTO_RS15840	1251	416	"PSPTO3062,PSPTO_3062"	PSPTO3062	PSPTO_3062
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3445128	3446039	+	WP_007246249.1	WP_007246249.1		dihydrodipicolinate synthase family protein		1184720	PSPTO_RS15845	912	303	"PSPTO3063,PSPTO_3063"	PSPTO3063	PSPTO_3063
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3446032	3447549	+	WP_011104361.1	WP_011104361.1		aldehyde dehydrogenase		1184721	PSPTO_RS15850	1518	505	"PSPTO3064,PSPTO_3064"	PSPTO3064	PSPTO_3064
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3447546	3448892	+	WP_005766109.1	WP_005766109.1		FAD-binding oxidoreductase		1184722	PSPTO_RS15855	1347	448	"PSPTO3065,PSPTO_3065"	PSPTO3065	PSPTO_3065
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3448897	3449457	+	WP_226992634.1	WP_226992634.1		DMT family transporter		1184723	PSPTO_RS15860	561	186	"PSPTO3066,PSPTO_3066"	PSPTO3066	PSPTO_3066
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3449676	3450368	+	WP_005766113.1	WP_005766113.1		hypothetical protein		1184724	PSPTO_RS15865	693	230	"PSPTO3067,PSPTO_3067"	PSPTO3067	PSPTO_3067
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3450465	3451652	-	WP_005766116.1	WP_005766116.1		MFS transporter		1184725	PSPTO_RS15870	1188	395	"PSPTO3068,PSPTO_3068"	PSPTO3068	PSPTO_3068
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3451778	3452404	+	WP_011104364.1	WP_011104364.1		TetR/AcrR family transcriptional regulator		1184726	PSPTO_RS15875	627	208	"PSPTO3069,PSPTO_3069"	PSPTO3069	PSPTO_3069
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3452473	3452928	+	WP_011104365.1	WP_011104365.1		GNAT family N-acetyltransferase		1184727	PSPTO_RS15880	456	151	"PSPTO3070,PSPTO_3070"	PSPTO3070	PSPTO_3070
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3453003	3454862	+	WP_011104366.1	WP_011104366.1		ABC transporter ATP-binding protein		1184728	PSPTO_RS15885	1860	619	"PSPTO3071,PSPTO_3071"	PSPTO3071	PSPTO_3071
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3454877	3455776	-	WP_011104367.1	WP_011104367.1		AraC family transcriptional regulator		1184729	PSPTO_RS15890	900	299	"PSPTO3072,PSPTO_3072"	PSPTO3072	PSPTO_3072
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3455936	3456694	+	WP_011104368.1	WP_011104368.1		SDR family oxidoreductase		1184730	PSPTO_RS15895	759	252	"PSPTO3073,PSPTO_3073"	PSPTO3073	PSPTO_3073
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3456718	3457698	-	WP_005766129.1	WP_005766129.1		AraC family transcriptional regulator		1184731	PSPTO_RS15900	981	326	"PSPTO3074,PSPTO_3074"	PSPTO3074	PSPTO_3074
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3457889	3459073	+	WP_046463768.1	WP_046463768.1		aldo/keto reductase		1184732	PSPTO_RS15905	1185	394	"PSPTO3075,PSPTO_3075"	PSPTO3075	PSPTO_3075
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3459207	3459788	+	WP_011104371.1	WP_011104371.1		TetR/AcrR family transcriptional regulator		1184733	PSPTO_RS15910	582	193	"PSPTO3076,PSPTO_3076"	PSPTO3076	PSPTO_3076
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3459847	3460950	+	WP_011104372.1	WP_011104372.1		alkene reductase		1184734	PSPTO_RS15915	1104	367	"PSPTO3077,PSPTO_3077"	PSPTO3077	PSPTO_3077
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3461005	3461391	+	WP_011104373.1	WP_011104373.1		nuclear transport factor 2 family protein		1184735	PSPTO_RS15920	387	128	"PSPTO3078,PSPTO_3078"	PSPTO3078	PSPTO_3078
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3461451	3462107	+	WP_005766140.1	WP_005766140.1		NAD(P)H-binding protein		1184736	PSPTO_RS15925	657	218	"PSPTO3079,PSPTO_3079"	PSPTO3079	PSPTO_3079
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3462124	3463221	-	WP_011104374.1	WP_011104374.1		NADH:flavin oxidoreductase		1184737	PSPTO_RS15930	1098	365	"PSPTO3080,PSPTO_3080"	PSPTO3080	PSPTO_3080
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3463360	3464283	+	WP_011104375.1	WP_011104375.1		LysR family transcriptional regulator		1184738	PSPTO_RS15935	924	307	"PSPTO3081,PSPTO_3081"	PSPTO3081	PSPTO_3081
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3464325	3465197	-	WP_005766145.1	WP_005766145.1		transporter substrate-binding domain-containing protein		1184739	PSPTO_RS15940	873	290	"PSPTO3082,PSPTO_3082"	PSPTO3082	PSPTO_3082
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3465194	3465955	-	WP_011104376.1	WP_011104376.1		amino acid ABC transporter ATP-binding protein		1184740	PSPTO_RS15945	762	253	"PSPTO3083,PSPTO_3083"	PSPTO3083	PSPTO_3083
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3465952	3466611	-	WP_011104377.1	WP_011104377.1		amino acid ABC transporter permease		1184741	PSPTO_RS15950	660	219	"PSPTO3084,PSPTO_3084"	PSPTO3084	PSPTO_3084
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3466592	3467257	-	WP_005766150.1	WP_005766150.1		amino acid ABC transporter permease		1184742	PSPTO_RS15955	666	221	"PSPTO3085,PSPTO_3085"	PSPTO3085	PSPTO_3085
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3467721	3468359	+	WP_005766154.1	WP_005766154.1		XRE family transcriptional regulator		1184743	PSPTO_RS15960	639	212	"PSPTO3086,PSPTO_3086"	PSPTO3086	PSPTO_3086
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3468470	3470131	-	WP_011104378.1	WP_011104378.1		type III secretion system effector E3 ubiquitin-protein ligase HopAB2	hopAB2	1184744	PSPTO_RS15965	1662	553	"PSPTO3087,PSPTO_3087"	PSPTO3087	PSPTO_3087
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3470485	3472113	+	WP_011104379.1	WP_011104379.1		ABC transporter substrate-binding protein		1184745	PSPTO_RS15970	1629	542	"PSPTO3088,PSPTO_3088"	PSPTO3088	PSPTO_3088
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3472110	3473060	+	WP_011104380.1	WP_011104380.1		ABC transporter permease		1184746	PSPTO_RS15975	951	316	"PSPTO3089,PSPTO_3089"	PSPTO3089	PSPTO_3089
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3473065	3473982	+	WP_011104381.1	WP_011104381.1		ABC transporter permease		1184747	PSPTO_RS15980	918	305	"PSPTO3090,PSPTO_3090"	PSPTO3090	PSPTO_3090
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3473979	3475625	+	WP_011104382.1	WP_011104382.1		ABC transporter ATP-binding protein		1184748	PSPTO_RS15985	1647	548	"PSPTO3091,PSPTO_3091"	PSPTO3091	PSPTO_3091
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3475664	3476500	+	WP_007246274.1	WP_007246274.1		class I SAM-dependent methyltransferase		1184749	PSPTO_RS15990	837	278	"PSPTO3092,PSPTO_3092"	PSPTO3092	PSPTO_3092
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3477551	3478012	+	WP_011104385.1	WP_011104385.1		DUF3574 domain-containing protein		1184751	PSPTO_RS16000	462	153	"PSPTO3094,PSPTO_3094"	PSPTO3094	PSPTO_3094
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3480158	3480703	+	WP_024668283.1	WP_024668283.1		Bro-N domain-containing protein		1184753	PSPTO_RS16020	546	181	"PSPTO3096,PSPTO_3096"	PSPTO3096	PSPTO_3096
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3480732	3480854	+				amino acid ABC transporter ATP-binding protein		1184754	PSPTO_RS16025	123		"partial;pseudo;PSPTO3097,PSPTO_3097"	partial;pseudo;PSPTO3097	PSPTO_3097
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3480906	3482834	-	WP_011104387.1	WP_011104387.1		methyl-accepting chemotaxis protein		1184755	PSPTO_RS16030	1929	642	"PSPTO3098,PSPTO_3098"	PSPTO3098	PSPTO_3098
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3483136	3484380	+	WP_007246281.1	WP_007246281.1		efflux RND transporter periplasmic adaptor subunit		1184756	PSPTO_RS16035	1245	414	"PSPTO3099,PSPTO_3099"	PSPTO3099	PSPTO_3099
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3484393	3487584	+	WP_003380455.1	WP_003380455.1		efflux RND transporter permease subunit		1184757	PSPTO_RS16040	3192	1063	"PSPTO3100,PSPTO_3100"	PSPTO3100	PSPTO_3100
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3487584	3488981	+	WP_010201131.1	WP_010201131.1		TolC family protein		1184758	PSPTO_RS16045	1398	465	"PSPTO3101,PSPTO_3101"	PSPTO3101	PSPTO_3101
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3489139	3490233	+	WP_010201125.1	WP_010201125.1		tetratricopeptide repeat protein		1184759	PSPTO_RS16050	1095	364	"PSPTO3102,PSPTO_3102"	PSPTO3102	PSPTO_3102
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3490721	3491083	+	WP_003380449.1	WP_003380449.1		"histone-like nucleoid-structuring protein, MvaT/MvaU family"		1184760	PSPTO_RS16055	363	120	"PSPTO3103,PSPTO_3103"	PSPTO3103	PSPTO_3103
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3491560	3492162	-	WP_046463773.1	WP_046463773.1		DUF4946 domain-containing protein		1184762	PSPTO_RS16060	603	200	"PSPTO3105,PSPTO_3105"	PSPTO3105	PSPTO_3105
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3492265	3492786	+	WP_005766190.1	WP_005766190.1		lactoylglutathione lyase	gloA	1184763	PSPTO_RS16065	522	173	"PSPTO3106,PSPTO_3106"	PSPTO3106	PSPTO_3106
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3492875	3494437	-	WP_007246288.1	WP_007246288.1		alkyl hydroperoxide reductase subunit F	ahpF	1184764	PSPTO_RS16070	1563	520	"PSPTO3107,PSPTO_3107"	PSPTO3107	PSPTO_3107
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3494562	3495125	-	WP_003380444.1	WP_003380444.1		alkyl hydroperoxide reductase subunit C	ahpC	1184765	PSPTO_RS16075	564	187	"PSPTO3108,PSPTO_3108"	PSPTO3108	PSPTO_3108
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3495236	3496195	-	WP_011104391.1	WP_011104391.1		site-specific integrase		1184766	PSPTO_RS16080	960	319	"PSPTO3109,PSPTO_3109"	PSPTO3109	PSPTO_3109
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3496381	3497391	+	WP_005766198.1	WP_005766198.1		DNA-binding protein		1184767	PSPTO_RS16085	1011	336	"PSPTO3110,PSPTO_3110"	PSPTO3110	PSPTO_3110
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3497402	3498700	-	WP_032710559.1	WP_032710559.1		PAS domain-containing hybrid sensor histidine kinase/response regulator		1184768	PSPTO_RS16090	1299	432	"PSPTO3111,PSPTO_3111"	PSPTO3111	PSPTO_3111
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3498764	3500122	-	WP_005766202.1	WP_005766202.1		glutathione-disulfide reductase	gorA	1184769	PSPTO_RS16095	1359	452	"PSPTO3112,PSPTO_3112"	PSPTO3112	PSPTO_3112
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3500226	3501065	-	WP_003315315.1	WP_003315315.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU	1184770	PSPTO_RS16100	840	279	"PSPTO3113,PSPTO_3113"	PSPTO3113	PSPTO_3113
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3501396	3501677	+	WP_005766205.1	WP_005766205.1		lipoprotein		1184771	PSPTO_RS16105	282	93	"PSPTO3114,PSPTO_3114"	PSPTO3114	PSPTO_3114
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3501750	3502103	-	WP_005737860.1	WP_005737860.1		hypothetical protein		1184772	PSPTO_RS16110	354	117	"PSPTO3115,PSPTO_3115"	PSPTO3115	PSPTO_3115
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3502271	3502576	+	WP_003380432.1	WP_003380432.1		DUF1883 domain-containing protein		1184773	PSPTO_RS16115	306	101	"PSPTO3116,PSPTO_3116"	PSPTO3116	PSPTO_3116
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3502591	3502773	+	WP_003380430.1	WP_003380430.1		hypothetical protein		1184774	PSPTO_RS16120	183	60	"PSPTO3117,PSPTO_3117"	PSPTO3117	PSPTO_3117
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3502831	3503517	+	WP_011104393.1	WP_011104393.1		DNA oxidative demethylase AlkB	alkB	1184775	PSPTO_RS16125	687	228	"PSPTO3118,PSPTO_3118"	PSPTO3118	PSPTO_3118
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3503526	3505343	-	WP_005766210.1	WP_005766210.1		glycoside hydrolase family 15 protein		1184776	PSPTO_RS16130	1818	605	"PSPTO3119,PSPTO_3119"	PSPTO3119	PSPTO_3119
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3505396	3506214	-	WP_005766212.1	WP_005766212.1		Cof-type HAD-IIB family hydrolase		1184777	PSPTO_RS16135	819	272	"PSPTO3120,PSPTO_3120"	PSPTO3120	PSPTO_3120
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3506207	3507739	-	WP_011104394.1	WP_011104394.1		glucose-6-phosphate dehydrogenase	zwf	1184778	PSPTO_RS16140	1533	510	"PSPTO3121,PSPTO_3121"	PSPTO3121	PSPTO_3121
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3507739	3508713	-	WP_005766216.1	WP_005766216.1		decarboxylating 6-phosphogluconate dehydrogenase	gnd	1184779	PSPTO_RS16145	975	324	"PSPTO3122,PSPTO_3122"	PSPTO3122	PSPTO_3122
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3509027	3509200	+	WP_005766218.1	WP_005766218.1		DUF6026 family protein		44156710	PSPTO_RS29915	174	57	"PSPTO3123,PSPTO_3123"	PSPTO3123	PSPTO_3123
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3509337	3509828	-	WP_005766220.1	WP_005766220.1		GNAT family N-acetyltransferase		1184781	PSPTO_RS16150	492	163	"PSPTO3124,PSPTO_3124"	PSPTO3124	PSPTO_3124
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3510446	3512035	+	WP_005766223.1	WP_005766223.1		glycogen synthase GlgA	glgA	1184782	PSPTO_RS16155	1590	529	"PSPTO3125,PSPTO_3125"	PSPTO3125	PSPTO_3125
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3512055	3513869	+	WP_005766224.1	WP_005766224.1		malto-oligosyltrehalose trehalohydrolase	treZ	1184783	PSPTO_RS16160	1815	604	"PSPTO3126,PSPTO_3126"	PSPTO3126	PSPTO_3126
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3513859	3515937	+	WP_011104396.1	WP_011104396.1		4-alpha-glucanotransferase	malQ	1184784	PSPTO_RS16165	2079	692	"PSPTO3127,PSPTO_3127"	PSPTO3127	PSPTO_3127
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3515934	3518717	+	WP_011104397.1	WP_011104397.1		malto-oligosyltrehalose synthase		1184785	PSPTO_RS16170	2784	927	"PSPTO3128,PSPTO_3128"	PSPTO3128	PSPTO_3128
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3518735	3519148	+	WP_011104398.1	WP_011104398.1		DUF2934 domain-containing protein		1184786	PSPTO_RS16175	414	137	"PSPTO3129,PSPTO_3129"	PSPTO3129	PSPTO_3129
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3519308	3521491	+	WP_005766232.1	WP_005766232.1		glycogen debranching protein GlgX	glgX	1184787	PSPTO_RS16180	2184	727	"PSPTO3130,PSPTO_3130"	PSPTO3130	PSPTO_3130
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3521488	3522501	+	WP_005766234.1	WP_005766234.1		acyl-CoA dehydrogenase family protein		1184788	PSPTO_RS16185	1014	337	"PSPTO3131,PSPTO_3131"	PSPTO3131	PSPTO_3131
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3522528	3523301	+	WP_005766237.1	WP_005766237.1		PIG-L family deacetylase		1184789	PSPTO_RS16190	774	257	"PSPTO3132,PSPTO_3132"	PSPTO3132	PSPTO_3132
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3523298	3523924	+	WP_007246306.1	WP_007246306.1		SAM-dependent methyltransferase		1184790	PSPTO_RS16195	627	208	"PSPTO3133,PSPTO_3133"	PSPTO3133	PSPTO_3133
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3523893	3524546	+	WP_011104399.1	WP_011104399.1		glycosyltransferase		1184791	PSPTO_RS16200	654	217	"PSPTO3134,PSPTO_3134"	PSPTO3134	PSPTO_3134
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3524581	3525621	-	WP_046463775.1	WP_046463775.1		dienelactone hydrolase		1184792	PSPTO_RS16205	1041	346	"PSPTO3135,PSPTO_3135"	PSPTO3135	PSPTO_3135
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3525969	3526577	-	WP_007246309.1	WP_007246309.1		FMN-dependent NADH-azoreductase		1184793	PSPTO_RS16210	609	202	"PSPTO3136,PSPTO_3136"	PSPTO3136	PSPTO_3136
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3526652	3527611	-	WP_005766247.1	WP_005766247.1		LysR family transcriptional regulator		1184794	PSPTO_RS16215	960	319	"PSPTO3137,PSPTO_3137"	PSPTO3137	PSPTO_3137
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3527691	3528482	-	WP_011104401.1	WP_011104401.1		3-oxoadipate enol-lactonase	pcaD	1184795	PSPTO_RS16220	792	263	"PSPTO3138,PSPTO_3138"	PSPTO3138	PSPTO_3138
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3528610	3528954	+	WP_007246311.1	WP_007246311.1		MmcQ/YjbR family DNA-binding protein		1184796	PSPTO_RS16225	345	114	"PSPTO3139,PSPTO_3139"	PSPTO3139	PSPTO_3139
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3528949	3529419	-	WP_007246312.1	WP_007246312.1		DUF1294 domain-containing protein		1184797	PSPTO_RS16230	471	156	"PSPTO3140,PSPTO_3140"	PSPTO3140	PSPTO_3140
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	3529416	3530246	-	WP_005766254.1	WP_005766254.1		undecaprenyl-diphosphate phosphatase		1184798	PSPTO_RS16235	831	276	"PSPTO3141,PSPTO_3141"	PSPTO3141	PSPTO_3141
