Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000019	N0	n4	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04423, DC3000_protein_12_2025_WP_011104372.1	DC3000_protein_12_2025_WP_005767796.1, plate25_C2_annotation_DAKCFMEO_03538
OG0000020	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04634, plate25_C2_annotation_DAKCFMEO_01707, DC3000_protein_12_2025_WP_011107021.1	DC3000_protein_12_2025_WP_005770837.1, plate25_C2_annotation_DAKCFMEO_00928, DC3000_protein_12_2025_WP_007243745.1, plate25_C2_annotation_DAKCFMEO_00927, plate25_C2_annotation_DAKCFMEO_04757
OG0000020	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04634	plate25_C2_annotation_DAKCFMEO_01707
OG0000020	N0	n3	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005770837.1, plate25_C2_annotation_DAKCFMEO_00928	DC3000_protein_12_2025_WP_007243745.1, plate25_C2_annotation_DAKCFMEO_00927, plate25_C2_annotation_DAKCFMEO_04757
OG0000020	plate25.C2.annotation	n6	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00927	plate25_C2_annotation_DAKCFMEO_04757
OG0000021	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01760, DC3000_protein_12_2025_WP_044393047.1	DC3000_protein_12_2025_WP_007243826.1, DC3000_protein_12_2025_WP_011104703.1, DC3000_protein_12_2025_WP_011105438.1, plate25_C2_annotation_DAKCFMEO_05224, plate25_C2_annotation_DAKCFMEO_04383, DC3000_protein_12_2025_WP_024667882.1
OG0000021	N0	n2	0.5	Non-Terminal	DC3000_protein_12_2025_WP_007243826.1, DC3000_protein_12_2025_WP_011104703.1	DC3000_protein_12_2025_WP_011105438.1, plate25_C2_annotation_DAKCFMEO_05224, plate25_C2_annotation_DAKCFMEO_04383, DC3000_protein_12_2025_WP_024667882.1
OG0000021	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_007243826.1	DC3000_protein_12_2025_WP_011104703.1
OG0000021	N0	n4	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105438.1, plate25_C2_annotation_DAKCFMEO_05224	plate25_C2_annotation_DAKCFMEO_04383, DC3000_protein_12_2025_WP_024667882.1
OG0000022	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05163, DC3000_protein_12_2025_WP_011103090.1	DC3000_protein_12_2025_WP_046463958.1, plate25_C2_annotation_DAKCFMEO_01557, plate25_C2_annotation_DAKCFMEO_01037, plate25_C2_annotation_DAKCFMEO_02181, plate25_C2_annotation_DAKCFMEO_01779, plate25_C2_annotation_DAKCFMEO_02871
OG0000022	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01557, plate25_C2_annotation_DAKCFMEO_01037, plate25_C2_annotation_DAKCFMEO_02181, plate25_C2_annotation_DAKCFMEO_01779	plate25_C2_annotation_DAKCFMEO_02871
OG0000022	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01557	plate25_C2_annotation_DAKCFMEO_01037, plate25_C2_annotation_DAKCFMEO_02181, plate25_C2_annotation_DAKCFMEO_01779
OG0000022	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01037	plate25_C2_annotation_DAKCFMEO_02181, plate25_C2_annotation_DAKCFMEO_01779
OG0000022	plate25.C2.annotation	n6	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02181	plate25_C2_annotation_DAKCFMEO_01779
OG0000023	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104487.1, plate25_C2_annotation_DAKCFMEO_01438	plate25_C2_annotation_DAKCFMEO_05141, DC3000_protein_12_2025_WP_011105356.1, DC3000_protein_12_2025_WP_011103298.1, plate25_C2_annotation_DAKCFMEO_03216, plate25_C2_annotation_DAKCFMEO_00970, plate25_C2_annotation_DAKCFMEO_04449
OG0000023	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05141, DC3000_protein_12_2025_WP_011105356.1	DC3000_protein_12_2025_WP_011103298.1, plate25_C2_annotation_DAKCFMEO_03216, plate25_C2_annotation_DAKCFMEO_00970, plate25_C2_annotation_DAKCFMEO_04449
OG0000023	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03216	plate25_C2_annotation_DAKCFMEO_00970, plate25_C2_annotation_DAKCFMEO_04449
OG0000023	plate25.C2.annotation	n6	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00970	plate25_C2_annotation_DAKCFMEO_04449
OG0000024	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_080946645.1	DC3000_protein_12_2025_WP_078983211.1, DC3000_protein_12_2025_WP_080597953.1, DC3000_protein_12_2025_WP_080946591.1, DC3000_protein_12_2025_WP_080115702.1, DC3000_protein_12_2025_WP_159229490.1, DC3000_protein_12_2025_WP_159229495.1, DC3000_protein_12_2025_WP_159229486.1
OG0000024	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_078983211.1	DC3000_protein_12_2025_WP_080597953.1, DC3000_protein_12_2025_WP_080946591.1, DC3000_protein_12_2025_WP_080115702.1, DC3000_protein_12_2025_WP_159229490.1, DC3000_protein_12_2025_WP_159229495.1, DC3000_protein_12_2025_WP_159229486.1
OG0000024	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_080597953.1, DC3000_protein_12_2025_WP_080946591.1	DC3000_protein_12_2025_WP_080115702.1, DC3000_protein_12_2025_WP_159229490.1, DC3000_protein_12_2025_WP_159229495.1, DC3000_protein_12_2025_WP_159229486.1
OG0000024	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_080597953.1	DC3000_protein_12_2025_WP_080946591.1
OG0000024	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_080115702.1	DC3000_protein_12_2025_WP_159229490.1, DC3000_protein_12_2025_WP_159229495.1, DC3000_protein_12_2025_WP_159229486.1
OG0000024	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_159229490.1	DC3000_protein_12_2025_WP_159229495.1, DC3000_protein_12_2025_WP_159229486.1
OG0000024	DC3000_protein_12_2025	n6	1.0	Terminal	DC3000_protein_12_2025_WP_159229495.1	DC3000_protein_12_2025_WP_159229486.1
OG0000025	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00882	plate25_C2_annotation_DAKCFMEO_04599, plate25_C2_annotation_DAKCFMEO_02353, plate25_C2_annotation_DAKCFMEO_00698, plate25_C2_annotation_DAKCFMEO_02027, plate25_C2_annotation_DAKCFMEO_03385, plate25_C2_annotation_DAKCFMEO_01422, plate25_C2_annotation_DAKCFMEO_02005
OG0000025	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04599, plate25_C2_annotation_DAKCFMEO_02353, plate25_C2_annotation_DAKCFMEO_00698	plate25_C2_annotation_DAKCFMEO_02027, plate25_C2_annotation_DAKCFMEO_03385, plate25_C2_annotation_DAKCFMEO_01422, plate25_C2_annotation_DAKCFMEO_02005
OG0000025	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04599	plate25_C2_annotation_DAKCFMEO_02353, plate25_C2_annotation_DAKCFMEO_00698
OG0000025	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02353	plate25_C2_annotation_DAKCFMEO_00698
OG0000025	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02027, plate25_C2_annotation_DAKCFMEO_03385, plate25_C2_annotation_DAKCFMEO_01422	plate25_C2_annotation_DAKCFMEO_02005
OG0000025	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02027, plate25_C2_annotation_DAKCFMEO_03385	plate25_C2_annotation_DAKCFMEO_01422
OG0000025	plate25.C2.annotation	n6	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02027	plate25_C2_annotation_DAKCFMEO_03385
OG0000026	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03049, DC3000_protein_12_2025_WP_011103389.1	plate25_C2_annotation_DAKCFMEO_02554, DC3000_protein_12_2025_WP_004666923.1, DC3000_protein_12_2025_WP_003347743.1, DC3000_protein_12_2025_WP_005615816.1, DC3000_protein_12_2025_WP_005766970.1
OG0000026	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_004666923.1, DC3000_protein_12_2025_WP_003347743.1	DC3000_protein_12_2025_WP_005615816.1, DC3000_protein_12_2025_WP_005766970.1
OG0000026	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_004666923.1	DC3000_protein_12_2025_WP_003347743.1
OG0000026	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_005615816.1	DC3000_protein_12_2025_WP_005766970.1
OG0000027	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005768479.1, plate25_C2_annotation_DAKCFMEO_02083	plate25_C2_annotation_DAKCFMEO_03677, DC3000_protein_12_2025_WP_005770083.1, plate25_C2_annotation_DAKCFMEO_03697, DC3000_protein_12_2025_WP_011105578.1, DC3000_protein_12_2025_WP_003425026.1
OG0000027	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03677, DC3000_protein_12_2025_WP_005770083.1	plate25_C2_annotation_DAKCFMEO_03697, DC3000_protein_12_2025_WP_011105578.1, DC3000_protein_12_2025_WP_003425026.1
OG0000027	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_011105578.1	DC3000_protein_12_2025_WP_003425026.1
OG0000028	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00517, DC3000_protein_12_2025_WP_005614629.1	DC3000_protein_12_2025_WP_011105486.1, plate25_C2_annotation_DAKCFMEO_01633, DC3000_protein_12_2025_WP_011104076.1, plate25_C2_annotation_DAKCFMEO_05286, plate25_C2_annotation_DAKCFMEO_01140
OG0000028	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105486.1, plate25_C2_annotation_DAKCFMEO_01633	DC3000_protein_12_2025_WP_011104076.1, plate25_C2_annotation_DAKCFMEO_05286, plate25_C2_annotation_DAKCFMEO_01140
OG0000028	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05286	plate25_C2_annotation_DAKCFMEO_01140
OG0000029	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03367, DC3000_protein_12_2025_WP_080946590.1, DC3000_protein_12_2025_WP_161797792.1	DC3000_protein_12_2025_WP_005615166.1, DC3000_protein_12_2025_WP_011105434.1, DC3000_protein_12_2025_WP_011104519.1, plate25_C2_annotation_DAKCFMEO_03368
OG0000029	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_080946590.1	DC3000_protein_12_2025_WP_161797792.1
OG0000029	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_005615166.1	DC3000_protein_12_2025_WP_011105434.1, DC3000_protein_12_2025_WP_011104519.1
OG0000029	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_011105434.1	DC3000_protein_12_2025_WP_011104519.1
OG0000030	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02022, DC3000_protein_12_2025_WP_005767078.1	plate25_C2_annotation_DAKCFMEO_02023, DC3000_protein_12_2025_WP_011105417.1, plate25_C2_annotation_DAKCFMEO_03771, DC3000_protein_12_2025_WP_164923170.1, DC3000_protein_12_2025_WP_005762461.1
OG0000030	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02023, DC3000_protein_12_2025_WP_011105417.1	plate25_C2_annotation_DAKCFMEO_03771, DC3000_protein_12_2025_WP_164923170.1, DC3000_protein_12_2025_WP_005762461.1
OG0000030	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_164923170.1	DC3000_protein_12_2025_WP_005762461.1
OG0000031	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03548, plate25_C2_annotation_DAKCFMEO_04050, plate25_C2_annotation_DAKCFMEO_02062, plate25_C2_annotation_DAKCFMEO_03812, plate25_C2_annotation_DAKCFMEO_03312	plate25_C2_annotation_DAKCFMEO_01189
OG0000031	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03548, plate25_C2_annotation_DAKCFMEO_04050, plate25_C2_annotation_DAKCFMEO_02062	plate25_C2_annotation_DAKCFMEO_03812, plate25_C2_annotation_DAKCFMEO_03312
OG0000031	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03548, plate25_C2_annotation_DAKCFMEO_04050	plate25_C2_annotation_DAKCFMEO_02062
OG0000031	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03548	plate25_C2_annotation_DAKCFMEO_04050
OG0000031	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03812	plate25_C2_annotation_DAKCFMEO_03312
OG0000032	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04390, DC3000_protein_12_2025_WP_010218671.1	DC3000_protein_12_2025_WP_011105102.1, plate25_C2_annotation_DAKCFMEO_00572, DC3000_protein_12_2025_WP_005762709.1, plate25_C2_annotation_DAKCFMEO_03863, plate25_C2_annotation_DAKCFMEO_01092
OG0000032	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105102.1, plate25_C2_annotation_DAKCFMEO_00572	DC3000_protein_12_2025_WP_005762709.1, plate25_C2_annotation_DAKCFMEO_03863, plate25_C2_annotation_DAKCFMEO_01092
OG0000032	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03863	plate25_C2_annotation_DAKCFMEO_01092
OG0000033	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05232, plate25_C2_annotation_DAKCFMEO_05233, DC3000_protein_12_2025_WP_005767187.1	DC3000_protein_12_2025_WP_005763587.1, plate25_C2_annotation_DAKCFMEO_05145, plate25_C2_annotation_DAKCFMEO_00332, plate25_C2_annotation_DAKCFMEO_04962
OG0000033	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05232	plate25_C2_annotation_DAKCFMEO_05233
OG0000033	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05145	plate25_C2_annotation_DAKCFMEO_00332, plate25_C2_annotation_DAKCFMEO_04962
OG0000033	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00332	plate25_C2_annotation_DAKCFMEO_04962
OG0000034	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005771258.1, plate25_C2_annotation_DAKCFMEO_01375	DC3000_protein_12_2025_WP_011104482.1, plate25_C2_annotation_DAKCFMEO_01431, plate25_C2_annotation_DAKCFMEO_04773, DC3000_protein_12_2025_WP_011104229.1, DC3000_protein_12_2025_WP_011103467.1
OG0000034	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104482.1, plate25_C2_annotation_DAKCFMEO_01431	plate25_C2_annotation_DAKCFMEO_04773, DC3000_protein_12_2025_WP_011104229.1, DC3000_protein_12_2025_WP_011103467.1
OG0000034	DC3000_protein_12_2025	n5	1.0	Terminal	DC3000_protein_12_2025_WP_011104229.1	DC3000_protein_12_2025_WP_011103467.1
OG0000035	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00770, DC3000_protein_12_2025_WP_011103959.1	DC3000_protein_12_2025_WP_007244158.1, plate25_C2_annotation_DAKCFMEO_03891, plate25_C2_annotation_DAKCFMEO_02442, plate25_C2_annotation_DAKCFMEO_04436, plate25_C2_annotation_DAKCFMEO_01735
OG0000035	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03891, plate25_C2_annotation_DAKCFMEO_02442, plate25_C2_annotation_DAKCFMEO_04436	plate25_C2_annotation_DAKCFMEO_01735
OG0000035	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03891, plate25_C2_annotation_DAKCFMEO_02442	plate25_C2_annotation_DAKCFMEO_04436
OG0000035	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03891	plate25_C2_annotation_DAKCFMEO_02442
OG0000036	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03708, DC3000_protein_12_2025_WP_011103274.1	DC3000_protein_12_2025_WP_011104588.1, plate25_C2_annotation_DAKCFMEO_04695, DC3000_protein_12_2025_WP_011103279.1, plate25_C2_annotation_DAKCFMEO_00952, plate25_C2_annotation_DAKCFMEO_00600
OG0000036	N0	n2	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104588.1, plate25_C2_annotation_DAKCFMEO_04695	DC3000_protein_12_2025_WP_011103279.1, plate25_C2_annotation_DAKCFMEO_00952, plate25_C2_annotation_DAKCFMEO_00600
OG0000036	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00952	plate25_C2_annotation_DAKCFMEO_00600
OG0000037	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03737, DC3000_protein_12_2025_WP_011104174.1	DC3000_protein_12_2025_WP_011103502.1, plate25_C2_annotation_DAKCFMEO_01240, plate25_C2_annotation_DAKCFMEO_00363, plate25_C2_annotation_DAKCFMEO_03736, plate25_C2_annotation_DAKCFMEO_02993
OG0000037	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01240, plate25_C2_annotation_DAKCFMEO_00363	plate25_C2_annotation_DAKCFMEO_03736, plate25_C2_annotation_DAKCFMEO_02993
OG0000037	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01240	plate25_C2_annotation_DAKCFMEO_00363
OG0000037	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03736	plate25_C2_annotation_DAKCFMEO_02993
OG0000038	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04608, plate25_C2_annotation_DAKCFMEO_04453, plate25_C2_annotation_DAKCFMEO_04966, plate25_C2_annotation_DAKCFMEO_00913, plate25_C2_annotation_DAKCFMEO_03469	plate25_C2_annotation_DAKCFMEO_04605
OG0000038	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04608, plate25_C2_annotation_DAKCFMEO_04453, plate25_C2_annotation_DAKCFMEO_04966, plate25_C2_annotation_DAKCFMEO_00913	plate25_C2_annotation_DAKCFMEO_03469
OG0000038	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04608, plate25_C2_annotation_DAKCFMEO_04453, plate25_C2_annotation_DAKCFMEO_04966	plate25_C2_annotation_DAKCFMEO_00913
OG0000038	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04608, plate25_C2_annotation_DAKCFMEO_04453	plate25_C2_annotation_DAKCFMEO_04966
OG0000038	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04608	plate25_C2_annotation_DAKCFMEO_04453
OG0000039	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03074	plate25_C2_annotation_DAKCFMEO_02068, plate25_C2_annotation_DAKCFMEO_00978, plate25_C2_annotation_DAKCFMEO_02070, plate25_C2_annotation_DAKCFMEO_03370, plate25_C2_annotation_DAKCFMEO_02069, plate25_C2_annotation_DAKCFMEO_02795
OG0000039	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02068, plate25_C2_annotation_DAKCFMEO_00978, plate25_C2_annotation_DAKCFMEO_02070, plate25_C2_annotation_DAKCFMEO_03370	plate25_C2_annotation_DAKCFMEO_02069, plate25_C2_annotation_DAKCFMEO_02795
OG0000039	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02068	plate25_C2_annotation_DAKCFMEO_00978, plate25_C2_annotation_DAKCFMEO_02070, plate25_C2_annotation_DAKCFMEO_03370
OG0000039	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00978, plate25_C2_annotation_DAKCFMEO_02070	plate25_C2_annotation_DAKCFMEO_03370
OG0000039	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00978	plate25_C2_annotation_DAKCFMEO_02070
OG0000039	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02069	plate25_C2_annotation_DAKCFMEO_02795
OG0000040	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01141	plate25_C2_annotation_DAKCFMEO_04231, plate25_C2_annotation_DAKCFMEO_03654, plate25_C2_annotation_DAKCFMEO_01022, plate25_C2_annotation_DAKCFMEO_02477, plate25_C2_annotation_DAKCFMEO_01313, plate25_C2_annotation_DAKCFMEO_05276
OG0000040	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04231	plate25_C2_annotation_DAKCFMEO_03654, plate25_C2_annotation_DAKCFMEO_01022, plate25_C2_annotation_DAKCFMEO_02477, plate25_C2_annotation_DAKCFMEO_01313, plate25_C2_annotation_DAKCFMEO_05276
OG0000040	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03654, plate25_C2_annotation_DAKCFMEO_01022	plate25_C2_annotation_DAKCFMEO_02477, plate25_C2_annotation_DAKCFMEO_01313, plate25_C2_annotation_DAKCFMEO_05276
OG0000040	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03654	plate25_C2_annotation_DAKCFMEO_01022
OG0000040	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02477, plate25_C2_annotation_DAKCFMEO_01313	plate25_C2_annotation_DAKCFMEO_05276
OG0000040	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02477	plate25_C2_annotation_DAKCFMEO_01313
OG0000041	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01147	plate25_C2_annotation_DAKCFMEO_03945, plate25_C2_annotation_DAKCFMEO_01145, plate25_C2_annotation_DAKCFMEO_03944, plate25_C2_annotation_DAKCFMEO_01148, plate25_C2_annotation_DAKCFMEO_01146, plate25_C2_annotation_DAKCFMEO_01149
OG0000041	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03945, plate25_C2_annotation_DAKCFMEO_01145, plate25_C2_annotation_DAKCFMEO_03944	plate25_C2_annotation_DAKCFMEO_01148, plate25_C2_annotation_DAKCFMEO_01146, plate25_C2_annotation_DAKCFMEO_01149
OG0000041	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03945, plate25_C2_annotation_DAKCFMEO_01145	plate25_C2_annotation_DAKCFMEO_03944
OG0000041	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03945	plate25_C2_annotation_DAKCFMEO_01145
OG0000041	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01148	plate25_C2_annotation_DAKCFMEO_01146, plate25_C2_annotation_DAKCFMEO_01149
OG0000041	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01146	plate25_C2_annotation_DAKCFMEO_01149
OG0000042	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04777	plate25_C2_annotation_DAKCFMEO_02956, plate25_C2_annotation_DAKCFMEO_03306, plate25_C2_annotation_DAKCFMEO_02952, plate25_C2_annotation_DAKCFMEO_05144, plate25_C2_annotation_DAKCFMEO_02954, plate25_C2_annotation_DAKCFMEO_02957
OG0000042	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02956	plate25_C2_annotation_DAKCFMEO_03306, plate25_C2_annotation_DAKCFMEO_02952, plate25_C2_annotation_DAKCFMEO_05144, plate25_C2_annotation_DAKCFMEO_02954, plate25_C2_annotation_DAKCFMEO_02957
OG0000042	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03306, plate25_C2_annotation_DAKCFMEO_02952, plate25_C2_annotation_DAKCFMEO_05144	plate25_C2_annotation_DAKCFMEO_02954, plate25_C2_annotation_DAKCFMEO_02957
OG0000042	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03306, plate25_C2_annotation_DAKCFMEO_02952	plate25_C2_annotation_DAKCFMEO_05144
OG0000042	plate25.C2.annotation	n4	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03306	plate25_C2_annotation_DAKCFMEO_02952
OG0000042	plate25.C2.annotation	n5	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02954	plate25_C2_annotation_DAKCFMEO_02957
OG0000043	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_002553156.1, plate25_C2_annotation_DAKCFMEO_00809	plate25_C2_annotation_DAKCFMEO_00145, DC3000_protein_12_2025_WP_002554837.1, DC3000_protein_12_2025_WP_005764082.1, plate25_C2_annotation_DAKCFMEO_03299
OG0000043	N0	n2	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00145, DC3000_protein_12_2025_WP_002554837.1	DC3000_protein_12_2025_WP_005764082.1, plate25_C2_annotation_DAKCFMEO_03299
OG0000044	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04624, DC3000_protein_12_2025_WP_002554157.1	plate25_C2_annotation_DAKCFMEO_04205, DC3000_protein_12_2025_WP_010216576.1, DC3000_protein_12_2025_WP_011103313.1, DC3000_protein_12_2025_WP_003381023.1
OG0000044	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_010216576.1, DC3000_protein_12_2025_WP_011103313.1	DC3000_protein_12_2025_WP_003381023.1
OG0000044	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_010216576.1	DC3000_protein_12_2025_WP_011103313.1
OG0000045	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_002555020.1, plate25_C2_annotation_DAKCFMEO_00368	plate25_C2_annotation_DAKCFMEO_00941, DC3000_protein_12_2025_WP_011104125.1, DC3000_protein_12_2025_WP_159229484.1, DC3000_protein_12_2025_WP_005770857.1
OG0000045	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011104125.1	DC3000_protein_12_2025_WP_159229484.1, DC3000_protein_12_2025_WP_005770857.1
OG0000045	DC3000_protein_12_2025	n4	1.0	Terminal	DC3000_protein_12_2025_WP_159229484.1	DC3000_protein_12_2025_WP_005770857.1
OG0000046	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003381855.1, plate25_C2_annotation_DAKCFMEO_01356	plate25_C2_annotation_DAKCFMEO_01226, DC3000_protein_12_2025_WP_003425025.1, DC3000_protein_12_2025_WP_155490796.1, DC3000_protein_12_2025_WP_003378280.1
