"p25_DAK","DC3000","Orthogroup_Match"
"DAKCFMEO_02727","WP_005764130.1",TRUE
"DAKCFMEO_02728","WP_005764132.1",TRUE
"DAKCFMEO_02731","WP_005764136.1",TRUE
"DAKCFMEO_02732","WP_005764140.1",TRUE
"DAKCFMEO_02733","WP_005764142.1",TRUE
"DAKCFMEO_02734","WP_005764144.1",TRUE
"DAKCFMEO_02740","WP_005764153.1",TRUE
"DAKCFMEO_02746","WP_005764169.1",TRUE
"DAKCFMEO_02751","WP_005764177.1",TRUE
"DAKCFMEO_02755","WP_005764184.1",TRUE
"DAKCFMEO_02760","WP_005764194.1",TRUE
"DAKCFMEO_02762","WP_005764200.1",TRUE
"DAKCFMEO_02763","WP_005764206.1",TRUE
"DAKCFMEO_02770","WP_005764221.1",TRUE
"DAKCFMEO_02773","WP_005764227.1",TRUE
"DAKCFMEO_02774","WP_005764229.1",TRUE
"DAKCFMEO_02775","WP_005764231.1",TRUE
"DAKCFMEO_03951","WP_005764246.1",TRUE
"DAKCFMEO_03943","WP_005764255.1",TRUE
"DAKCFMEO_03938","WP_005764266.1",TRUE
"DAKCFMEO_03937","WP_005764268.1",TRUE
"DAKCFMEO_03930","WP_005764318.1",TRUE
"DAKCFMEO_03929","WP_005764319.1",TRUE
"DAKCFMEO_03923","WP_005764325.1",TRUE
"DAKCFMEO_03920","WP_005764330.1",TRUE
"DAKCFMEO_03906","WP_005764344.1",TRUE
"DAKCFMEO_04173","WP_005764391.1",TRUE
"DAKCFMEO_04174","WP_005764393.1",TRUE
"DAKCFMEO_04175","WP_005764395.1",TRUE
"DAKCFMEO_04177","WP_005764399.1",TRUE
"DAKCFMEO_03903","WP_005764417.1",TRUE
"DAKCFMEO_03904","WP_005764418.1",TRUE
"DAKCFMEO_03901","WP_005764420.1",TRUE
"DAKCFMEO_03900","WP_005764422.1",TRUE
"DAKCFMEO_04020","WP_005764425.1",TRUE
"DAKCFMEO_04029","WP_005764441.1",TRUE
"DAKCFMEO_04039","WP_005764454.1",TRUE
"DAKCFMEO_04042","WP_005764458.1",TRUE
"DAKCFMEO_04013","WP_005764492.1",TRUE
"DAKCFMEO_04014","WP_005764495.1",TRUE
"DAKCFMEO_01006","WP_005764499.1",TRUE
"DAKCFMEO_00998","WP_005764509.1",TRUE
"DAKCFMEO_03956","WP_005764523.1",TRUE
"DAKCFMEO_03961","WP_005764534.1",TRUE
"DAKCFMEO_03962","WP_005764536.1",TRUE
"DAKCFMEO_03965","WP_005764543.1",TRUE
"DAKCFMEO_03972","WP_005764558.1",TRUE
"DAKCFMEO_00606","WP_005764591.1",TRUE
"DAKCFMEO_03996","WP_005764602.1",TRUE
"DAKCFMEO_04006","WP_005764620.1",TRUE
"DAKCFMEO_04008","WP_005764624.1",TRUE
"DAKCFMEO_04009","WP_005764626.1",TRUE
"DAKCFMEO_00886","WP_005764689.1",TRUE
"DAKCFMEO_00250","WP_005764714.1",TRUE
"DAKCFMEO_00249","WP_005764716.1",TRUE
"DAKCFMEO_00245","WP_005764727.1",TRUE
"DAKCFMEO_00244","WP_005764729.1",TRUE
"DAKCFMEO_00242","WP_005764735.1",TRUE
"DAKCFMEO_00241","WP_005764738.1",TRUE
"DAKCFMEO_00237","WP_005764742.1",TRUE
"DAKCFMEO_00235","WP_005764744.1",TRUE
"DAKCFMEO_00234","WP_005764747.1",TRUE
"DAKCFMEO_00231","WP_005764752.1",TRUE
"DAKCFMEO_00227","WP_005764756.1",TRUE
"DAKCFMEO_00224","WP_005764762.1",TRUE
"DAKCFMEO_00223","WP_005764764.1",TRUE
"DAKCFMEO_00222","WP_005764765.1",TRUE
"DAKCFMEO_00216","WP_005764769.1",TRUE
"DAKCFMEO_00215","WP_005764771.1",TRUE
"DAKCFMEO_00214","WP_005764772.1",TRUE
"DAKCFMEO_00213","WP_005764773.1",TRUE
"DAKCFMEO_00210","WP_005764775.1",TRUE
"DAKCFMEO_00209","WP_005764776.1",TRUE
"DAKCFMEO_00208","WP_005764777.1",TRUE
"DAKCFMEO_00206","WP_005764779.1",TRUE
"DAKCFMEO_00205","WP_005764781.1",TRUE
"DAKCFMEO_00204","WP_005764782.1",TRUE
"DAKCFMEO_00203","WP_005764783.1",TRUE
"DAKCFMEO_00202","WP_005764784.1",TRUE
"DAKCFMEO_00200","WP_005764786.1",TRUE
"DAKCFMEO_00199","WP_005764787.1",TRUE
"DAKCFMEO_00196","WP_005764789.1",TRUE
"DAKCFMEO_00195","WP_005764790.1",TRUE
"DAKCFMEO_00193","WP_005764792.1",TRUE
"DAKCFMEO_00192","WP_005764794.1",TRUE
"DAKCFMEO_00183","WP_005764807.1",TRUE
"DAKCFMEO_00182","WP_005764809.1",TRUE
"DAKCFMEO_00181","WP_005764810.1",TRUE
"DAKCFMEO_00180","WP_005764812.1",TRUE
"DAKCFMEO_00169","WP_005764831.1",TRUE
"DAKCFMEO_00167","WP_005764834.1",TRUE
"DAKCFMEO_00165","WP_005764836.1",TRUE
"DAKCFMEO_00158","WP_005764850.1",TRUE
"DAKCFMEO_00157","WP_005764852.1",TRUE
"DAKCFMEO_00156","WP_005764856.1",TRUE
"DAKCFMEO_00147","WP_005764864.1",TRUE
"DAKCFMEO_00141","WP_005764871.1",TRUE
"DAKCFMEO_00138","WP_005764877.1",TRUE
"DAKCFMEO_00137","WP_005764880.1",TRUE
"DAKCFMEO_00128","WP_005764890.1",TRUE
"DAKCFMEO_00127","WP_005764896.1",TRUE
"DAKCFMEO_00126","WP_005764898.1",TRUE
"DAKCFMEO_00125","WP_005764901.1",TRUE
"DAKCFMEO_00123","WP_005764906.1",TRUE
"DAKCFMEO_00114","WP_005764909.1",TRUE
"DAKCFMEO_00111","WP_005764915.1",TRUE
"DAKCFMEO_00109","WP_005764917.1",TRUE
"DAKCFMEO_00108","WP_005764919.1",TRUE
"DAKCFMEO_00106","WP_005764922.1",TRUE
"DAKCFMEO_00103","WP_005764923.1",TRUE
"DAKCFMEO_00099","WP_005764926.1",TRUE
"DAKCFMEO_00097","WP_005764931.1",TRUE
"DAKCFMEO_00095","WP_005764936.1",TRUE
"DAKCFMEO_00094","WP_005764940.1",TRUE
"DAKCFMEO_00092","WP_005764944.1",TRUE
"DAKCFMEO_00091","WP_005764946.1",TRUE
"DAKCFMEO_00080","WP_005764969.1",TRUE
"DAKCFMEO_00079","WP_005764971.1",TRUE
"DAKCFMEO_00077","WP_005764975.1",TRUE
"DAKCFMEO_00062","WP_005764980.1",TRUE
"DAKCFMEO_04699","WP_005765006.1",TRUE
"DAKCFMEO_04698","WP_005765011.1",TRUE
"DAKCFMEO_04696","WP_005765016.1",TRUE
"DAKCFMEO_04694","WP_005765020.1",TRUE
"DAKCFMEO_04690","WP_005765028.1",TRUE
"DAKCFMEO_04689","WP_005765031.1",TRUE
"DAKCFMEO_04685","WP_005765040.1",TRUE
"DAKCFMEO_04667","WP_005765087.1",TRUE
"DAKCFMEO_04665","WP_005765089.1",TRUE
"DAKCFMEO_04664","WP_005765091.1",TRUE
"DAKCFMEO_04663","WP_005765093.1",TRUE
"DAKCFMEO_04657","WP_005765099.1",TRUE
"DAKCFMEO_04656","WP_005765101.1",TRUE
"DAKCFMEO_04654","WP_005765105.1",TRUE
"DAKCFMEO_04653","WP_005765108.1",TRUE
"DAKCFMEO_04651","WP_005765115.1",TRUE
"DAKCFMEO_04649","WP_005765117.1",TRUE
"DAKCFMEO_04648","WP_005765119.1",TRUE
"DAKCFMEO_04647","WP_005765121.1",TRUE
"DAKCFMEO_04644","WP_005765123.1",TRUE
"DAKCFMEO_04642","WP_005765125.1",TRUE
"DAKCFMEO_04641","WP_005765127.1",TRUE
"DAKCFMEO_04639","WP_005765129.1",TRUE
"DAKCFMEO_04637","WP_005765133.1",TRUE
"DAKCFMEO_04636","WP_005765135.1",TRUE
"DAKCFMEO_04635","WP_005765137.1",TRUE
"DAKCFMEO_04633","WP_005765139.1",TRUE
"DAKCFMEO_04630","WP_005765145.1",TRUE
"DAKCFMEO_04629","WP_005765147.1",TRUE
"DAKCFMEO_04627","WP_005765154.1",TRUE
"DAKCFMEO_04625","WP_005765159.1",TRUE
"DAKCFMEO_04617","WP_005765163.1",TRUE
"DAKCFMEO_04616","WP_005765165.1",TRUE
"DAKCFMEO_04615","WP_005765167.1",TRUE
"DAKCFMEO_04614","WP_005765169.1",TRUE
"DAKCFMEO_04613","WP_005765172.1",TRUE
"DAKCFMEO_04610","WP_005765174.1",TRUE
"DAKCFMEO_04609","WP_005765176.1",TRUE
"DAKCFMEO_04598","WP_005765198.1",TRUE
"DAKCFMEO_04576","WP_005765211.1",TRUE
"DAKCFMEO_04575","WP_005765213.1",TRUE
"DAKCFMEO_04570","WP_005765215.1",TRUE
"DAKCFMEO_04568","WP_005765220.1",TRUE
"DAKCFMEO_04566","WP_005765224.1",TRUE
"DAKCFMEO_04548","WP_005765251.1",TRUE
"DAKCFMEO_04547","WP_005765253.1",TRUE
"DAKCFMEO_04546","WP_005765255.1",TRUE
"DAKCFMEO_04545","WP_005765257.1",TRUE
"DAKCFMEO_04544","WP_005765259.1",TRUE
"DAKCFMEO_04538","WP_005765268.1",TRUE
"DAKCFMEO_04524","WP_005765300.1",TRUE
"DAKCFMEO_04523","WP_005765302.1",TRUE
"DAKCFMEO_04497","WP_005765312.1",TRUE
"DAKCFMEO_04496","WP_005765316.1",TRUE
"DAKCFMEO_04493","WP_005765323.1",TRUE
"DAKCFMEO_04491","WP_005765329.1",TRUE
"DAKCFMEO_04395","WP_005765365.1",TRUE
"DAKCFMEO_02137","WP_005765391.1",TRUE
"DAKCFMEO_02136","WP_005765392.1",TRUE
"DAKCFMEO_02132","WP_005765398.1",TRUE
"DAKCFMEO_02131","WP_005765400.1",TRUE
"DAKCFMEO_02130","WP_005765402.1",TRUE
"DAKCFMEO_02124","WP_005765411.1",TRUE
"DAKCFMEO_02122","WP_005765415.1",TRUE
"DAKCFMEO_02121","WP_005765417.1",TRUE
"DAKCFMEO_02118","WP_005765423.1",TRUE
"DAKCFMEO_02114","WP_005765429.1",TRUE
"DAKCFMEO_02113","WP_005765431.1",TRUE
"DAKCFMEO_02112","WP_005765433.1",TRUE
"DAKCFMEO_02111","WP_005765469.1",TRUE
"DAKCFMEO_05098","WP_005765484.1",TRUE
"DAKCFMEO_05103","WP_005765495.1",TRUE
"DAKCFMEO_05105","WP_005765499.1",TRUE
"DAKCFMEO_05107","WP_005765501.1",TRUE
"DAKCFMEO_05108","WP_005765503.1",TRUE
"DAKCFMEO_05064","WP_005765516.1",TRUE
"DAKCFMEO_05073","WP_005765531.1",TRUE
"DAKCFMEO_05081","WP_005765539.1",TRUE
"DAKCFMEO_05082","WP_005765541.1",TRUE
"DAKCFMEO_05089","WP_005765550.1",TRUE
"DAKCFMEO_05090","WP_005765551.1",TRUE
"DAKCFMEO_05091","WP_005765552.1",TRUE
"DAKCFMEO_05093","WP_005765555.1",TRUE
"DAKCFMEO_02109","WP_005765557.1",TRUE
"DAKCFMEO_02107","WP_005765559.1",TRUE
"DAKCFMEO_02105","WP_005765561.1",TRUE
"DAKCFMEO_02103","WP_005765563.1",TRUE
"DAKCFMEO_05128","WP_005765567.1",TRUE
"DAKCFMEO_05129","WP_005765569.1",TRUE
"DAKCFMEO_05132","WP_005765571.1",TRUE
"DAKCFMEO_05138","WP_005765582.1",TRUE
"DAKCFMEO_05139","WP_005765584.1",TRUE
"DAKCFMEO_05143","WP_005765592.1",TRUE
"DAKCFMEO_05152","WP_005765610.1",TRUE
"DAKCFMEO_01968","WP_005765622.1",TRUE
"DAKCFMEO_00810","WP_005765633.1",TRUE
"DAKCFMEO_00805","WP_005765637.1",TRUE
"DAKCFMEO_00803","WP_005765639.1",TRUE
"DAKCFMEO_00800","WP_005765644.1",TRUE
"DAKCFMEO_00799","WP_005765645.1",TRUE
"DAKCFMEO_02421","WP_005765647.1",TRUE
"DAKCFMEO_00793","WP_005765650.1",TRUE
"DAKCFMEO_00790","WP_005765651.1",TRUE
"DAKCFMEO_00787","WP_005765654.1",TRUE
"DAKCFMEO_00786","WP_005765655.1",TRUE
"DAKCFMEO_00785","WP_005765656.1",TRUE
"DAKCFMEO_00781","WP_005765657.1",TRUE
"DAKCFMEO_00775","WP_005765662.1",TRUE
"DAKCFMEO_00768","WP_005765672.1",TRUE
"DAKCFMEO_00764","WP_005765677.1",TRUE
"DAKCFMEO_00758","WP_005765681.1",TRUE
"DAKCFMEO_00756","WP_005765682.1",TRUE
"DAKCFMEO_00751","WP_005765687.1",TRUE
"DAKCFMEO_00746","WP_005765699.1",TRUE
"DAKCFMEO_00740","WP_005765713.1",TRUE
"DAKCFMEO_00734","WP_005765718.1",TRUE
"DAKCFMEO_00733","WP_005765719.1",TRUE
"DAKCFMEO_00730","WP_005765721.1",TRUE
"DAKCFMEO_00725","WP_005765726.1",TRUE
"DAKCFMEO_00724","WP_005765727.1",TRUE
"DAKCFMEO_00722","WP_005765730.1",TRUE
"DAKCFMEO_00721","WP_005765732.1",TRUE
"DAKCFMEO_00707","WP_005765750.1",TRUE
"DAKCFMEO_00704","WP_005765765.1",TRUE
"DAKCFMEO_00703","WP_005765767.1",TRUE
"DAKCFMEO_00702","WP_005765770.1",TRUE
"DAKCFMEO_00694","WP_005765784.1",TRUE
"DAKCFMEO_00692","WP_005765788.1",TRUE
"DAKCFMEO_00683","WP_005765807.1",TRUE
"DAKCFMEO_00676","WP_005765821.1",TRUE
"DAKCFMEO_00674","WP_005765826.1",TRUE
"DAKCFMEO_00671","WP_005765832.1",TRUE
"DAKCFMEO_00669","WP_005765836.1",TRUE
"DAKCFMEO_00668","WP_005765838.1",TRUE
"DAKCFMEO_00666","WP_005765844.1",TRUE
"DAKCFMEO_03270","WP_005765859.1",TRUE
"DAKCFMEO_03269","WP_005765861.1",TRUE
"DAKCFMEO_03266","WP_005765867.1",TRUE
"DAKCFMEO_03263","WP_005765872.1",TRUE
"DAKCFMEO_03262","WP_005765874.1",TRUE
"DAKCFMEO_03260","WP_005765876.1",TRUE
"DAKCFMEO_03258","WP_005765880.1",TRUE
"DAKCFMEO_03254","WP_005765888.1",TRUE
"DAKCFMEO_03252","WP_005765892.1",TRUE
"DAKCFMEO_03247","WP_005765900.1",TRUE
"DAKCFMEO_03246","WP_005765904.1",TRUE
"DAKCFMEO_03243","WP_005765908.1",TRUE
"DAKCFMEO_03241","WP_005765912.1",TRUE
"DAKCFMEO_03240","WP_005765914.1",TRUE
"DAKCFMEO_03237","WP_005765916.1",TRUE
"DAKCFMEO_03234","WP_005765921.1",TRUE
"DAKCFMEO_03231","WP_005765926.1",TRUE
"DAKCFMEO_03230","WP_005765928.1",TRUE
"DAKCFMEO_03225","WP_005765933.1",TRUE
"DAKCFMEO_03221","WP_005765937.1",TRUE
"DAKCFMEO_03220","WP_005765940.1",TRUE
"DAKCFMEO_03219","WP_005765943.1",TRUE
"DAKCFMEO_03215","WP_005765949.1",TRUE
"DAKCFMEO_03212","WP_005765957.1",TRUE
"DAKCFMEO_03210","WP_005765961.1",TRUE
"DAKCFMEO_03200","WP_005765976.1",TRUE
"DAKCFMEO_03198","WP_005765978.1",TRUE
"DAKCFMEO_03196","WP_005765982.1",TRUE
"DAKCFMEO_03195","WP_005765985.1",TRUE
"DAKCFMEO_03193","WP_005765988.1",TRUE
"DAKCFMEO_03189","WP_005765994.1",TRUE
"DAKCFMEO_03185","WP_005765997.1",TRUE
"DAKCFMEO_03179","WP_005766003.1",TRUE
"DAKCFMEO_03177","WP_005766007.1",TRUE
"DAKCFMEO_03175","WP_005766009.1",TRUE
"DAKCFMEO_03174","WP_005766011.1",TRUE
"DAKCFMEO_03173","WP_005766012.1",TRUE
"DAKCFMEO_03171","WP_005766014.1",TRUE
"DAKCFMEO_03169","WP_005766016.1",TRUE
"DAKCFMEO_03165","WP_005766018.1",TRUE
"DAKCFMEO_03163","WP_005766020.1",TRUE
"DAKCFMEO_03162","WP_005766024.1",TRUE
"DAKCFMEO_03160","WP_005766026.1",TRUE
"DAKCFMEO_03158","WP_005766041.1",TRUE
"DAKCFMEO_03155","WP_005766043.1",TRUE
"DAKCFMEO_03154","WP_005766044.1",TRUE
"DAKCFMEO_03152","WP_005766046.1",TRUE
"DAKCFMEO_03149","WP_005766050.1",TRUE
"DAKCFMEO_03138","WP_005766070.1",TRUE
"DAKCFMEO_04460","WP_005766116.1",TRUE
"DAKCFMEO_03866","WP_005766129.1",TRUE
"DAKCFMEO_04085","WP_005766190.1",TRUE
"DAKCFMEO_04089","WP_005766198.1",TRUE
"DAKCFMEO_04091","WP_005766202.1",TRUE
"DAKCFMEO_04093","WP_005766205.1",TRUE
"DAKCFMEO_04098","WP_005766210.1",TRUE
"DAKCFMEO_04099","WP_005766212.1",TRUE
"DAKCFMEO_04101","WP_005766216.1",TRUE
"DAKCFMEO_04102","WP_005766218.1",TRUE
"DAKCFMEO_04103","WP_005766220.1",TRUE
"DAKCFMEO_04104","WP_005766223.1",TRUE
"DAKCFMEO_04105","WP_005766224.1",TRUE
"DAKCFMEO_04109","WP_005766232.1",TRUE
"DAKCFMEO_04110","WP_005766234.1",TRUE
"DAKCFMEO_04111","WP_005766237.1",TRUE
"DAKCFMEO_04116","WP_005766247.1",TRUE
"DAKCFMEO_04120","WP_005766254.1",TRUE
"DAKCFMEO_04121","WP_005766257.1",TRUE
"DAKCFMEO_04124","WP_005766263.1",TRUE
"DAKCFMEO_01616","WP_005766271.1",TRUE
"DAKCFMEO_01617","WP_005766274.1",TRUE
"DAKCFMEO_01025","WP_005766294.1",TRUE
"DAKCFMEO_01023","WP_005766298.1",TRUE
"DAKCFMEO_01019","WP_005766304.1",TRUE
"DAKCFMEO_00961","WP_005766308.1",TRUE
"DAKCFMEO_00957","WP_005766318.1",TRUE
"DAKCFMEO_01016","WP_005766320.1",TRUE
"DAKCFMEO_01015","WP_005766322.1",TRUE
"DAKCFMEO_01013","WP_005766327.1",TRUE
"DAKCFMEO_01012","WP_005766329.1",TRUE
"DAKCFMEO_01011","WP_005766330.1",TRUE
"DAKCFMEO_01010","WP_005766332.1",TRUE
"DAKCFMEO_00262","WP_005766345.1",TRUE
"DAKCFMEO_01696","WP_005766439.1",TRUE
"DAKCFMEO_01693","WP_005766442.1",TRUE
"DAKCFMEO_01688","WP_005766449.1",TRUE
"DAKCFMEO_01680","WP_005766456.1",TRUE
"DAKCFMEO_01675","WP_005766460.1",TRUE
"DAKCFMEO_01674","WP_005766463.1",TRUE
"DAKCFMEO_00470","WP_005766467.1",TRUE
"DAKCFMEO_00465","WP_005766477.1",TRUE
"DAKCFMEO_00457","WP_005766488.1",TRUE
"DAKCFMEO_00451","WP_005766501.1",TRUE
"DAKCFMEO_00445","WP_005766506.1",TRUE
"DAKCFMEO_00440","WP_005766512.1",TRUE
"DAKCFMEO_00439","WP_005766514.1",TRUE
"DAKCFMEO_00438","WP_005766516.1",TRUE
"DAKCFMEO_00434","WP_005766521.1",TRUE
"DAKCFMEO_00433","WP_005766523.1",TRUE
"DAKCFMEO_00430","WP_005766526.1",TRUE
"DAKCFMEO_00429","WP_005766528.1",TRUE
"DAKCFMEO_00428","WP_005766530.1",TRUE
"DAKCFMEO_00420","WP_005766542.1",TRUE
"DAKCFMEO_00419","WP_005766543.1",TRUE
"DAKCFMEO_00412","WP_005766548.1",TRUE
"DAKCFMEO_00410","WP_005766550.1",TRUE
"DAKCFMEO_00408","WP_005766552.1",TRUE
"DAKCFMEO_00407","WP_005766553.1",TRUE
"DAKCFMEO_00401","WP_005766562.1",TRUE
"DAKCFMEO_00398","WP_005766566.1",TRUE
"DAKCFMEO_00396","WP_005766568.1",TRUE
"DAKCFMEO_00395","WP_005766570.1",TRUE
"DAKCFMEO_00393","WP_005766574.1",TRUE
"DAKCFMEO_00391","WP_005766576.1",TRUE
"DAKCFMEO_00388","WP_005766579.1",TRUE
"DAKCFMEO_00382","WP_005766590.1",TRUE
"DAKCFMEO_00379","WP_005766595.1",TRUE
"DAKCFMEO_00006","WP_005766612.1",TRUE
"DAKCFMEO_00003","WP_005766620.1",TRUE
"DAKCFMEO_00002","WP_005766623.1",TRUE
"DAKCFMEO_02241","WP_005766631.1",TRUE
"DAKCFMEO_02242","WP_005766633.1",TRUE
"DAKCFMEO_02246","WP_005766635.1",TRUE
"DAKCFMEO_02247","WP_005766637.1",TRUE
"DAKCFMEO_02256","WP_005766645.1",TRUE
"DAKCFMEO_02267","WP_005766657.1",TRUE
"DAKCFMEO_02272","WP_005766661.1",TRUE
"DAKCFMEO_02274","WP_005766666.1",TRUE
"DAKCFMEO_02275","WP_005766669.1",TRUE
"DAKCFMEO_02276","WP_005766671.1",TRUE
"DAKCFMEO_02277","WP_005766673.1",TRUE
"DAKCFMEO_02278","WP_005766675.1",TRUE
"DAKCFMEO_02281","WP_005766682.1",TRUE
"DAKCFMEO_02282","WP_005766684.1",TRUE
"DAKCFMEO_02283","WP_005766686.1",TRUE
"DAKCFMEO_02284","WP_005766688.1",TRUE
"DAKCFMEO_02291","WP_005766701.1",TRUE
"DAKCFMEO_02294","WP_005766707.1",TRUE
"DAKCFMEO_02295","WP_005766709.1",TRUE
"DAKCFMEO_02296","WP_005766711.1",TRUE
"DAKCFMEO_02298","WP_005766716.1",TRUE
"DAKCFMEO_02301","WP_005766720.1",TRUE
"DAKCFMEO_02305","WP_005766727.1",TRUE
"DAKCFMEO_02306","WP_005766730.1",TRUE
"DAKCFMEO_02309","WP_005766737.1",TRUE
"DAKCFMEO_02310","WP_005766740.1",TRUE
"DAKCFMEO_02311","WP_005766742.1",TRUE
"DAKCFMEO_02312","WP_005766744.1",TRUE
"DAKCFMEO_02313","WP_005766746.1",TRUE
"DAKCFMEO_02315","WP_005766747.1",TRUE
"DAKCFMEO_02319","WP_005766750.1",TRUE
"DAKCFMEO_02320","WP_005766752.1",TRUE
"DAKCFMEO_02324","WP_005766760.1",TRUE
"DAKCFMEO_02325","WP_005766763.1",TRUE
"DAKCFMEO_02328","WP_005766772.1",TRUE
"DAKCFMEO_02329","WP_005766774.1",TRUE
"DAKCFMEO_02330","WP_005766776.1",TRUE
"DAKCFMEO_02333","WP_005766782.1",TRUE
"DAKCFMEO_02341","WP_005766790.1",TRUE
"DAKCFMEO_02342","WP_005766792.1",TRUE
"DAKCFMEO_02344","WP_005766795.1",TRUE
"DAKCFMEO_02345","WP_005766796.1",TRUE
"DAKCFMEO_02348","WP_005766799.1",TRUE
"DAKCFMEO_02350","WP_005766801.1",TRUE
"DAKCFMEO_02351","WP_005766802.1",TRUE
"DAKCFMEO_02352","WP_005766803.1",TRUE
"DAKCFMEO_02354","WP_005766804.1",TRUE
"DAKCFMEO_02360","WP_005766806.1",TRUE
"DAKCFMEO_02367","WP_005766812.1",TRUE
"DAKCFMEO_02430","WP_005766833.1",TRUE
"DAKCFMEO_02629","WP_005766850.1",TRUE
"DAKCFMEO_02622","WP_005766858.1",TRUE
"DAKCFMEO_02615","WP_005766869.1",TRUE
"DAKCFMEO_02612","WP_005766876.1",TRUE
"DAKCFMEO_02600","WP_005766893.1",TRUE
"DAKCFMEO_02595","WP_005766899.1",TRUE
"DAKCFMEO_02593","WP_005766903.1",TRUE
"DAKCFMEO_02592","WP_005766904.1",TRUE
"DAKCFMEO_02590","WP_005766910.1",TRUE
"DAKCFMEO_02588","WP_005766911.1",TRUE
"DAKCFMEO_02586","WP_005766914.1",TRUE
"DAKCFMEO_02585","WP_005766916.1",TRUE
"DAKCFMEO_02579","WP_005766927.1",TRUE
"DAKCFMEO_02571","WP_005766941.1",TRUE
"DAKCFMEO_02570","WP_005766943.1",TRUE
"DAKCFMEO_02569","WP_005766946.1",TRUE
"DAKCFMEO_02568","WP_005766948.1",TRUE
"DAKCFMEO_02565","WP_005766952.1",TRUE
"DAKCFMEO_02564","WP_005766953.1",TRUE
"DAKCFMEO_02563","WP_005766954.1",TRUE
"DAKCFMEO_02561","WP_005766956.1",TRUE
"DAKCFMEO_02558","WP_005766964.1",TRUE
"DAKCFMEO_02557","WP_005766966.1",TRUE
"DAKCFMEO_02554","WP_005766970.1",TRUE
"DAKCFMEO_02549","WP_005766975.1",TRUE
"DAKCFMEO_02545","WP_005766980.1",TRUE
"DAKCFMEO_02543","WP_005766982.1",TRUE
"DAKCFMEO_02539","WP_005766986.1",TRUE
"DAKCFMEO_02534","WP_005766990.1",TRUE
"DAKCFMEO_02530","WP_005767000.1",TRUE
"DAKCFMEO_02529","WP_005767003.1",TRUE
"DAKCFMEO_02519","WP_005767009.1",TRUE
"DAKCFMEO_02518","WP_005767010.1",TRUE
"DAKCFMEO_02517","WP_005767011.1",TRUE
"DAKCFMEO_02516","WP_005767013.1",TRUE
"DAKCFMEO_02515","WP_005767015.1",TRUE
"DAKCFMEO_02513","WP_005767017.1",TRUE
"DAKCFMEO_02512","WP_005767021.1",TRUE
"DAKCFMEO_02511","WP_005767023.1",TRUE
"DAKCFMEO_02508","WP_005767027.1",TRUE
"DAKCFMEO_02506","WP_005767033.1",TRUE
"DAKCFMEO_02503","WP_005767037.1",TRUE
"DAKCFMEO_05175","WP_005767052.1",TRUE
"DAKCFMEO_02033","WP_005767059.1",TRUE
"DAKCFMEO_02031","WP_005767063.1",TRUE
"DAKCFMEO_02030","WP_005767065.1",TRUE
"DAKCFMEO_02029","WP_005767067.1",TRUE
"DAKCFMEO_02026","WP_005767071.1",TRUE
"DAKCFMEO_02025","WP_005767073.1",TRUE
"DAKCFMEO_02022","WP_005767078.1",TRUE
"DAKCFMEO_05188","WP_005767089.1",TRUE
"DAKCFMEO_05189","WP_005767090.1",TRUE
"DAKCFMEO_05195","WP_005767098.1",TRUE
"DAKCFMEO_05204","WP_005767110.1",TRUE
"DAKCFMEO_05207","WP_005767116.1",TRUE
"DAKCFMEO_05210","WP_005767120.1",TRUE
"DAKCFMEO_05218","WP_005767127.1",TRUE
"DAKCFMEO_05233","WP_005767187.1",TRUE
"DAKCFMEO_01417","WP_005767282.1",TRUE
"DAKCFMEO_01420","WP_005767285.1",TRUE
"DAKCFMEO_01426","WP_005767289.1",TRUE
"DAKCFMEO_01428","WP_005767295.1",TRUE
"DAKCFMEO_01432","WP_005767320.1",TRUE
"DAKCFMEO_01451","WP_005767347.1",TRUE
"DAKCFMEO_01454","WP_005767351.1",TRUE
"DAKCFMEO_01455","WP_005767352.1",TRUE
"DAKCFMEO_01459","WP_005767359.1",TRUE
"DAKCFMEO_01491","WP_005767364.1",TRUE
"DAKCFMEO_01492","WP_005767365.1",TRUE
"DAKCFMEO_01494","WP_005767369.1",TRUE
"DAKCFMEO_01501","WP_005767378.1",TRUE
"DAKCFMEO_01504","WP_005767383.1",TRUE
"DAKCFMEO_01506","WP_005767387.1",TRUE
"DAKCFMEO_01511","WP_005767395.1",TRUE
"DAKCFMEO_01513","WP_005767399.1",TRUE
"DAKCFMEO_01514","WP_005767401.1",TRUE
"DAKCFMEO_01524","WP_005767416.1",TRUE
"DAKCFMEO_01527","WP_005767420.1",TRUE
"DAKCFMEO_01547","WP_005767446.1",TRUE
"DAKCFMEO_01548","WP_005767449.1",TRUE
"DAKCFMEO_04471","WP_005767480.1",TRUE
"DAKCFMEO_04475","WP_005767488.1",TRUE
"DAKCFMEO_02436","WP_005767500.1",TRUE
"DAKCFMEO_04392","WP_005767504.1",TRUE
"DAKCFMEO_00258","WP_005767507.1",TRUE
"DAKCFMEO_00259","WP_005767508.1",TRUE
"DAKCFMEO_04443","WP_005767529.1",TRUE
"DAKCFMEO_04444","WP_005767531.1",TRUE
"DAKCFMEO_00053","WP_005767535.1",TRUE
"DAKCFMEO_00049","WP_005767540.1",TRUE
"DAKCFMEO_00045","WP_005767545.1",TRUE
"DAKCFMEO_00042","WP_005767549.1",TRUE
