,Time in tree,Genetic_Diversity,Num_gene_events,GC_content
DAKCFMEO_04390,5.745779999999999,0.057,2.0,NULL
DAKCFMEO_00205,5.798329999999999,0.028,2.0,NULL
DAKCFMEO_00625,5.8622,0.051,2.0,NULL
DAKCFMEO_00207,5.798329999999999,0.051,2.0,NULL
DAKCFMEO_04653,5.798329999999999,0.06,2.0,NULL
DAKCFMEO_02472,7.651459999999999,0.074,2.0,NULL
DAKCFMEO_01377,5.861599999999999,0.059,2.0,NULL
DAKCFMEO_00280,5.393549999999999,0.042,2.0,NULL
DAKCFMEO_02883,5.393549999999999,0.05,2.0,NULL
DAKCFMEO_02695,5.861599999999999,0.042,2.0,NULL
DAKCFMEO_00768,7.615969999999999,0.066,2.0,NULL
DAKCFMEO_01446,5.798329999999999,0.04,2.0,NULL
DAKCFMEO_02273,7.616569999999999,0.047,2.0,NULL
DAKCFMEO_01378,7.147919999999998,0.039,2.0,NULL
DAKCFMEO_00247,4.477959999999999,0.053,2.0,NULL
DAKCFMEO_04638,7.650739999999999,0.071,2.0,NULL
DAKCFMEO_04696,7.182689999999998,0.053,2.0,NULL
DAKCFMEO_04606,5.8625,0.059,2.0,NULL
DAKCFMEO_03572,7.616689999999999,0.066,2.0,NULL
DAKCFMEO_02539,5.798329999999999,0.037,2.0,NULL
DAKCFMEO_02464,5.798329999999999,0.022,2.0,NULL
DAKCFMEO_04607,5.74039,0.045,2.0,NULL
DAKCFMEO_02465,5.798329999999999,0.035,2.0,NULL
DAKCFMEO_00769,7.6513599999999995,0.047,2.0,NULL
DAKCFMEO_04671,7.615969999999999,0.055,2.0,NULL
DAKCFMEO_00571,5.798329999999999,0.042,2.0,NULL
DAKCFMEO_03725,7.650859999999999,0.05,2.0,NULL
DAKCFMEO_03689,5.798329999999999,0.049,2.0,NULL
DAKCFMEO_02047,4.477959999999999,0.035,2.0,NULL
DAKCFMEO_00636,5.798329999999999,0.05,2.0,NULL
DAKCFMEO_01396,5.798329999999999,0.034,2.0,NULL
DAKCFMEO_03691,5.798329999999999,0.039,2.0,NULL
DAKCFMEO_00242,4.477959999999999,0.033,2.0,NULL
DAKCFMEO_05250,5.798329999999999,0.037,2.0,NULL
DAKCFMEO_02928,5.798329999999999,0.049,2.0,NULL
DAKCFMEO_01102,5.861599999999999,0.042,2.0,NULL
DAKCFMEO_00056,6.677159999999998,0.065,4.0,NULL
DAKCFMEO_00202,5.798329999999999,0.047,2.0,NULL
DAKCFMEO_00200,5.798329999999999,0.049,2.0,NULL
DAKCFMEO_00666,7.1076,0.071,2.0,NULL
DAKCFMEO_01011,5.832179999999999,0.058,2.0,NULL
DAKCFMEO_03922,7.181969999999998,0.073,2.0,NULL
DAKCFMEO_03467,5.798329999999999,0.06,2.0,NULL
DAKCFMEO_00918,5.798329999999999,0.046,2.0,NULL
DAKCFMEO_03942,7.10757,0.078,2.0,NULL
DAKCFMEO_04107,5.861599999999999,0.057,2.0,NULL
DAKCFMEO_01693,7.616569999999999,0.039,2.0,NULL
DAKCFMEO_02232,5.393549999999999,0.058,2.0,NULL
DAKCFMEO_02414,7.099119999999998,0.046,4.0,NULL
DAKCFMEO_00111,7.182569999999998,0.048,2.0,NULL
DAKCFMEO_00141,5.8623199999999995,0.072,2.0,NULL
DAKCFMEO_01164,7.651459999999999,0.07,2.0,NULL
DAKCFMEO_00314,5.798329999999999,0.034,2.0,NULL
DAKCFMEO_01603,5.82726,0.065,2.0,NULL
DAKCFMEO_00291,7.616809999999999,0.047,2.0,NULL
DAKCFMEO_02569,4.477959999999999,0.045,2.0,NULL
DAKCFMEO_02463,5.798329999999999,0.038,2.0,NULL
DAKCFMEO_00131,6.638799999999999,0.041,2.0,NULL
DAKCFMEO_03314,5.318429999999999,0.06,2.0,NULL
DAKCFMEO_03169,7.586549999999999,0.047,2.0,NULL
DAKCFMEO_02415,7.099119999999998,0.065,4.0,NULL
DAKCFMEO_03781,5.798329999999999,0.046,2.0,NULL
DAKCFMEO_00640,5.798329999999999,0.053,2.0,NULL
DAKCFMEO_03699,5.82755,0.044,2.0,NULL
DAKCFMEO_02259,7.621199999999999,0.054,2.0,NULL
DAKCFMEO_03293,5.798329999999999,0.041,2.0,NULL
DAKCFMEO_04238,5.8623199999999995,0.061,2.0,NULL
DAKCFMEO_04447,5.318429999999999,0.058,2.0,NULL
DAKCFMEO_02006,4.477959999999999,0.044,2.0,NULL
DAKCFMEO_00203,5.798329999999999,0.046,2.0,NULL
DAKCFMEO_00526,5.745779999999999,0.084,2.0,NULL
DAKCFMEO_01393,5.798329999999999,0.042,2.0,NULL
DAKCFMEO_04103,7.586549999999999,0.066,2.0,NULL
DAKCFMEO_01447,5.798329999999999,0.051,2.0,NULL
DAKCFMEO_00057,6.677159999999998,0.053,4.0,NULL
DAKCFMEO_03938,5.798329999999999,0.037,2.0,NULL
DAKCFMEO_01349,5.745779999999999,0.053,2.0,NULL
DAKCFMEO_03312,6.677159999999998,0.035,4.0,NULL
DAKCFMEO_01741,5.8622,0.054,2.0,NULL
DAKCFMEO_04664,5.82755,0.065,2.0,NULL
DAKCFMEO_04916,6.97291,0.052,3.0,NULL
DAKCFMEO_03710,7.650619999999999,0.042,2.0,NULL
DAKCFMEO_02932,5.798329999999999,0.049,2.0,NULL
DAKCFMEO_02141,5.798329999999999,0.039,2.0,NULL
DAKCFMEO_00921,5.798329999999999,0.043,2.0,NULL
DAKCFMEO_04643,5.318429999999999,0.052,2.0,NULL
DAKCFMEO_03449,5.393549999999999,0.071,2.0,NULL
DAKCFMEO_00374,5.862349999999999,0.038,2.0,NULL
DAKCFMEO_04662,5.798329999999999,0.045,2.0,NULL
DAKCFMEO_04598,5.798329999999999,0.048,2.0,NULL
DAKCFMEO_01841,5.74039,0.041,2.0,NULL
DAKCFMEO_01020,7.6517599999999995,0.059,2.0,NULL
DAKCFMEO_00177,5.798329999999999,0.033,2.0,NULL
DAKCFMEO_04692,7.147919999999998,0.049,2.0,NULL
DAKCFMEO_02931,5.798329999999999,0.036,2.0,NULL
DAKCFMEO_02559,7.616569999999999,0.048,2.0,NULL
DAKCFMEO_01177,5.798329999999999,0.046,2.0,NULL
DAKCFMEO_03352,7.650619999999999,0.04,2.0,NULL
DAKCFMEO_04352,7.616569999999999,0.035,2.0,NULL
DAKCFMEO_02480,7.616809999999999,0.056,2.0,NULL
DAKCFMEO_00386,5.82755,0.049,2.0,NULL
DAKCFMEO_01328,5.798329999999999,0.032,2.0,NULL
DAKCFMEO_02929,5.798329999999999,0.038,2.0,NULL
DAKCFMEO_04785,6.638799999999999,0.04,2.0,NULL
DAKCFMEO_02685,7.651339999999999,0.068,2.0,NULL
DAKCFMEO_03294,5.798329999999999,0.061,2.0,NULL
DAKCFMEO_02930,5.798329999999999,0.036,2.0,NULL
DAKCFMEO_04019,7.616569999999999,0.045,2.0,NULL
DAKCFMEO_02146,5.393549999999999,0.05,2.0,NULL
DAKCFMEO_04111,7.616569999999999,0.082,2.0,NULL
DAKCFMEO_02748,7.621319999999999,0.056,2.0,NULL
DAKCFMEO_01235,5.798329999999999,0.061,2.0,NULL
DAKCFMEO_03823,7.182689999999998,0.061,2.0,NULL
DAKCFMEO_00244,4.477959999999999,0.046,2.0,NULL
DAKCFMEO_00801,7.620599999999999,0.048,2.0,NULL
DAKCFMEO_04079,7.650639999999999,0.055,2.0,NULL
DAKCFMEO_02710,7.650769999999999,0.06,2.0,NULL
DAKCFMEO_01171,7.650859999999999,0.042,2.0,NULL
DAKCFMEO_01112,5.82755,0.043,2.0,NULL
DAKCFMEO_02704,5.8622,0.05,2.0,NULL
DAKCFMEO_04316,7.651459999999999,0.061,2.0,NULL
DAKCFMEO_02468,5.798329999999999,0.053,2.0,NULL
DAKCFMEO_01567,5.798329999999999,0.042,2.0,NULL
DAKCFMEO_02687,7.615969999999999,0.048,2.0,NULL
DAKCFMEO_04439,5.798329999999999,0.063,2.0,NULL
DAKCFMEO_03935,5.82755,0.072,2.0,NULL
DAKCFMEO_04020,7.615969999999999,0.053,2.0,NULL
DAKCFMEO_05123,5.861599999999999,0.047,2.0,NULL
DAKCFMEO_02330,5.861599999999999,0.064,2.0,NULL
DAKCFMEO_03979,7.616569999999999,0.06,2.0,NULL
DAKCFMEO_02012,4.477959999999999,0.04,2.0,NULL
DAKCFMEO_03216,6.97291,0.039,3.0,NULL
DAKCFMEO_04006,5.798329999999999,0.046,2.0,NULL
DAKCFMEO_01746,5.798329999999999,0.049,2.0,NULL
DAKCFMEO_00729,7.586549999999999,0.052,2.0,NULL
DAKCFMEO_03466,5.798329999999999,0.065,2.0,NULL
DAKCFMEO_00779,7.616569999999999,0.048,2.0,NULL
DAKCFMEO_02712,5.8623199999999995,0.073,2.0,NULL
DAKCFMEO_01402,5.798329999999999,0.038,2.0,NULL
DAKCFMEO_01401,5.798329999999999,0.037,2.0,NULL
DAKCFMEO_03785,5.861599999999999,0.056,2.0,NULL
DAKCFMEO_00140,7.650739999999999,0.07,2.0,NULL
DAKCFMEO_03533,6.045699999999999,0.042,3.0,NULL
DAKCFMEO_01882,7.595199999999999,0.069,2.0,NULL
DAKCFMEO_02411,6.97291,0.119,3.0,NULL
DAKCFMEO_01453,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_02824,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_01941,5.92869,0.024,2.0,NULL
DAKCFMEO_00182,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_03472,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_02136,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_02634,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_02629,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_02444,4.008719999999999,0.053,1.0,NULL
DAKCFMEO_02911,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_00717,7.651079999999999,0.059,3.0,NULL
DAKCFMEO_04279,5.827109999999999,0.065,3.0,NULL
DAKCFMEO_02998,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_03759,5.8619699999999995,0.038,3.0,NULL
DAKCFMEO_00578,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_02471,4.008719999999999,0.046,1.0,NULL
DAKCFMEO_01455,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_04481,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_01123,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_03869,5.92869,0.048,2.0,NULL
DAKCFMEO_04558,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_00576,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_02222,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_02561,4.008719999999999,0.165,1.0,NULL
DAKCFMEO_02219,5.92869,0.045,2.0,NULL
DAKCFMEO_00104,5.92869,0.051,2.0,NULL
DAKCFMEO_00810,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_01002,4.008719999999999,0.061,1.0,NULL
DAKCFMEO_04609,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_02367,5.736319999999999,0.056,3.0,NULL
DAKCFMEO_01329,5.797859999999999,0.044,3.0,NULL
DAKCFMEO_03578,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_03965,4.008719999999999,0.026,1.0,NULL
DAKCFMEO_04102,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_03271,4.008719999999999,0.036,1.0,NULL
DAKCFMEO_03784,5.763089999999999,0.041,3.0,NULL
DAKCFMEO_02772,4.008719999999999,0.036,1.0,NULL
DAKCFMEO_02947,5.92869,0.054,2.0,NULL
DAKCFMEO_02705,5.763089999999999,0.03,3.0,NULL
DAKCFMEO_01804,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_01217,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_01768,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_04482,4.008719999999999,0.059,1.0,NULL
DAKCFMEO_02825,4.008719999999999,0.051,1.0,NULL
DAKCFMEO_04523,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_02996,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_02257,5.92869,0.041,2.0,NULL
DAKCFMEO_03937,5.797979999999999,0.05,3.0,NULL
DAKCFMEO_01708,5.92869,0.049,2.0,NULL
DAKCFMEO_00285,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_02834,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_04613,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_03789,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_02837,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_03948,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_03950,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_00239,5.92869,0.055,2.0,NULL
DAKCFMEO_02529,7.585359999999999,0.063,3.0,NULL
DAKCFMEO_01162,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_05182,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_01734,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_00876,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_01940,5.92869,0.042,2.0,NULL
DAKCFMEO_02321,4.008719999999999,0.054,1.0,NULL
DAKCFMEO_03803,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_01045,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_03644,5.861159999999999,0.057,3.0,NULL
DAKCFMEO_04082,4.008719999999999,0.058,1.0,NULL
DAKCFMEO_04728,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_03300,5.92869,0.062,2.0,NULL
DAKCFMEO_03906,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_00490,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_00497,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_03662,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_05115,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_05247,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_04541,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_03388,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_00606,4.008719999999999,0.04,1.0,NULL
DAKCFMEO_02081,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_01159,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_02140,5.797739999999999,0.043,3.0,NULL
DAKCFMEO_02431,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_03386,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_04628,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_00209,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_01131,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_01792,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_00040,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_01443,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_01397,5.763089999999999,0.046,3.0,NULL
DAKCFMEO_04459,4.008719999999999,0.055,1.0,NULL
DAKCFMEO_04485,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_00871,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_00415,5.92869,0.044,2.0,NULL
DAKCFMEO_03248,4.008719999999999,0.059,1.0,NULL
DAKCFMEO_03972,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_04147,4.26148,0.041,4.0,NULL
DAKCFMEO_01291,4.008719999999999,0.056,1.0,NULL
DAKCFMEO_01219,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_02823,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_02496,6.93767,0.05,4.0,NULL
DAKCFMEO_03363,5.92869,0.054,2.0,NULL
DAKCFMEO_04725,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_03544,4.008719999999999,0.055,1.0,NULL
DAKCFMEO_01014,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_05231,4.008719999999999,0.054,1.0,NULL
DAKCFMEO_01395,5.797739999999999,0.038,3.0,NULL
DAKCFMEO_01380,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_04748,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_04275,5.7627999999999995,0.047,3.0,NULL
DAKCFMEO_02057,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_02682,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_00945,5.675929999999999,0.051,3.0,NULL
DAKCFMEO_00067,4.008719999999999,0.067,1.0,NULL
DAKCFMEO_03582,4.008719999999999,0.024,1.0,NULL
DAKCFMEO_00265,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_04741,4.008719999999999,0.04,1.0,NULL
DAKCFMEO_04501,5.92869,0.05,2.0,NULL
DAKCFMEO_04168,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_03542,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_05234,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_05244,5.92869,0.045,2.0,NULL
DAKCFMEO_04133,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_00904,4.008719999999999,0.071,1.0,NULL
DAKCFMEO_02697,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_02420,5.92869,0.043,2.0,NULL
DAKCFMEO_04321,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_01760,4.008719999999999,0.06,1.0,NULL
DAKCFMEO_02014,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_04851,4.008719999999999,0.026,1.0,NULL
DAKCFMEO_00204,5.797859999999999,0.037,3.0,NULL
DAKCFMEO_03959,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_04009,4.008719999999999,0.057,1.0,NULL
DAKCFMEO_02209,5.92869,0.041,2.0,NULL
DAKCFMEO_02203,5.92869,0.052,2.0,NULL
DAKCFMEO_00962,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_03961,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_04938,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_02206,5.92869,0.035,2.0,NULL
DAKCFMEO_02009,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_00486,4.008719999999999,0.02,1.0,NULL
DAKCFMEO_04031,5.92869,0.049,2.0,NULL
DAKCFMEO_02205,5.92869,0.045,2.0,NULL
DAKCFMEO_02672,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_01387,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_05223,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_04562,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_02242,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_02437,4.008719999999999,0.061,1.0,NULL
DAKCFMEO_04600,4.008719999999999,0.055,1.0,NULL
DAKCFMEO_02404,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_00246,4.442719999999999,0.048,3.0,NULL
DAKCFMEO_04134,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_03431,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_01815,4.008719999999999,0.027,1.0,NULL
DAKCFMEO_00916,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_05116,4.008719999999999,0.04,1.0,NULL
DAKCFMEO_04564,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_00888,4.008719999999999,0.056,1.0,NULL
DAKCFMEO_01096,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_00947,5.675929999999999,0.039,3.0,NULL
DAKCFMEO_04699,5.392359999999999,0.055,3.0,NULL
DAKCFMEO_00495,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_04150,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_01547,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_03754,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_01870,4.008719999999999,0.06,1.0,NULL
DAKCFMEO_02678,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_02335,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_04645,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_01120,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_02770,4.008719999999999,0.026,1.0,NULL
DAKCFMEO_03425,7.49429,0.066,3.0,NULL
DAKCFMEO_01557,5.92869,0.061,2.0,NULL
DAKCFMEO_00069,5.92869,0.055,2.0,NULL
DAKCFMEO_04081,7.52834,0.049,3.0,NULL
DAKCFMEO_02833,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_03309,6.676719999999998,0.048,5.0,NULL
DAKCFMEO_02449,4.008719999999999,0.055,1.0,NULL
DAKCFMEO_03674,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_05197,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_02251,5.92869,0.052,2.0,NULL
DAKCFMEO_01926,4.008719999999999,0.022,1.0,NULL
DAKCFMEO_01418,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_02467,4.008719999999999,0.048,1.0,NULL
DAKCFMEO_00176,5.92869,0.032,2.0,NULL
DAKCFMEO_00074,4.008719999999999,0.053,1.0,NULL
DAKCFMEO_02452,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_02138,4.008719999999999,0.027,1.0,NULL
DAKCFMEO_05183,4.008719999999999,0.057,1.0,NULL
DAKCFMEO_03489,4.008719999999999,0.048,1.0,NULL
DAKCFMEO_00761,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_01334,5.86191,0.048,3.0,NULL
DAKCFMEO_04941,4.008719999999999,0.028,1.0,NULL
DAKCFMEO_02895,6.576789999999999,0.044,3.0,NULL
DAKCFMEO_02587,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_00604,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_00696,4.008719999999999,0.046,1.0,NULL
DAKCFMEO_04774,5.92869,0.047,2.0,NULL
DAKCFMEO_01622,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_04706,4.008719999999999,0.053,1.0,NULL
DAKCFMEO_00998,5.92869,0.098,2.0,NULL
DAKCFMEO_02815,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_04743,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_02291,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_01421,5.92869,0.068,2.0,NULL
DAKCFMEO_01352,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_03807,4.008719999999999,0.05,1.0,NULL
DAKCFMEO_03673,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_02369,5.736319999999999,0.053,3.0,NULL
DAKCFMEO_02485,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_01101,7.181999999999999,0.065,2.0,NULL
DAKCFMEO_02918,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_04663,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_02689,5.82696,0.057,3.0,NULL
DAKCFMEO_00037,4.008719999999999,0.057,1.0,NULL
DAKCFMEO_03963,4.008719999999999,0.061,1.0,NULL
DAKCFMEO_00208,4.008719999999999,0.058,1.0,NULL
DAKCFMEO_00211,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_02186,5.92869,0.051,2.0,NULL
DAKCFMEO_02329,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_03390,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_01115,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_02447,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_01337,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_00491,4.008719999999999,0.036,1.0,NULL
DAKCFMEO_02011,4.008719999999999,0.047,1.0,NULL
DAKCFMEO_05000,4.008719999999999,0.04,1.0,NULL
DAKCFMEO_02771,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_02949,5.92869,0.049,2.0,NULL
DAKCFMEO_04171,4.008719999999999,0.083,1.0,NULL
DAKCFMEO_01772,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_05194,6.9109,0.069,4.0,NULL
DAKCFMEO_05073,6.97232,0.046,4.0,NULL
DAKCFMEO_04942,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_02033,4.008719999999999,0.035,1.0,NULL
DAKCFMEO_03389,4.008719999999999,0.029,1.0,NULL
DAKCFMEO_03310,6.641919999999998,0.044,5.0,NULL
DAKCFMEO_00369,4.008719999999999,0.064,1.0,NULL
DAKCFMEO_04594,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_04661,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_03161,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_04738,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_02151,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_04108,5.70515,0.047,3.0,NULL
DAKCFMEO_00510,5.92869,0.037,2.0,NULL
DAKCFMEO_00492,4.008719999999999,0.054,1.0,NULL
DAKCFMEO_05172,4.008719999999999,0.037,1.0,NULL
DAKCFMEO_00076,5.92869,0.048,2.0,NULL
DAKCFMEO_02596,4.008719999999999,0.057,1.0,NULL
DAKCFMEO_04986,4.008719999999999,0.056,1.0,NULL
DAKCFMEO_02894,6.576789999999999,0.05,3.0,NULL
DAKCFMEO_04536,4.008719999999999,0.056,1.0,NULL
DAKCFMEO_02248,5.92869,0.043,2.0,NULL
DAKCFMEO_01871,4.008719999999999,0.04,1.0,NULL
DAKCFMEO_01224,4.008719999999999,0.064,1.0,NULL
DAKCFMEO_00075,4.008719999999999,0.041,1.0,NULL
DAKCFMEO_00286,4.008719999999999,0.038,1.0,NULL
DAKCFMEO_00262,4.008719999999999,0.049,1.0,NULL
DAKCFMEO_01316,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_01350,4.008719999999999,0.042,1.0,NULL
DAKCFMEO_02462,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_05014,4.008719999999999,0.031,1.0,NULL
DAKCFMEO_04367,4.008719999999999,0.034,1.0,NULL
DAKCFMEO_01932,4.008719999999999,0.044,1.0,NULL
DAKCFMEO_01787,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_00764,4.008719999999999,0.048,1.0,NULL
DAKCFMEO_02466,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_02370,5.736319999999999,0.049,3.0,NULL
DAKCFMEO_02340,5.92869,0.055,2.0,NULL
DAKCFMEO_02013,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_03788,4.008719999999999,0.048,1.0,NULL
DAKCFMEO_03680,4.008719999999999,0.053,1.0,NULL
DAKCFMEO_02119,4.008719999999999,0.051,1.0,NULL
DAKCFMEO_03476,4.008719999999999,0.046,1.0,NULL
DAKCFMEO_02297,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_05121,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_04563,4.008719999999999,0.025,1.0,NULL
DAKCFMEO_04007,4.008719999999999,0.051,1.0,NULL
DAKCFMEO_02608,4.008719999999999,0.032,1.0,NULL
DAKCFMEO_03469,4.008719999999999,0.057,1.0,NULL
DAKCFMEO_05212,4.008719999999999,0.052,1.0,NULL
DAKCFMEO_00114,4.008719999999999,0.026,1.0,NULL
DAKCFMEO_01749,4.008719999999999,0.033,1.0,NULL
DAKCFMEO_03967,4.008719999999999,0.045,1.0,NULL
DAKCFMEO_01325,4.008719999999999,0.043,1.0,NULL
DAKCFMEO_02515,4.008719999999999,0.145,1.0,NULL
DAKCFMEO_01234,4.008719999999999,0.051,1.0,NULL
DAKCFMEO_03838,4.008719999999999,0.039,1.0,NULL
DAKCFMEO_01798,4.008719999999999,0.053,1.0,NULL
DAKCFMEO_01707,5.92869,0.042,2.0,NULL
DAKCFMEO_04827,6.9422999999999995,0.082,4.0,NULL
DAKCFMEO_02773,4.008719999999999,0.03,1.0,NULL
DAKCFMEO_01327,5.797139999999999,0.042,3.0,NULL
DAKCFMEO_03802,4.008719999999999,0.031,1.0,NULL
