Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0000596	WP_046463324.1, WP_017698872.1	DAKCFMEO_02145
OG0000598	WP_046463281.1, WP_046463912.1	DAKCFMEO_04043
OG0000599	WP_046463318.1	DAKCFMEO_00267, DAKCFMEO_02096
OG0000600	WP_046463321.1	DAKCFMEO_01442, DAKCFMEO_00992
OG0000601	WP_046463355.1	DAKCFMEO_04557, DAKCFMEO_02750
OG0000602	WP_046463438.1	DAKCFMEO_00726, DAKCFMEO_04051
OG0000603	WP_046463459.1	DAKCFMEO_04746, DAKCFMEO_04150
OG0000604	WP_046463487.1	DAKCFMEO_04603, DAKCFMEO_03533
OG0000605	WP_046463561.1	DAKCFMEO_00684, DAKCFMEO_00678
OG0000606	WP_046463592.1	DAKCFMEO_02489, DAKCFMEO_00101
OG0000607	WP_046463652.1	DAKCFMEO_04922, DAKCFMEO_04918
OG0000608	WP_046463677.1	DAKCFMEO_03857, DAKCFMEO_03842
OG0000609	WP_046463781.1, WP_161797798.1	DAKCFMEO_01233
OG0000610	WP_046463848.1	DAKCFMEO_02001, DAKCFMEO_02002
OG0000611	WP_046463904.1	DAKCFMEO_00948, DAKCFMEO_04078
OG0000612	WP_046463956.1	DAKCFMEO_02848, DAKCFMEO_04666
OG0000613	WP_159229446.1, WP_164923175.1	DAKCFMEO_00352
OG0000614	WP_164923169.1, WP_159250468.1	DAKCFMEO_01886
OG0000615	WP_161797781.1	DAKCFMEO_02048, DAKCFMEO_03967
OG0000622	WP_002551315.1	DAKCFMEO_01263
OG0000623	WP_002551397.1	DAKCFMEO_05162
OG0000624	WP_002551454.1	DAKCFMEO_05211
OG0000625	WP_002551500.1	DAKCFMEO_01837
OG0000626	WP_002551508.1	DAKCFMEO_01845
OG0000627	WP_002551514.1	DAKCFMEO_01851
OG0000628	WP_002551515.1	DAKCFMEO_01852
OG0000629	WP_002551560.1	DAKCFMEO_01956
OG0000630	WP_002551568.1	DAKCFMEO_01967
OG0000631	WP_002551573.1	DAKCFMEO_01972
OG0000632	WP_002551616.1	DAKCFMEO_05096
OG0000633	WP_002551711.1	DAKCFMEO_02133
OG0000634	WP_002551738.1	DAKCFMEO_05002
OG0000635	WP_002551819.1	DAKCFMEO_04892
OG0000636	WP_002551828.1	DAKCFMEO_04881
OG0000637	WP_002551829.1	DAKCFMEO_04880
OG0000638	WP_002551877.1	DAKCFMEO_02868
OG0000639	WP_002551946.1	DAKCFMEO_02807
OG0000640	WP_002551953.1	DAKCFMEO_02800
OG0000641	WP_002551972.1	DAKCFMEO_00541
OG0000642	WP_002552060.1	DAKCFMEO_01662
OG0000643	WP_002552075.1	DAKCFMEO_01647
OG0000644	WP_002552145.1	DAKCFMEO_03443
OG0000645	WP_002552194.1	DAKCFMEO_03389
OG0000646	WP_002552279.1	DAKCFMEO_03291
OG0000647	WP_002552468.1	DAKCFMEO_03331
OG0000648	WP_002552482.1	DAKCFMEO_03346
OG0000649	WP_002552524.1	DAKCFMEO_03261
OG0000650	WP_002552552.1	DAKCFMEO_04200
OG0000651	WP_002552554.1	DAKCFMEO_04202
OG0000652	WP_002552611.1	DAKCFMEO_04157
OG0000653	WP_002552653.1	DAKCFMEO_04191
OG0000654	WP_002552688.1	DAKCFMEO_04245
OG0000655	WP_002552729.1	DAKCFMEO_04341
OG0000656	WP_002552734.1	DAKCFMEO_04350
OG0000657	WP_002552737.1	DAKCFMEO_04353
OG0000658	WP_002552818.1	DAKCFMEO_04534
OG0000659	WP_002552981.1	DAKCFMEO_00650
OG0000660	WP_002553016.1	DAKCFMEO_00710
OG0000661	WP_002553018.1	DAKCFMEO_00712
OG0000662	WP_002553160.1	DAKCFMEO_00813
OG0000663	WP_002553161.1	DAKCFMEO_00814
OG0000664	WP_002553164.1	DAKCFMEO_00817
OG0000665	WP_002553665.1	DAKCFMEO_03718
OG0000666	WP_002553978.1	DAKCFMEO_01496
OG0000667	WP_002554011.1	DAKCFMEO_01530
OG0000668	WP_002554012.1	DAKCFMEO_01531
OG0000669	WP_002554100.1	DAKCFMEO_04682
OG0000670	WP_002554262.1	DAKCFMEO_02556
OG0000671	WP_002554277.1	DAKCFMEO_02541
OG0000672	WP_002554288.1	DAKCFMEO_02531
OG0000673	WP_002554291.1	DAKCFMEO_02528
OG0000674	WP_002554297.1	DAKCFMEO_02522
OG0000675	WP_002554310.1	DAKCFMEO_02509
OG0000676	WP_002554316.1	DAKCFMEO_02504
OG0000677	WP_002554423.1	DAKCFMEO_02406
OG0000678	WP_002554426.1	DAKCFMEO_02400
OG0000679	WP_002554476.1	DAKCFMEO_04319
OG0000680	WP_002554553.1	DAKCFMEO_02327
OG0000681	WP_002554561.1	DAKCFMEO_02318
OG0000682	WP_002554562.1	DAKCFMEO_02317
OG0000683	WP_002554651.1	DAKCFMEO_03124
OG0000684	WP_002554721.1	DAKCFMEO_03190
OG0000685	WP_002554728.1	DAKCFMEO_03197
OG0000686	WP_002554851.1	DAKCFMEO_00159
OG0000687	WP_002555064.1	DAKCFMEO_00416
OG0000688	WP_002555108.1	DAKCFMEO_00463
OG0000689	WP_002555109.1	DAKCFMEO_00464
OG0000690	WP_002555121.1	DAKCFMEO_01679
OG0000691	WP_002555142.1	DAKCFMEO_01701
OG0000692	WP_002555214.1	DAKCFMEO_00545
OG0000693	WP_002555356.1	DAKCFMEO_03650
OG0000694	WP_002555369.1	DAKCFMEO_03636
OG0000695	WP_002555375.1	DAKCFMEO_03630
OG0000696	WP_002555427.1	DAKCFMEO_03570
OG0000697	WP_002555464.1	DAKCFMEO_03531
OG0000698	WP_002555465.1	DAKCFMEO_03530
OG0000699	WP_002555466.1	DAKCFMEO_03529
OG0000700	WP_002555467.1	DAKCFMEO_03528
OG0000701	WP_002555469.1	DAKCFMEO_03527
OG0000702	WP_002555470.1	DAKCFMEO_03526
OG0000703	WP_002555471.1	DAKCFMEO_03525
OG0000704	WP_002555473.1	DAKCFMEO_03523
OG0000705	WP_002555475.1	DAKCFMEO_03521
OG0000706	WP_002555476.1	DAKCFMEO_03520
OG0000707	WP_002555478.1	DAKCFMEO_03518
OG0000708	WP_002555479.1	DAKCFMEO_03517
OG0000709	WP_002555480.1	DAKCFMEO_03516
OG0000710	WP_002555481.1	DAKCFMEO_03515
OG0000711	WP_002555482.1	DAKCFMEO_03514
OG0000712	WP_002555485.1	DAKCFMEO_03512
OG0000713	WP_002555488.1	DAKCFMEO_03509
OG0000714	WP_002555489.1	DAKCFMEO_03508
OG0000715	WP_002555491.1	DAKCFMEO_03506
OG0000716	WP_002555494.1	DAKCFMEO_03502
OG0000717	WP_002555500.1	DAKCFMEO_03496
OG0000718	WP_002555565.1	DAKCFMEO_02914
OG0000719	WP_002555698.1	DAKCFMEO_02157
OG0000720	WP_002555721.1	DAKCFMEO_05119
OG0000721	WP_002555745.1	DAKCFMEO_05170
OG0000722	WP_002555770.1	DAKCFMEO_05186
OG0000723	WP_002555777.1	DAKCFMEO_05219
OG0000724	WP_002555808.1	DAKCFMEO_01909
OG0000725	WP_002555947.1	DAKCFMEO_05180
OG0000726	WP_002555987.1	DAKCFMEO_01252
OG0000729	WP_002556144.1	DAKCFMEO_01747
OG0000730	WP_003176422.1	DAKCFMEO_03513
OG0000731	WP_003304675.1	DAKCFMEO_00371
OG0000732	WP_003313553.1	DAKCFMEO_00399
OG0000733	WP_003313577.1	DAKCFMEO_00425
OG0000734	WP_003313894.1	DAKCFMEO_03604
OG0000735	WP_003314637.1	DAKCFMEO_02299
OG0000736	WP_003315067.1	DAKCFMEO_02668
OG0000737	WP_003315128.1	DAKCFMEO_02617
OG0000738	WP_003315315.1	DAKCFMEO_04092
OG0000739	WP_003315600.1	DAKCFMEO_00777
OG0000740	WP_003315798.1	DAKCFMEO_04680
OG0000741	WP_003317099.1	DAKCFMEO_03524
OG0000742	WP_003317112.1	DAKCFMEO_03497
OG0000743	WP_003317113.1	DAKCFMEO_03495
OG0000744	WP_003317208.1	DAKCFMEO_04878
OG0000745	WP_003317532.1	DAKCFMEO_03082
OG0000746	WP_003318204.1	DAKCFMEO_03404
OG0000747	WP_003340324.1	DAKCFMEO_01574
OG0000752	WP_003344603.1	DAKCFMEO_00537
OG0000753	WP_003346101.1	DAKCFMEO_00752
OG0000754	WP_003363851.1	DAKCFMEO_00304
OG0000755	WP_003365425.1	DAKCFMEO_02749
OG0000756	WP_003367017.1	DAKCFMEO_00812
OG0000757	WP_003368676.1	DAKCFMEO_04778
OG0000758	WP_003373184.1	DAKCFMEO_04732
OG0000759	WP_003373273.1	DAKCFMEO_02343
OG0000760	WP_003373291.1	DAKCFMEO_02334
OG0000761	WP_003373297.1	DAKCFMEO_02331
OG0000762	WP_003373331.1	DAKCFMEO_00755
OG0000763	WP_003373338.1	DAKCFMEO_00759
OG0000764	WP_003373339.1	DAKCFMEO_00760
OG0000765	WP_003373489.1	DAKCFMEO_04035
OG0000766	WP_003375722.1	DAKCFMEO_01482
OG0000767	WP_003375857.1	DAKCFMEO_03005
OG0000768	WP_003375863.1	DAKCFMEO_03001
OG0000769	WP_003375894.1	DAKCFMEO_02985
OG0000770	WP_003375907.1	DAKCFMEO_02979
OG0000771	WP_003375919.1	DAKCFMEO_02973
OG0000772	WP_003375928.1	DAKCFMEO_02967
OG0000773	WP_003375972.1	DAKCFMEO_03302
OG0000774	WP_003376021.1	DAKCFMEO_02729
OG0000775	WP_003376036.1	DAKCFMEO_02735
OG0000776	WP_003376052.1	DAKCFMEO_02742
OG0000777	WP_003376124.1	DAKCFMEO_04526
OG0000778	WP_003376162.1	DAKCFMEO_04485
OG0000779	WP_003376205.1	DAKCFMEO_04379
OG0000780	WP_003376227.1	DAKCFMEO_04367
OG0000781	WP_003376264.1	DAKCFMEO_04343
OG0000782	WP_003376266.1	DAKCFMEO_04342
OG0000783	WP_003376303.1	DAKCFMEO_04318
OG0000784	WP_003376376.1	DAKCFMEO_04858
OG0000785	WP_003376387.1	DAKCFMEO_04852
OG0000786	WP_003376398.1	DAKCFMEO_04845
OG0000787	WP_003376420.1	DAKCFMEO_04834
OG0000788	WP_003376558.1	DAKCFMEO_03610
OG0000789	WP_003376569.1	DAKCFMEO_03615
OG0000790	WP_003376591.1	DAKCFMEO_04813
OG0000791	WP_003376593.1	DAKCFMEO_04812
OG0000792	WP_003376603.1	DAKCFMEO_04804
OG0000793	WP_003376607.1	DAKCFMEO_04802
OG0000794	WP_003376614.1	DAKCFMEO_04799
OG0000795	WP_003376691.1	DAKCFMEO_03960
OG0000796	WP_003376717.1	DAKCFMEO_03973
OG0000797	WP_003376859.1	DAKCFMEO_00828
OG0000798	WP_003376912.1	DAKCFMEO_03824
OG0000799	WP_003376994.1	DAKCFMEO_01045
OG0000800	WP_003377005.1	DAKCFMEO_01053
OG0000801	WP_003377107.1	DAKCFMEO_04914
OG0000802	WP_003377111.1	DAKCFMEO_04924
OG0000803	WP_003377120.1	DAKCFMEO_04935
OG0000804	WP_003377131.1	DAKCFMEO_04945
OG0000805	WP_003377196.1	DAKCFMEO_05001
OG0000806	WP_003377199.1	DAKCFMEO_05003
OG0000807	WP_003377205.1	DAKCFMEO_05006
OG0000808	WP_003377212.1	DAKCFMEO_05012
OG0000809	WP_003377215.1	DAKCFMEO_05015
OG0000810	WP_003377217.1	DAKCFMEO_05017
OG0000811	WP_003377258.1	DAKCFMEO_02046
OG0000812	WP_003377314.1	DAKCFMEO_02845
OG0000813	WP_003377457.1	DAKCFMEO_02802
OG0000814	WP_003377470.1	DAKCFMEO_01713
OG0000815	WP_003377471.1	DAKCFMEO_01706
OG0000816	WP_003377479.1	DAKCFMEO_01699
OG0000817	WP_003377482.1	DAKCFMEO_01697
OG0000818	WP_003377487.1	DAKCFMEO_01692
OG0000819	WP_003377503.1	DAKCFMEO_01682
OG0000820	WP_003377505.1	DAKCFMEO_01681
OG0000821	WP_003377508.1	DAKCFMEO_01678
OG0000822	WP_003377527.1	DAKCFMEO_00461
OG0000823	WP_003377531.1	DAKCFMEO_00459
OG0000824	WP_003377535.1	DAKCFMEO_00455
OG0000825	WP_003377548.1	DAKCFMEO_00447
OG0000826	WP_003377550.1	DAKCFMEO_00446
OG0000827	WP_003377554.1	DAKCFMEO_00444
OG0000828	WP_003377556.1	DAKCFMEO_00443
OG0000829	WP_003377572.1	DAKCFMEO_00435
OG0000830	WP_003377577.1	DAKCFMEO_00432
OG0000831	WP_003377590.1	DAKCFMEO_00427
OG0000832	WP_003377592.1	DAKCFMEO_00426
OG0000833	WP_003377598.1	DAKCFMEO_00421
OG0000834	WP_003377605.1	DAKCFMEO_00417
OG0000835	WP_003377610.1	DAKCFMEO_00411
OG0000836	WP_003377649.1	DAKCFMEO_00392
OG0000837	WP_003377651.1	DAKCFMEO_00390
OG0000838	WP_003377653.1	DAKCFMEO_00389
OG0000839	WP_003377687.1	DAKCFMEO_03264
OG0000840	WP_003377703.1	DAKCFMEO_03251
OG0000841	WP_003377717.1	DAKCFMEO_03245
OG0000842	WP_003377783.1	DAKCFMEO_03205
OG0000843	WP_003377785.1	DAKCFMEO_03204
OG0000844	WP_003377787.1	DAKCFMEO_03867
OG0000845	WP_003377825.1	DAKCFMEO_03183
OG0000846	WP_003377829.1	DAKCFMEO_03181
OG0000847	WP_003377831.1	DAKCFMEO_03180
OG0000848	WP_003377835.1	DAKCFMEO_03178
OG0000849	WP_003377838.1	DAKCFMEO_03176
OG0000850	WP_003377871.1	DAKCFMEO_01266
OG0000851	WP_003377879.1	DAKCFMEO_01261
OG0000852	WP_003377883.1	DAKCFMEO_01257
OG0000853	WP_003377884.1	DAKCFMEO_01256
OG0000854	WP_003377888.1	DAKCFMEO_01253
OG0000855	WP_003377895.1	DAKCFMEO_01249
OG0000856	WP_003377898.1	DAKCFMEO_01247
OG0000857	WP_003377907.1	DAKCFMEO_01997
OG0000858	WP_003377974.1	DAKCFMEO_01834
OG0000859	WP_003377979.1	DAKCFMEO_01838
OG0000860	WP_003378039.1	DAKCFMEO_01874
OG0000861	WP_003378068.1	DAKCFMEO_04673
OG0000862	WP_003378113.1	DAKCFMEO_04645
OG0000863	WP_003378210.1	DAKCFMEO_04562
OG0000864	WP_003378219.1	DAKCFMEO_04556
OG0000865	WP_003378325.1	DAKCFMEO_01200
OG0000866	WP_003378342.1	DAKCFMEO_01552
OG0000867	WP_003378385.1	DAKCFMEO_01576
OG0000868	WP_003378389.1	DAKCFMEO_01579
OG0000869	WP_003378397.1	DAKCFMEO_01585
OG0000870	WP_003378472.1	DAKCFMEO_00217
OG0000871	WP_003378493.1	DAKCFMEO_00226
OG0000872	WP_003378499.1	DAKCFMEO_00229
OG0000873	WP_003378513.1	DAKCFMEO_00238
OG0000874	WP_003378608.1	DAKCFMEO_02628
OG0000875	WP_003378609.1	DAKCFMEO_02627
OG0000876	WP_003378612.1	DAKCFMEO_02624
OG0000877	WP_003378621.1	DAKCFMEO_02616
OG0000878	WP_003378637.1	DAKCFMEO_02606
OG0000879	WP_003378639.1	DAKCFMEO_02605
OG0000880	WP_003378641.1	DAKCFMEO_02604
OG0000881	WP_003378666.1	DAKCFMEO_02589
OG0000882	WP_003378668.1	DAKCFMEO_02587
OG0000883	WP_003378725.1	DAKCFMEO_02552
OG0000884	WP_003378730.1	DAKCFMEO_02548
OG0000885	WP_003378731.1	DAKCFMEO_02547
OG0000886	WP_003378749.1	DAKCFMEO_02538
OG0000887	WP_003378750.1	DAKCFMEO_02537
OG0000888	WP_003378759.1	DAKCFMEO_02129
OG0000889	WP_003378760.1	DAKCFMEO_02128
OG0000890	WP_003378783.1	DAKCFMEO_02116
OG0000891	WP_003378849.1	DAKCFMEO_05106
OG0000892	WP_003378855.1	DAKCFMEO_05057
OG0000893	WP_003378857.1	DAKCFMEO_05059
OG0000894	WP_003378861.1	DAKCFMEO_05063
OG0000895	WP_003378882.1	DAKCFMEO_05074
OG0000896	WP_003378893.1	DAKCFMEO_05080
OG0000897	WP_003378929.1	DAKCFMEO_02300
OG0000898	WP_003378990.1	DAKCFMEO_03129
OG0000899	WP_003379024.1	DAKCFMEO_03032
OG0000900	WP_003379028.1	DAKCFMEO_03028
OG0000901	WP_003379038.1	DAKCFMEO_04165
OG0000902	WP_003379089.1	DAKCFMEO_03591
OG0000903	WP_003379121.1	DAKCFMEO_03577
OG0000904	WP_003379129.1	DAKCFMEO_03573
OG0000905	WP_003379141.1	DAKCFMEO_03566
OG0000906	WP_003379143.1	DAKCFMEO_03565
OG0000907	WP_003379241.1	DAKCFMEO_03407
OG0000908	WP_003379278.1	DAKCFMEO_03380
OG0000909	WP_003379302.1	DAKCFMEO_02787
OG0000910	WP_003379415.1	DAKCFMEO_02223
OG0000911	WP_003379418.1	DAKCFMEO_02226
OG0000912	WP_003379468.1	DAKCFMEO_01296
OG0000913	WP_003379548.1	DAKCFMEO_03925
OG0000914	WP_003379718.1	DAKCFMEO_00548
OG0000915	WP_003379721.1	DAKCFMEO_00551
OG0000916	WP_003379759.1	DAKCFMEO_00658
OG0000917	WP_003379830.1	DAKCFMEO_00705
OG0000918	WP_003379873.1	DAKCFMEO_05028
OG0000919	WP_003379876.1	DAKCFMEO_05024
OG0000920	WP_003379926.1	DAKCFMEO_02962
OG0000921	WP_003379931.1	DAKCFMEO_04969
OG0000922	WP_003379947.1	DAKCFMEO_04964
OG0000923	WP_003380033.1	DAKCFMEO_02212
OG0000924	WP_003380046.1	DAKCFMEO_01952
OG0000925	WP_003380053.1	DAKCFMEO_01955
OG0000926	WP_003380079.1	DAKCFMEO_01971
OG0000927	WP_003380111.1	DAKCFMEO_01539
OG0000928	WP_003380113.1	DAKCFMEO_01538
OG0000929	WP_003380115.1	DAKCFMEO_01537
OG0000930	WP_003380120.1	DAKCFMEO_01533
OG0000931	WP_003380132.1	DAKCFMEO_01525
OG0000932	WP_003380135.1	DAKCFMEO_01522
OG0000933	WP_003380148.1	DAKCFMEO_01517
OG0000934	WP_003380192.1	DAKCFMEO_02189
OG0000935	WP_003380207.1	DAKCFMEO_05113
OG0000936	WP_003380209.1	DAKCFMEO_01982
OG0000937	WP_003380226.1	DAKCFMEO_01992
OG0000938	WP_003380232.1	DAKCFMEO_01816
OG0000939	WP_003380235.1	DAKCFMEO_01813
OG0000940	WP_003380252.1	DAKCFMEO_05158
OG0000941	WP_003380253.1	DAKCFMEO_05159
OG0000942	WP_003380289.1	DAKCFMEO_03482
OG0000943	WP_003380294.1	DAKCFMEO_03479
OG0000944	WP_003380298.1	DAKCFMEO_03477
OG0000945	WP_003380309.1	DAKCFMEO_03471
OG0000946	WP_003380333.1	DAKCFMEO_01757
OG0000947	WP_003380356.1	DAKCFMEO_01749
OG0000948	WP_003380430.1	DAKCFMEO_04096
OG0000949	WP_003380432.1	DAKCFMEO_04095
OG0000950	WP_003380455.1	DAKCFMEO_04080
OG0000951	WP_003380539.1	DAKCFMEO_01018
OG0000952	WP_003380592.1	DAKCFMEO_03333
OG0000953	WP_003380594.1	DAKCFMEO_03335
OG0000954	WP_003380601.1	DAKCFMEO_03338
OG0000955	WP_003380603.1	DAKCFMEO_03340
OG0000956	WP_003380604.1	DAKCFMEO_03341
OG0000957	WP_003380613.1	DAKCFMEO_03350
OG0000958	WP_003380618.1	DAKCFMEO_03354
OG0000959	WP_003380623.1	DAKCFMEO_03359
OG0000960	WP_003380633.1	DAKCFMEO_03365
OG0000961	WP_003380690.1	DAKCFMEO_04908
OG0000962	WP_003380698.1	DAKCFMEO_04899
OG0000963	WP_003380701.1	DAKCFMEO_04896
OG0000964	WP_003380723.1	DAKCFMEO_04877
OG0000965	WP_003380836.1	DAKCFMEO_04713
OG0000966	WP_003380850.1	DAKCFMEO_04704
OG0000967	WP_003380890.1	DAKCFMEO_04677
OG0000968	WP_003380907.1	DAKCFMEO_00315
OG0000969	WP_003380941.1	DAKCFMEO_00348
OG0000970	WP_003380977.1	DAKCFMEO_00380
OG0000971	WP_003381003.1	DAKCFMEO_04223
OG0000972	WP_003381064.1	DAKCFMEO_04269
OG0000973	WP_003381088.1	DAKCFMEO_04255
OG0000974	WP_003381096.1	DAKCFMEO_04249
OG0000975	WP_003381112.1	DAKCFMEO_04236
OG0000976	WP_003381155.1	DAKCFMEO_01433
OG0000977	WP_003381177.1	DAKCFMEO_01444
OG0000978	WP_003381207.1	DAKCFMEO_00506
OG0000979	WP_003381213.1	DAKCFMEO_00508
OG0000980	WP_003381223.1	DAKCFMEO_02886
OG0000981	WP_003381266.1	DAKCFMEO_00519
OG0000982	WP_003381292.1	DAKCFMEO_00532
OG0000983	WP_003381304.1	DAKCFMEO_00539
OG0000984	WP_003381306.1	DAKCFMEO_00542
OG0000985	WP_003381308.1	DAKCFMEO_00543
OG0000986	WP_003381390.1	DAKCFMEO_05094
OG0000987	WP_003381486.1	DAKCFMEO_00102
OG0000988	WP_003381490.1	DAKCFMEO_00105
OG0000989	WP_003381499.1	DAKCFMEO_00113
OG0000990	WP_003381502.1	DAKCFMEO_00115
OG0000991	WP_003381525.1	DAKCFMEO_00135
OG0000992	WP_003381534.1	DAKCFMEO_00142
OG0000993	WP_003381535.1	DAKCFMEO_00143
OG0000994	WP_003381559.1	DAKCFMEO_02243
OG0000995	WP_003381567.1	DAKCFMEO_02252
OG0000996	WP_003381582.1	DAKCFMEO_02265
OG0000997	WP_003381583.1	DAKCFMEO_02266
OG0000998	WP_003381585.1	DAKCFMEO_02268
OG0000999	WP_003381589.1	DAKCFMEO_02271
OG0001000	WP_003381628.1	DAKCFMEO_00298
OG0001001	WP_003381648.1	DAKCFMEO_00285
OG0001002	WP_003381663.1	DAKCFMEO_00274
OG0001003	WP_003381744.1	DAKCFMEO_00568
OG0001004	WP_003381839.1	DAKCFMEO_01369
OG0001005	WP_003382001.1	DAKCFMEO_00649
OG0001006	WP_003382004.1	DAKCFMEO_00646
OG0001007	WP_003382006.1	DAKCFMEO_00644
OG0001008	WP_003382072.1	DAKCFMEO_05167
OG0001009	WP_003382074.1	DAKCFMEO_05169
OG0001010	WP_003382085.1	DAKCFMEO_05179
OG0001011	WP_003382104.1	DAKCFMEO_02018
OG0001012	WP_003382140.1	DAKCFMEO_02521
OG0001013	WP_003382141.1	DAKCFMEO_02523
OG0001014	WP_003382144.1	DAKCFMEO_02526
OG0001015	WP_003382274.1	DAKCFMEO_01665
OG0001016	WP_003382315.1	DAKCFMEO_02013
OG0001017	WP_003382340.1	DAKCFMEO_02918
OG0001018	WP_003382364.1	DAKCFMEO_02152
OG0001019	WP_003382372.1	DAKCFMEO_02162
OG0001020	WP_003382373.1	DAKCFMEO_02164
OG0001021	WP_003382379.1	DAKCFMEO_02168
OG0001022	WP_003382396.1	DAKCFMEO_00818
OG0001023	WP_003382398.1	DAKCFMEO_00815
OG0001024	WP_003382460.1	DAKCFMEO_00739
OG0001025	WP_003382465.1	DAKCFMEO_00736
OG0001026	WP_003382467.1	DAKCFMEO_00735
OG0001027	WP_003382474.1	DAKCFMEO_00731
OG0001028	WP_003382487.1	DAKCFMEO_00719
OG0001029	WP_003382493.1	DAKCFMEO_00713
OG0001030	WP_003382526.1	DAKCFMEO_00051
OG0001031	WP_003382533.1	DAKCFMEO_00044
OG0001032	WP_003382657.1	DAKCFMEO_03791
OG0001033	WP_003382687.1	DAKCFMEO_02502
OG0001034	WP_003382700.1	DAKCFMEO_02490
OG0001035	WP_003382703.1	DAKCFMEO_02488
OG0001036	WP_003382829.1	DAKCFMEO_01191
OG0001037	WP_003382842.1	DAKCFMEO_01182
OG0001038	WP_003382929.1	DAKCFMEO_04298
OG0001039	WP_003382943.1	DAKCFMEO_04290
OG0001040	WP_003382947.1	DAKCFMEO_04287
OG0001041	WP_003382959.1	DAKCFMEO_02665
OG0001042	WP_003382960.1	DAKCFMEO_02666
OG0001043	WP_003382970.1	DAKCFMEO_01723
OG0001044	WP_003382984.1	DAKCFMEO_02679
OG0001045	WP_003383046.1	DAKCFMEO_04540
OG0001046	WP_003383085.1	DAKCFMEO_02658
OG0001047	WP_003383123.1	DAKCFMEO_01605
OG0001048	WP_003383126.1	DAKCFMEO_01602
OG0001049	WP_003383132.1	DAKCFMEO_01598
OG0001050	WP_003383136.1	DAKCFMEO_01596
OG0001051	WP_003383141.1	DAKCFMEO_01592
OG0001052	WP_003383143.1	DAKCFMEO_01590
OG0001053	WP_003383161.1	DAKCFMEO_05111
OG0001054	WP_003383172.1	DAKCFMEO_03707
OG0001055	WP_003383227.1	DAKCFMEO_00497
OG0001056	WP_003383242.1	DAKCFMEO_00486
OG0001057	WP_003383265.1	DAKCFMEO_05230
OG0001058	WP_003383332.1	DAKCFMEO_04144
OG0001059	WP_003383369.1	DAKCFMEO_02905
OG0001060	WP_003383427.1	DAKCFMEO_01321
OG0001061	WP_003383453.1	DAKCFMEO_01328
OG0001062	WP_003395104.1	DAKCFMEO_04759
OG0001063	WP_003395253.1	DAKCFMEO_00317
OG0001064	WP_003400010.1	DAKCFMEO_04779
OG0001065	WP_003405083.1	DAKCFMEO_01515
OG0001066	WP_003406089.1	DAKCFMEO_00686
OG0001067	WP_003410180.1	DAKCFMEO_01122
OG0001068	WP_003411662.1	DAKCFMEO_01536
OG0001069	WP_003412391.1	DAKCFMEO_02546
OG0001070	WP_003422343.1	DAKCFMEO_04887
OG0001071	WP_003425462.1	DAKCFMEO_00048
OG0001072	WP_003426596.1	DAKCFMEO_03537
OG0001073	WP_004396234.1	DAKCFMEO_03761
OG0001074	WP_004396268.1	DAKCFMEO_03734
OG0001075	WP_004396332.1	DAKCFMEO_03710
OG0001076	WP_004396490.1	DAKCFMEO_00160
OG0001077	WP_004396504.1	DAKCFMEO_00166
OG0001078	WP_004396514.1	DAKCFMEO_00168
OG0001079	WP_004396522.1	DAKCFMEO_00171
OG0001080	WP_004396544.1	DAKCFMEO_02384
OG0001081	WP_004396551.1	DAKCFMEO_02387
OG0001082	WP_004396553.1	DAKCFMEO_02389
OG0001083	WP_004396554.1	DAKCFMEO_02390
OG0001084	WP_004397026.1	DAKCFMEO_03532
OG0001085	WP_004397049.1	DAKCFMEO_03510
OG0001086	WP_004397052.1	DAKCFMEO_03507
OG0001087	WP_004397077.1	DAKCFMEO_03503
OG0001088	WP_004397078.1	DAKCFMEO_03501
OG0001089	WP_004397081.1	DAKCFMEO_03498
OG0001090	WP_004397145.1	DAKCFMEO_05209
OG0001091	WP_004397172.1	DAKCFMEO_05201
OG0001092	WP_004397208.1	DAKCFMEO_05192
OG0001093	WP_004397257.1	DAKCFMEO_00577
OG0001094	WP_004397570.1	DAKCFMEO_03153
OG0001095	WP_004397588.1	DAKCFMEO_03161
OG0001096	WP_004397594.1	DAKCFMEO_03164
OG0001097	WP_004397843.1	DAKCFMEO_02349
OG0001098	WP_004397849.1	DAKCFMEO_02346
OG0001100	WP_004656644.1	DAKCFMEO_01677
OG0001101	WP_004657364.1	DAKCFMEO_02347
OG0001106	WP_004879420.1	DAKCFMEO_04206
OG0001107	WP_004880039.1	DAKCFMEO_02882
OG0001108	WP_004882435.1	DAKCFMEO_01246
OG0001109	WP_004883670.1	DAKCFMEO_03511
OG0001110	WP_005613236.1	DAKCFMEO_01830
OG0001111	WP_005613239.1	DAKCFMEO_01831
OG0001112	WP_005613323.1	DAKCFMEO_01842
OG0001113	WP_005613459.1	DAKCFMEO_02227
OG0001114	WP_005613564.1	DAKCFMEO_01251
OG0001115	WP_005613652.1	DAKCFMEO_01998
OG0001116	WP_005613653.1	DAKCFMEO_01999
OG0001117	WP_005613713.1	DAKCFMEO_02045
OG0001118	WP_005613805.1	DAKCFMEO_02184
OG0001119	WP_005613810.1	DAKCFMEO_02187
OG0001120	WP_005613930.1	DAKCFMEO_02178
OG0001121	WP_005613956.1	DAKCFMEO_05025
OG0001122	WP_005613959.1	DAKCFMEO_05023
